ID,DetoP(GPa),smiles
JUPRIV,19.4,[O-][N+](=O)c1cc(cc(c1N(C)C)[N+](=O)[O-])[N+](=O)[O-]
JUPROB,21.1,CNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUPSES,23.4,COc1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
JUTGEK,26.8,[O-][N+](=O)CC[N+](=O)[O-]
JUVMIW01,25.4,[O-][N+](=O)C1(C[C@H]2C[C@@H]1CC2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUVMUI,21.9,[O-][N+](=O)C1(C[C@@H]2[C@H](C1)CC(C2)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUVNAP,26.9,[O-][N+](=O)C1(CCC(CC1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUXBOV,12,CONC(=O)Nc1ccc(cc1)[N+](=O)[O-]
KABGIF,7.5,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1OC(=O)C
KABNEI,12.5,N#Cc1ccc(cc1)/C=C\c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KADZEU,7.5,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-]
KADZIY,7.1,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-]
KAGDEB,5.4,CN/C(=C(/c1ccccc1)\[N+](=O)[O-])/c1ccccc1
KAHHUY,32.6,[O-][N+](=O)c1c(N)[nH]nc1[N+](=O)[O-]
KAHSAP,8.2,O=C(c1ccccn1)Nc1ccc(cc1)[N+](=O)[O-]
KAJFAD,13.3,[O-][N+](=O)C1=C/C(=[NH+]\CC)/[N+](=O)C=C1
KAKNEP,5.2,CCc1ccc(nc1)C[C@@H](c1ccc(cc1)[N+](=O)[O-])O
KAPCAF,6.5,[O-][N+](=O)c1ccc2c(c1)c(C)c([nH]2)C
KARJOC,7.5,[O-][N+](=O)c1ccc2c(c1)C(=NCN2)c1ccccc1
KASBAH,10.5,N#CN([N+](=O)[O-])Cc1ccccc1
KASBEL,19.4,N#CN([N+](=O)[O-])CCCCN([N+](=O)[O-])C#N
KATCIS,9.4,O=C(c1ccc(cc1)[N+](=O)[O-])CCn1ncnc1
KATGAO,8.8,O=C(c1ccccc1)N/N=C/c1cc(ccc1O)[N+](=O)[O-]
KATNID,5.4,Cc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-]
KAVFUI01,29.3,[O-][N+](=O)n1cnc(c1)[N+](=O)[O-]
KAWQAD,6.1,COc1ccc(cc1)n1c(C=O)cc(c1c1ccc(cc1)[N+](=O)[O-])C=O
KAWTOR,8.2,OCc1cccc(c1)N(Cc1cccc(c1)[N+](=O)[O-])O
KAXLOK,7.9,COC[C@@H]1CCCN1/C=C(/[N+](=O)[O-])\C
KAXLOL,18.4,[O-][N+](=O)c1cc(C)c(c(c1C)[N+](=O)[O-])[N+](=O)[O-]
KAYTUZ,8.9,NCCNc1ccc(cc1)[N+](=O)[O-]
KAYVAH,14.2,[O-][N+](=O)c1cc(ccc1n1cccn1)[N+](=O)[O-]
KECTAN,17.4,COC(=O)[C@@H]([C@H](C(=O)OC)O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEDWUO,13,[O-][N+](=O)c1cc(C(=O)O)c(cc1C(=O)O)N
KEFJUD,7.2,O=C(c1ccccc1)Nc1ccc(cc1C1=NCCO1)[N+](=O)[O-]
KEFLEM06,6.3,Nc1ccc(cc1)c1ccc(cc1)[N+](=O)[O-]
KEFTIY,17.8,[O-][N+](=O)O[C@H]1[C@H]([N+](=O)[O-])C(=C[C@@H]([C@@]1(C)[N+](=O)[O-])[N+](=O)[O-])C(C)C
KEFYOK,8.9,[O-][N+](=O)c1cccc(c1N)C
KEJGIP,17.8,CCOC(=O)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEMREZ,10.6,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
KEMTIF,27.9,[O-][N+](=O)N1CN(CC2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KENCEM,7,CC(=O)NCCc1c[nH]c2c1c(ccc2)[N+](=O)[O-]
KENFUH,39.3,[O-][N+](=O)c1nc(n(n1)C([N+](=O)[O-])[N+](=O)[O-])c1nc(nn1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEPDUF,10,[O-][N+](=O)/N=C/1\NCCN1Cc1noc(c1)c1ccccc1
KEPFAN,8.5,Cc1ccc(cc1)c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
KEPFER,10.6,COc1ccccc1c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
KEPVIK,8.4,[O-][N+](=O)c1c(cc2c3c1c1ccccc1c3ccc2)[N+](=O)[O-]
KEQXOV,10.2,CCN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(CC)CC)CC
KETYEO,15.5,O=c1cc(C)c2c(o1)cc(c(c2[N+](=O)[O-])O)[N+](=O)[O-]
KEZMEK,7.3,Cc1ncc(n1C)c1ccc(cc1)[N+](=O)[O-]
KIBGIO,10.2,O=[N+]1C=C(C=C/C/1=[NH+]\C(=O)NC(C)(C)C)[N+](=O)[O-]
KIBGOU,7.1,O=C(NC(C)(C)C)Nc1ccc(cn1)[N+](=O)[O-]
KIBMIU,31.1,[O-][N+](=O)C(/C(=N/c1nnnn1C)/N)([N+](=O)[O-])[N+](=O)[O-]
KIBSAS01,26.6,Nc1onc(n1)c1nonc1[N+](=O)[O-]
KIKKIZ,6.9,O=C1N[C@H]([C@H]1Oc1ccccc1)c1ccc(cc1)[N+](=O)[O-]
KIKNEY,16.1,NNc1n(C)nc(c1[N+](=O)[O-])C
KIMQEF,7.4,[O-][N+](=O)c1ccc(nc1)Nc1cccc2c1nccc2
KIRCAP,25.9,COC(=O)[C@H]1ON2O[C@H]1c1cc(cc(c1C2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KIRHIC,7,C#CCCCc1ncc(cn1)c1ccc(cc1)[N+](=O)[O-]
KIRHOI,10.1,N#CC(c1ncc(cn1)[N+](=O)[O-])(C#N)CCC#C
KIWLAG,10.5,COC(=O)Nc1ccc(cc1[N+](=O)[O-])OC
KIZCUT,26.5,[O-][N+](=O)NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KOBQOH,10.3,CC(C[C@H](C(=O)O)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
KOBXOO,25.6,[O-][N+](=O)c1c(N)[nH][nH]c1=O
KODHUG,14.7,OC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KODJAO,15.5,OC(=O)/C=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
KOFDUF,14.6,OCCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KOFKAR,21.9,[O-][N+](=O)N1CCCN(C1)[N+](=O)[O-]
KOFKEV,20,[O-][N+](=O)N1CCCCN(C1)[N+](=O)[O-]
KOFKIZ,28.4,O=NN1CN(CCN(C1)[N+](=O)[O-])[N+](=O)[O-]
KOFKUM,8.6,[O-][N+](=O)c1ccc(cc1)/C=C\c1cccc(c1)[N+](=O)[O-]
KOHPAY,6.1,O=C1CC(C)(C)CC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-]
KOKCOC,11.9,[O-][N+](=O)c1cc(cc(c1Oc1ccc2c3c1C(=O)C=Cc3ccc2)[N+](=O)[O-])[N+](=O)[O-]
KOLVIS,11.9,NC(=O)NNC(=O)c1ccc(cc1)[N+](=O)[O-]
KOMHAV,19.6,[O-][N+](=O)c1c[nH]cn1
KOTSIV,10.8,COc1cc(ccc1N)[N+](=O)[O-]
KOVGIL,16.1,CN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(C)C)C
KOVGUX,9.7,[O-][N+](=O)C(=C(Nc1ccccc1)Nc1ccccc1)[N+](=O)[O-]
KOVHAE,24.6,[O-][N+](=O)C(=C1NCCN1)[N+](=O)[O-]
KOVHIM,18.5,[O-][N+](=O)C(=C1NCCCCN1)[N+](=O)[O-]
KOWRUJ,18.7,[O-][N+](=O)[C@@H]1C=C[C@@H](c2c1cccc2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUBPAY,35.3,[O-][N+](=O)N1CCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUBPIG,32.3,[O-][N+](=O)N1CCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUBPOM,30.3,[O-][N+](=O)N1CCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUBPUS,22.3,[O-][N+](=O)N1CCCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUFLUU01,7.5,COc1cccc(c1O)/C=N/c1cccc(c1)[N+](=O)[O-]
KUGSEM,5.3,[O-][N+](=O)c1cccc(c1)c1cc2c(n1c1ccccn1)cccc2
KUGYAM,22,[O-][N+](=O)N1CN(CN([C@@H]2[C@H]1N(CN2C(=O)C)C(=O)C)[N+](=O)[O-])[N+](=O)[O-]
KUHCEW,5.8,Cc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
KUHKAB,8.9,N#CC([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
KUHKEF,7.3,CCOC(=O)[C@@H]([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
KUHVUE,13.3,COC(=O)/C(=[N+]\1/N=[n+]2c(=C1C)cccc2)/C=C([N+](=O)[O-])[N+](=O)[O-]
KUNLAG,5,O=C(Nc1cc(C)cc(n1)C)Cc1cccc(c1)[N+](=O)[O-]
KUPCIJ,29.7,[O-][N+](=O)NC(=O)OCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUTKOA,9.4,[O-][N+](=O)/N=C/1\NCN(CN1C)Cc1ccccc1
KUWGOZ,6.1,CC(n1nccc1c1ccc(cc1)[N+](=O)[O-])(C)C
KUZBAJ,7.1,CCOC(=O)/C(=C/c1cc(ccc1N1CCCC1)[N+](=O)[O-])/C#N
KUZJUL,9,[O-][N+](=O)c1cccc(c1)/C=N/c1onc(c1C)C
KUZVUX02,9.9,[O-][N+](=O)c1cn(c(n1)C)CC(=O)OCC
LABJON01,15.6,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-]
LABLOP,8.5,Cn1cnc(c1NCc1ccccc1)[N+](=O)[O-]
LACLAC,15,[O-][N+](=O)c1cc(C(=O)N)c(c(c1)[N+](=O)[O-])C
LAGGAE,7.5,Oc1ccccc1/C=N/c1ccc(cc1)[N+](=O)[O-]
LAGVEU,15.6,CC(=O)O[C@H]1N([N+](=O)[O-])c2ccccc2C(=O)N1[N+](=O)[O-]
LAGZUR,7.5,O=C(C(C)C)NC1=C([N+](=O)[O-])C(=O)c2c(C1=O)cccc2
LAHCEC,10.7,OC(=O)CNc1ccc(cc1)[N+](=O)[O-]
LAJFAF,8.4,COCCNC(=O)Nc1ccc(cc1)[N+](=O)[O-]
LALQIZ,8.8,CC(=O)C(=NNc1c(C)cccc1[N+](=O)[O-])C(=O)C
LANFIR,8.7,Oc1ccc(c(c1)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-]
LANHIR,5,[O-][N+](=O)c1ccc(cc1)/C=C/c1cc2c(n1C)cccc2
LANLOC,11.1,CC(OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
LANTIF,9.1,C/C(=N\N=C(\c1cccc(c1)[N+](=O)[O-])/C)/c1cccc(c1)[N+](=O)[O-]
LANWUU,10,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
LAPCUC,10.7,O=C(c1cccc(c1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
LAPVAC,19.7,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
LAPVEG,19.1,COc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
LAPVIK,22.6,[O-][N+](=O)c1cc(cc(c1N)[N+](=O)[O-])n1cnnn1
LAPVOQ,13.2,Cc1ccc(cc1n1cnnn1)[N+](=O)[O-]
LAPVUW,27,[O-][N+](=O)Nc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
LAPWAD,22.4,N#[N+]/N=C/1\C(=C/C(=[N+]/2\C=NN=N2)/C=C1[N+](=O)[O-])[N+](=O)[O-]
LAPWEH,17,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cnnn1)C
LAPWIL,18.4,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])n1cnnn1
LAPWOR,27,[O-][N+](=O)c1cc(cc(c1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
LAPWUX,19.7,COc1cc(n2cnnn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
LAPYUY,8,O=C(Nc1ccc(cc1[N+](=O)[O-])C)CCC(=O)O
LAQKIZ,11.5,C[C@@H]([C@H](c1ccc(cc1)[N+](=O)[O-])O)[N+](=O)[O-]
LATWOS,15,O=C(c1c2nonc2c(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)c1ccccc1
LEBGEE,13.2,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
LECVAQ,14,[O-][N+](=O)c1cc(cc2c1N(N=C(O2)c1ccco1)C(=O)c1ccco1)[N+](=O)[O-]
LEDYOK,9.4,COC(=O)CNC(=O)c1ccc(c(c1)[N+](=O)[O-])OC
LEFCEG,11.2,C/C(=C\c1ccccc1[N+](=O)[O-])/[N+](=O)[O-]
LEFHAH,11.7,COc1c(C(=O)N[C@H](C(=O)OC)C)c(OC)c(cc1[N+](=O)[O-])[N+](=O)[O-]
LEFRAP,29.4,[O-][N+](=O)C1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LEFRET,21.3,OC(=O)CCC1(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
LEFZED,6.5,CC(=O)Nc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
LEHNIW,16.3,[O-][N+](=O)c1c[nH]c(=O)n(c1=O)C
LEJKOA,19.4,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1C[C@H]([C@@H]42)C3([N+](=O)[O-])[N+](=O)[O-]
LEKHUE,11.8,[O-][N+](=O)c1nc([nH]c1C)C
LEKLOC,6.4,O=Cc1ccccc1CCNc1ccccc1[N+](=O)[O-]
LEMSAA,7.6,COc1c(OC)cccc1C(=O)Nc1ccc(cc1)[N+](=O)[O-]
LEQTAC,11.3,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
LESLIG,8.2,COC(=O)c1cc(NC(=O)c2ccc(cc2)[N+](=O)[O-])c(cc1O)O
LEVKEE,8.6,CC([C@@H]([N+](=O)[O-])Cc1ccccc1)([N+](=O)[O-])C
LEVNUW,7.5,[O-][N+](=O)c1ccc(cc1)NCc1ccncc1
LEWGEA,8.2,CCN1C(=O)c2c(C1=O)cc(cc2)[N+](=O)[O-]
LEWJUS,13.8,[O-][N+](=O)C[C@]1(O)C(=O)c2cc(ccc2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-]
LEXYUK,8.1,CCOC(=O)c1oc2c(c1N1C(=O)CCC1=O)cc(cc2)[N+](=O)[O-]
LEZNUZ,11.1,O=C1ON=C(/C/1=N/Nc1ccc(cc1)[N+](=O)[O-])C
LEZPEL,8.2,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1)[N+](=O)[O-])c1ccccc1
LIBMUF,8.3,COc1ccc(c(c1)O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/C
LIBXEZ,7.9,[O-][N+](=O)c1ccc2c(c1)cn(n2)c1ccccc1
LIHWEF,8.1,O=C1O[C@H]2CCC[C@@H]2C(=O)N1c1ccc(cc1)[N+](=O)[O-]
LIJKEV,11.2,[O-][N+](=O)c1cn(c(n1)C)c1cccnc1
LIJQEB,5.8,N#C/C(=C\c1c[nH]c2c1cccc2)/c1ccc(cc1)[N+](=O)[O-]
LILJUL,10.4,[O-][N+](=O)c1cc(ccc1/C=C/c1ccc2c(c1)OCO2)[N+](=O)[O-]
LINHUL,11.8,[O-][N+](=O)[C@]12C[C@H]3C[C@@]2(C[C@@H](C1)C3)[N+](=O)[O-]
LINJAT,16.5,[O-][N+](=O)[C@@H]1[C@@H]2C[C@@]3(C[C@H]1C[C@@]3(C2)[N+](=O)[O-])[N+](=O)[O-]
LINVUZ,8.4,COc1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N
LIPRIO,9.3,Cc1ccc(cc1)/[NH+]=C/1\C=CC(=C[N+]1=O)[N+](=O)[O-]
LIPVEN,5.7,[O-][N+](=O)c1cccc(c1)/C=C/c1ccc2c(n1)c(O)ccc2
LIQDEW,8.3,[O-][N+](=O)c1cnc(nc1)NCc1ccccc1
LIQKEC,11.1,O=C(c1n[nH]cn1)N/N=C/c1cccc(c1)[N+](=O)[O-]
LIVWET02,8.2,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
LIXWAS,7.7,COc1ccc(cc1)/C=N/Nc1ccccc1[N+](=O)[O-]
LOBWIJ,9.2,ON1C(=O)c2cc(ccc2CC1(C)C)[N+](=O)[O-]
LOFCEQ,10.1,[O-][N+](=O)c1ccc2c(c1)n(nc2)CCn1ncc2c1cc(cc2)[N+](=O)[O-]
LOFSII,8.7,O=C1/C(=C/Nc2ccc(cc2)[N+](=O)[O-])/C=CC=C1O
LOFSUV,9.3,CCN1C(=O)/C(=N\Nc2ccccc2[N+](=O)[O-])/C(=C(C1=O)C#N)C
LOHGOE,6.4,[O-][N+](=O)c1ccc2c3c1cccc3c(=O)n(c2=O)c1ccccc1
LOJBAN,6.7,CCCNc1ccc(cc1)[N+](=O)[O-]
LOJBER,5.6,CCCCNc1ccc(cc1)[N+](=O)[O-]
LOJBIV,5.1,CCCCCNc1ccc(cc1)[N+](=O)[O-]
LOJKAX,8.5,N#Cc1cccc(c1C)[N+](=O)[O-]
LOLFAT,31.7,[O-][N+](=O)OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LOLFEX,24.5,OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LOLGAV01,7.6,[O-][N+](=O)c1ccccc1n1nnc(c1)c1ccccc1
LOLGUP,7.9,[O-][N+](=O)c1cccc(c1)n1nnc(c1)c1ccccc1
LOLHOK,8.6,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)c1ccccc1
LOLJAX02,26.4,O=C(C(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
LONSAK,8.9,O=C1CCC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
LORJAD,12.6,CCOC(=O)/C(=C/N/N=C\1/N(C)C(=O)N(C(=O)/C1=N\O)C)/[N+](=O)[O-]
LORNAI,7.9,N#CCc1cccc(c1C)[N+](=O)[O-]
LOZZEH,9.4,CN([N+](=O)[O-])CN1C(=O)c2c(C1=O)cccc2
LOZZIL,26,[O-][N+](=O)NCN([N+](=O)[O-])C
LUDFAR,14.3,O=C/C=C/O/C=C/c1noc(c1)[N+](=O)[O-]
LUDGAS,6.3,CN(c1ccc(cc1)C(=O)c1ccc(cc1)[N+](=O)[O-])C
LUFXIV,6.4,CCCCCCc1nnn(c1)c1ccc(cc1)[N+](=O)[O-]
LUHPAF,20.9,[O-][N+](=O)N1CCNC1=O
LULYEW,6.9,O=C1C=CC(=C/C/1=C/NCc1ccccc1)[N+](=O)[O-]
LUTXAB,9.1,CNC1=C(C=C2[C@@H](N1C)Oc1c(C2=O)cccc1)[N+](=O)[O-]
MABPAJ,7.2,O=C1N[C@@H](Nc2c1cccc2)c1ccc(cc1)[N+](=O)[O-]
MABZNA02,6.2,CN(c1ccc(cc1)/C=N/c1ccc(cc1)[N+](=O)[O-])C
MACINA10,8.4,OC(=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])N(C)C
MADKOT,9.5,O[C@@H]([C@H]([N+](=O)[O-])C)c1ccncc1
MADKUZ,8.1,O[C@H](C([N+](=O)[O-])(C)C)c1ccncc1
MAJTIB,12.8,O=C1NC(=O)c2c1cc(cc2)[N+](=O)[O-]
MAMGEM,7.9,[O-][N+](=O)C(=C(c1ccccc1)c1ccccc1)[N+](=O)[O-]
MANXUW,7.1,[O-][N+](=O)c1cc2O[C@@H](CNc2cc1)OCCCC
MAPFOZ,7.6,COc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
MAPFUF,7,CCOc1cccc(c1O)/C=N/c1ccc(cc1)[N+](=O)[O-]
MAPPUQ,18.1,CC(=O)O[C@H]1NC(=C([N+](=O)[O-])[N+](=O)[O-])N[C@@H]1OC(=O)C
MATCUF,9.3,O=c1nc(N(c2ccc(cc2)[N+](=O)[O-])C)n(c(=O)n1C)C
MATDEQ,9,O=c1n(C)c(=Nc2ccc(cc2)[N+](=O)[O-])n(c(=O)n1C)C
MAYKAB,7.9,C#CCN1[C@@H](C[N+](=O)[O-])[C@H]2[C@@H]([C@H]1[C@@H](O)C)OC(O2)(C)C
MAYKEF,6.8,O[C@@H]1CN2C[C@@H]([C@@H]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)[N+](=O)[O-])C
MAYKIJ,9.3,O[C@@H]1CN2C[C@H]3[C@@]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)(C3)[N+](=O)[O-]
MAYKOP,6.5,O[C@@H]1CN2C[C@H]([C@H]([C@@H]2[C@@H]2[C@H]1OC(O2)(C)C)[N+](=O)[O-])C
MAYKUV,7.4,C[C@@H]([C@@H]1[C@H]2OC(O[C@H]2[C@H]2N1C[C@H]1[C@@]2(C1)[N+](=O)[O-])(C)C)O
MAZXEQ,9.6,O=C1[C@H]2C[C@@H](c3c1cc(cc3)[N+](=O)[O-])C(=O)c1c2ccc(c1)[N+](=O)[O-]
MAZZOD,8.2,O=C(Nc1cccc(c1)[N+](=O)[O-])CCC(=O)O
MEDNEQ,20.6,[O-][N+](=O)c1cc2n3c(n[nH]c3=O)COc2c(c1)[N+](=O)[O-]
MEDNIU,13.9,[O-][N+](=O)c1cc2n3c(COc2c(c1)[N+](=O)[O-])nn(c3=O)/C(=C(/O)\C)/C(=O)C
MEGMIV,7.6,O[C@H]1CCN(C1)/C(=N/C(=O)OCc1ccc(cc1)[N+](=O)[O-])/C
MEKRAV,6.8,O=C1NC(=C([C@@H](C1)c1cccc(c1)[N+](=O)[O-])C(=O)C)C
MEMDIS,10,[O-][N+](=O)c1ccc(cc1)C1=CO[C@@H]2O[C@H]1OC=C2c1ccc(cc1)[N+](=O)[O-]
MENBEN,6.2,[O-][N+](=O)c1ccccc1/C=N/c1ccccc1
MENFXN,27.8,[O-][N+](=O)C1=C(C)[N+](=O)O[N-]1
MENOIM,14.6,[O-][N+](=O)c1c[nH]c(n1)C
MENPND10,14.5,COC(=O)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)OC
MENPPO,7.4,O=C1C[C@@H](C(=O)N1C)c1ccccc1[N+](=O)[O-]
MEPFOD,6,CCN(CCN/C=C\1/C=C(C=CC1=O)[N+](=O)[O-])CC
MEPQAA,10.6,[O-][N+](=O)c1ccc(c2c1non2)NCCc1ccccn1
MEQVIO,5.2,CCc1ccc(nc1)CCOc1ccc(cc1)[N+](=O)[O-]
MERMEE,26.7,N#[N+][N-]C1=C([N+](=O)[O-])/C(=N/[N+]#N)/C(=[N+]\2/N=CN=C2)/C(=C1[N+](=O)[O-])[N-][N+]#N
MERMOO,17.6,[O-][N+](=O)c1c(n2cncn2)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
MERVEN,18.2,[O-][N+](=O)c1c(N)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
METNAM01,17.5,CN([N+](=O)[O-])C
MEWLIL,8.4,C=CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
MEWSAK,34.3,[O-][N+](=O)C(CO[N+](=O)[O-])CO[N+](=O)[O-]
MEWTUF,6.7,OC[C@@]1(CN(C[C@@H]1c1ccc(cc1)OC)C)[N+](=O)[O-]
MICMAM,12.2,CCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MICMEQ,10.7,CCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MICMIU,9.6,CCCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MIFWOO,7.7,O=C1Nc2n[nH]c(c2[C@@H](C1)c1ccc(cc1)[N+](=O)[O-])C
MIMPOQ,8.9,[O-][N+](=O)C[C@H]1ON=C(C1)c1ccccc1
MIMYUF,5.1,N#Cc1c(N)nc2c(c1c1ccc(cc1)[N+](=O)[O-])ccc1c2cccc1
MINHAV,28.7,[O-][N+](=O)Nc1nnc2n(n1)cnn2
MINPAB,5.4,Cc1ccc(c(c1)C)/N=C/c1ccccc1[N+](=O)[O-]
MINPEF,5.2,Cc1ccc(c(c1)C)/N=C/c1cccc(c1)[N+](=O)[O-]
MIQNOP,7.6,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@H]1C[C@H]2C[C@@H]1c1c2cccc1
MIYDII,13.4,OC(=O)[C@@H]1CCCN/C(=N/[N+](=O)[O-])/N1
MNABTZ10,8.8,C[n+]1nc([N-]c2ccccc2[N+](=O)[O-])c2c(n1)cccc2
MNETAM01,12.7,CN(/C=C/[N+](=O)[O-])C
MNHCHA,16.9,[O-][N+](=O)[C@@]12C[C@@H]1[C@]1(C[C@H]1C[C@@]2(O)C(=O)O)[N+](=O)[O-]
MNIANL05,10.4,Nc1cccc(c1)[N+](=O)[O-]
MNIMET,12.2,OCCn1c(C)ncc1[N+](=O)[O-]
MNIPZN,7.1,Cc1ccc(c(c1)[N+](=O)[O-])N/N=C/1\C(=O)C=Cc2c1cccc2
MNPMAL01,10.5,O=C(Nc1cccc(c1)[N+](=O)[O-])/C=C\C(=O)O
MNQUON10,11.3,COc1cc([N+](=O)[O-])c2c(c1=O)ccc[nH]2
MOCJUK01,25.8,[O-][N+](=O)c1cc(cc(c1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MODPOL,13.2,[O-][N+](=O)c1cc(ccc1C)c1nnn[nH]1
MOHZEQ,7.4,Cc1ccc(cc1)N/N=C\1/C(=NN(C1=O)c1cccc(c1)[N+](=O)[O-])C
MOKLAA,7,CNC(=O)Oc1cc(ccc1OC(C)C)[N+](=O)[O-]
MOLFID,5.7,O=C1C=CC(=C/C/1=C/NCCN1CCCCC1)[N+](=O)[O-]
MOMHAZ,8.5,[O-][N+](=O)c1ccc(cc1)c1nnn2c1COCc1c2cccc1
MONLAE,6.5,[O-][N+](=O)c1ccc(cc1)/N=C/1\OC(=O)c2c3c1cccc3ccc2
MOPHIK,8.5,O=C(c1cc(cn1C)[N+](=O)[O-])N/N=C/c1ccccc1
MOQNIQ,5.1,[O-][N+](=O)C[C@@H]([C@@]1(N=C(C(=O)O1)C)c1ccccc1)c1ccccc1
