ID,DetoQ(J/g),SMILES,,,,,,,,,,DetoQ
HUFNON,2403,[O-][N+](=O)c1c(C)nn2c1ccc1c2cccc1,,,,,,,,,,2.403
HUFPOP,2008,Cn1c2ccccc2c2c1n1nc(c(c1cc2)[N+](=O)[O-])C,,,,,,,,,,2.008
HUHTAF,2579,O=c1oc(nc2c1cccc2)c1ccccc1[N+](=O)[O-],,,,,,,,,,2.579
HUKTUD,5515,[O-][N+](=O)NCC(CN[N+](=O)[O-])(CN[N+](=O)[O-])CN[N+](=O)[O-],,,,,,,,,,5.515
HUKVAL,5848,[O-][N+](=O)NC(CN[N+](=O)[O-])CN[N+](=O)[O-],,,,,,,,,,5.848
HULJON,2208,[O-][N+](=O)c1ccc(cc1)NN=C1CCCC1,,,,,,,,,,2.208
HUMHEC,3394,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccccc1)\C)[N+](=O)[O-],,,,,,,,,,3.394
HUMSAJ,3135,CC/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/c1ccccc1,,,,,,,,,,3.135
HUTHUB,3378,Cc1ccc(c(c1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])O,,,,,,,,,,3.378
HUYGIT,2305,COc1ccc(cc1)/C(=C/C=C/c1ccc(cc1)[N+](=O)[O-])/C#N,,,,,,,,,,2.305
HUZJAN,5316,[O-][N+](=O)O[C@@H]1[C@H]2C[C@H]3[C@@H]1[C@H]3[C@H]2O[N+](=O)[O-],,,,,,,,,,5.316
IBAMIK,1161,CCCCn1c2ccccc2c2c1ccc(c2)[N+](=O)[O-],,,,,,,,,,1.161
IBIZOJ,3926,N#Cc1ccccc1n1ncc(n1)[N+](=O)[O-],,,,,,,,,,3.926
ICUFIX,3097,[O-][N+](=O)OCCNC(=O)c1ccccn1,,,,,,,,,,3.097
IDEHAD,3281,[O-][N+](=O)c1c(C)cc[nH]c1=O,,,,,,,,,,3.281
IDEHEH,2305,CCOC(=O)Cn1ccc(c(c1=O)[N+](=O)[O-])C,,,,,,,,,,2.305
IDITAR,2451,OC(=O)c1cccc(c1C(=O)N)[N+](=O)[O-],,,,,,,,,,2.451
IDULEZ,2643,CCOC(=O)Cn1cccc(c1=O)[N+](=O)[O-],,,,,,,,,,2.643
IFIFOS,2435,COc1ccccc1/N=C/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.435
IFUVIP,1962,Nc1ccc(cc1)OCCCOc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.962
IGACAV,2458,COc1cc(/N=C/c2cccc(c2)[N+](=O)[O-])ccc1OC,,,,,,,,,,2.458
IGAGON,4946,[O-][N+](=O)c1cc(ccc1/N=N/C([N+](=O)[O-])(C)C)[N+](=O)[O-],,,,,,,,,,4.946
IHOGER,1726,C[C@@H]([C@@H](c1ccccc1)CC#N)OC(=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.726
IJESUL01,2263,N#C/C(=C(\N(C)C)/N=C(/N(C)C)\C)/[N+](=O)[O-],,,,,,,,,,2.263
IJIVEC,4974,[O-][N+](=O)/N=c/1\ccccn1O,,,,,,,,,,4.974
IJIVIG,5134,[O-][N+](=O)Nc1ccc[n+](c1)[O-],,,,,,,,,,5.134
IJUKEE,2585,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(c(c1)[N+](=O)[O-])O,,,,,,,,,,2.585
IJUKII,2587,O=C(c1ccccc1O)N/N=C/c1ccc(c(c1)[N+](=O)[O-])O,,,,,,,,,,2.587
IJUSIQ,3394,OC(COc1ccccc1[N+](=O)[O-])COc1ccccc1[N+](=O)[O-],,,,,,,,,,3.394
IKABUS,2104,[O-][N+](=O)c1ccc(c(c1)c1nc2c([nH]1)cccc2)O,,,,,,,,,,2.104
IKACIH,2138,O=C1OC(C)(C)OC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.138
IKIMIY,5811,CN(c1nc(N([N+](=O)[O-])C)c(nc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.811
IMISAY,6051,[O-][N+](=O)N(CN([N+](=O)[O-])CO[N-][N+](=O)C)CN([N+](=O)[O-])CO[N-][N+](=O)C,,,,,,,,,,6.051
IMIVOP,3237,[O-][N+](=O)/N=C(/n1nc(nc1N)N)\N,,,,,,,,,,3.237
IMIWOQ,3565,NC(=O)NN/C(=N/[N+](=O)[O-])/N,,,,,,,,,,3.565
IMPYRA,2342,Cc1oc(C)cc(=Nc2ccc(cc2)[N+](=O)[O-])c1,,,,,,,,,,2.342
INEZUY,4994,Nn1nc(c(n1)[N+](=O)[O-])N,,,,,,,,,,4.994
INOLUU,2387,[O-][N+](=O)c1nnn(c1c1ccccc1)Cc1ccccc1,,,,,,,,,,2.387
IPOXAZ,3167,CC(N1O[C@@H]1c1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,3.167
IPUPOZ,5892,N#Cc1cc([N+](=O)[O-])c2c(c1)[N+](=O)O[N-]2,,,,,,,,,,5.892
IQOMIL,2834,N#CC(=C1C[C@H](c2ccco2)[C@H]([C@H](C1)c1ccco1)[N+](=O)[O-])C#N,,,,,,,,,,2.834
IQOPIO,2299,N#CC(=C(C[C@H](c1ccccc1)C[N+](=O)[O-])C)C#N,,,,,,,,,,2.299
IQUHUZ,2503,CCOC(=O)Cn1cc2c(n1)cc(cc2)[N+](=O)[O-],,,,,,,,,,2.503
ISACIO,1625,C[C@@H](c1ccccc1)NC(=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.625
ISAJAN,4216,N#[N+][N-]C(=O)c1ccccc1[N+](=O)[O-],,,,,,,,,,4.216
ISAJER,4122,O=C(c1ccc(cc1)[N+](=O)[O-])[N-][N+]#N,,,,,,,,,,4.122
ISAYAC02,4279,Nc1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C,,,,,,,,,,4.279
ISAYEG01,4802,ONc1cc(cc(c1C)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.802
ISICUJ,1617,Cc1cc(ccc1NCc1ccccc1)[N+](=O)[O-],,,,,,,,,,1.617
ISUQES,2809,N#Cc1c(nc(n1c1ccccc1)C)[N+](=O)[O-],,,,,,,,,,2.809
ITASIH,2512,O[C@@H](c1ccccc1[N+](=O)[O-])Nn1c(C)nnc1C,,,,,,,,,,2.512
ITIKAY01,2550,CCOC(=O)/C(=N\Nc1ccc(cc1O)[N+](=O)[O-])/C(=O)C,,,,,,,,,,2.55
ITINAA,5197,N#[N+][N-]CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C[N-][N+]#N,,,,,,,,,,5.197
ITINEE,3646,OC(=O)c1nnn(c1)CC([N+](=O)[O-])([N+](=O)[O-])Cn1nnc(c1)C(=O)O,,,,,,,,,,3.646
IVEQIL,1728,CCOC(=O)C1=N[C@H](O[C@@H]1c1ccc(cc1)[N+](=O)[O-])C(C)C,,,,,,,,,,1.728
IVEREH,2514,[O-][N+](=O)C1=C/C(=C/NCC)/C(=O)C=C1,,,,,,,,,,2.514
IYAWEK,4263,O/N=C(/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C)\C,,,,,,,,,,4.263
IZAREG,3512,CC(=O)O/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.512
IZEQUA,2336,CN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=O)c2c1cccc2,,,,,,,,,,2.336
IZIPUD,3386,Oc1ccc(cc1)/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C,,,,,,,,,,3.386
IZUFIS,2224,[O-][N+](=O)c1cc2ccccc2nc1c1ccccc1,,,,,,,,,,2.224
IZUFUE,2213,CCc1nc2ccccc2cc1[N+](=O)[O-],,,,,,,,,,2.213
JABLUW01,5404,[O-][N+](=O)n1ccc(n1)n1cnnn1,,,,,,,,,,5.404
JABMAD01,5468,[O-][N+](=O)n1ncc(c1)n1cnnn1,,,,,,,,,,5.468
JACYOB,2852,NC(=O)c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.852
JADNIM,1245,O=C1C=CC(=CC1=C1NC(C(N1)(C)C)(C)C)[N+](=O)[O-],,,,,,,,,,1.245
JAHPIR,4394,[O-][N+](=O)c1ccc(o1)/C=N/n1cccn1,,,,,,,,,,4.394
JAJBEB,5752,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]2C([C@H]3[C@H]4C1([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.752
JAKCOO,4026,Cc1ccnc(c1[N+](=O)[O-])/N=N/c1nccc(c1[N+](=O)[O-])C,,,,,,,,,,4.026
JAPKIU,5537,NNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.537
JAPPAR,2744,CCN1CCO[C@@H](O1)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.744
JAPXIK,2176,[O-][N+](=O)c1ccc(cc1)/C=C\C1=NN(CC1)c1ccccc1,,,,,,,,,,2.176
JAPXOQ,2082,[O-][N+](=O)c1ccc(cc1)/C=C/C1=NN(CC1)c1ccccc1,,,,,,,,,,2.082
JAQTOK,2764,[O-][N+](=O)c1ccccc1c1nnc2c(c1)C(=O)c1c2cccc1,,,,,,,,,,2.764
JAQVUV,5586,CCN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.586
JASLEV,4361,CC(=O)NC(=C([N+](=O)[O-])[N+](=O)[O-])N,,,,,,,,,,4.361
JAWKIC,2292,C[C@@]1(CN=NN1c1ccc(cc1)[N+](=O)[O-])c1ccccc1,,,,,,,,,,2.292
JAXTAE,3746,[O-][N+](=O)c1cccc(c1)/C=N/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.746
JAYDET,1849,OC[C@H](Cc1ccccc1)N/C=C\1/C=C(C=CC1=O)[N+](=O)[O-],,,,,,,,,,1.849
JAYGEW,2561,O=C(Nc1ccc(cc1)[N+](=O)[O-])/C=C\C(=O)O,,,,,,,,,,2.561
JAYZOB,2595,O=C(N(c1ccccc1)OC(=O)C)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.595
JECVAO,2978,O[C@@H](Cn1ccnc1[N+](=O)[O-])CN1CC1,,,,,,,,,,2.978
JECVES,2518,[O-][N+](=O)c1nccn1C[C@@H](CN1C[C@@H]1C)O,,,,,,,,,,2.518
JEDSUG,5417,O=C1N(CCN1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.417
JEDXIC,1605,Cc1cc2c(cc1C)nc1n2CCn2c1c(cc2)[N+](=O)[O-],,,,,,,,,,1.605
JEHLAJ,5858,[O-][N+](=O)N1CCN([C@@H]2[C@H]1N([N+](=O)[O-])C(=O)N2[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.858
JEHLEN,5148,CC(=O)O[C@@H]1N([N+](=O)[O-])[C@H]2[C@@H](N1[N+](=O)[O-])N(CCN2[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.148
JEHNUF,2760,O=C(c1ccc(cc1)[N+](=O)[O-])Oc1ccccn1,,,,,,,,,,2.76
JEJZAA,5162,O=[N+]1C=C/C(=[NH+]/[N+](=O)[O-])/C=C1,,,,,,,,,,5.162
JEKHIR,1827,CCOC(=O)[C@H](/C(=C\c1ccc(cc1)N(C)C)/[N+](=O)[O-])O,,,,,,,,,,1.827
JEKQUO,2932,[O-][N+](=O)O[C@@H]1[C@H](Cc2c1cccc2)ON1C(=O)c2c(C1=O)cccc2,,,,,,,,,,2.932
JELTEC,2349,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)Cc1ccccc1,,,,,,,,,,2.349
JEMWII,3466,COc1ccccc1C(=C([N+](=O)[O-])[N+](=O)[O-])c1ccccc1OC,,,,,,,,,,3.466
JENZAG,2554,[O-][N+](=O)c1ccc2c(c1)nc(o2)c1ccccc1,,,,,,,,,,2.554
JEQWEI,2588,[O-][N+](=O)c1ccc(cc1)Cn1nnc2c1cccc2,,,,,,,,,,2.588
JERVUY,4735,[O-][N+](=O)c1c[nH]c(=O)c(c1)[N+](=O)[O-],,,,,,,,,,4.735
JEXLUT,5789,[O-][N+](=O)N1CN(C[C@@H]2[C@H]1CN(CN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.789
JEXMAA,5825,[O-][N+](=O)N1CN(C[C@@H]1[C@H]1CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.825
JEXMEE,5803,[O-][N+](=O)N1CN(C2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.803
JEXMII,5891,[O-][N+](=O)N1CCN([C@@H]2[C@@H]1N(CCN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.891
JIDBIH,1994,[O-][N+](=O)C1(CCCCC1)C1(CCCCC1)[N+](=O)[O-],,,,,,,,,,1.994
JIJROJ,5071,CO[C@@H]1O[C@H](CO[N+](=O)[O-])[C@H]([C@@H]([C@H]1O[N+](=O)[O-])O)O[N+](=O)[O-],,,,,,,,,,5.071
JILKEU,4206,N#C[C@]1([N+](=O)[O-])[C@H]2[C@@H]1[C@@H]1C[C@H]2C=C1,,,,,,,,,,4.206
JINYEK,3632,CN1N=NN(C(/C/1=N/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(C)C)C,,,,,,,,,,3.632
JIPSAF,5785,[O-][N+](=O)c1nonc1Nc1nnc2n(n1)cnn2,,,,,,,,,,5.785
JIRTAG,1690,[O-][N+](=O)c1ccc(cc1)/C=C/n1c2ccccc2c2c1cccc2,,,,,,,,,,1.69
JITLUT,1519,CC(N1CCCO[C@@H]1c1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,1.519
JIZJIL,3100,[O-][N+](=O)c1cnc(n1C)C,,,,,,,,,,3.1
JODHOA,3668,[O-][N+](=O)c1ccc(cc1)n1nnnc1N,,,,,,,,,,3.668
JODSEA,1830,O=C(Cc1ccccc1)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.83
JOFGER,2068,COc1cc2n(cnc2c(c1)[N+](=O)[O-])C(C)C,,,,,,,,,,2.068
JOFGUH,2189,COc1cccc(c1)/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/C,,,,,,,,,,2.189
JOHBUD01,6030,[O-][N+](=O)[C@H]1[C@@H](C21CC2)[N+](=O)[O-],,,,,,,,,,6.03
JOKLIG,1905,CNC1=C([N+](=O)[O-])[C@@H](c2c(O1)[nH]nc2C)c1ccc(cc1)C,,,,,,,,,,1.905
JOKQOR,3053,CC(=O)Nc1ccc(cc1[N+](=O)[O-])c1[nH]nnn1,,,,,,,,,,3.053
JOKTIM,4508,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[C@]2(C(=C1)[N+](=O)[O-])OCc1[n+]2cccc1,,,,,,,,,,4.508
JOLNED,3207,CN(/N=N/c1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,3.207
JOPNAD,5559,[O-][N+](=O)[N-][N@+]12CC[N@+](CC1)(CC2)[N-][N+](=O)[O-],,,,,,,,,,5.559
JOPNUX,2076,[O-][N+](=O)c1ccc2c(c1)NCCOCCNCCO2,,,,,,,,,,2.076
JORBUN,5321,[O-][N+](=O)C(C([N+](=O)[O-])(C)C)([N+](=O)[O-])C,,,,,,,,,,5.321
JORCAU,5045,CCC(C([N+](=O)[O-])(C)C)([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.045
JOTDOL,1963,CCC(=O)N1CN([C@@H]2[C@H]1OCN2[N+](=O)[O-])C(=O)CC,,,,,,,,,,1.963
JOTFED,3714,CC(=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])C(=O)C,,,,,,,,,,3.714
JOWWIB,4250,[O-][N+](=O)c1n[nH]c(n1)N,,,,,,,,,,4.25
JOYRAQ,2209,C=CCn1c(nc2c(c1=O)cccn2)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.209
JUBCOY,4204,[O-][N+](=O)c1cccnc1c1ncccc1[N+](=O)[O-],,,,,,,,,,4.204
JUFKIE,3542,[O-][N+](=O)C1=C[N-][C@]2(C(=C1)[N+](=O)[O-])N(C)C1=CC=CC=CC1=[N+]2C,,,,,,,,,,3.542
JUFLAX,2945,O=C(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Oc1ccc2c3c1C(=O)C=Cc3ccc2,,,,,,,,,,2.945
JULGUS,3232,C/C(=N\N=C(\c1ccccc1[N+](=O)[O-])/C)/c1ccccc1[N+](=O)[O-],,,,,,,,,,3.232
JULHAZ,3208,C/C(=N/N=C(/c1ccccc1[N+](=O)[O-])\C)/c1ccccc1[N+](=O)[O-],,,,,,,,,,3.208
JULHED,3903,[O-][N+](=O)c1ccccc1/C=N/N=C/c1ccccc1[N+](=O)[O-],,,,,,,,,,3.903
JULWAO20,2674,[O-][N+](=O)c1ccc(cc1)/N=N/C1(C)C(=O)c2c(C1=O)cccc2,,,,,,,,,,2.674
JUMFAA,4750,CC(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.75
JUNBEB,5877,[O-][N+](=O)c1nnc2n(c1N)nc(c2[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.877
JUPRIV,5102,[O-][N+](=O)c1cc(cc(c1N(C)C)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.102
JUPROB,5173,CNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.173
JUPSES,5109,COc1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.109
JUTGEK,5765,[O-][N+](=O)CC[N+](=O)[O-],,,,,,,,,,5.765
JUVMIW01,5497,[O-][N+](=O)C1(C[C@H]2C[C@@H]1CC2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.497
JUVMUI,5157,[O-][N+](=O)C1(C[C@@H]2[C@H](C1)CC(C2)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.157
JUVNAP,5510,[O-][N+](=O)C1(CCC(CC1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.51
JUXBOV,3215,CONC(=O)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.215
KABGIF,2289,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1OC(=O)C,,,,,,,,,,2.289
KABNEI,4412,N#Cc1ccc(cc1)/C=C\c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.412
KADZEU,2190,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.19
KADZIY,2190,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.19
KAGDEB,1825,CN/C(=C(/c1ccccc1)\[N+](=O)[O-])/c1ccccc1,,,,,,,,,,1.825
KAHHUY,5391,[O-][N+](=O)c1c(N)[nH]nc1[N+](=O)[O-],,,,,,,,,,5.391
KAHSAP,2287,O=C(c1ccccn1)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.287
KAJFAD,3686,[O-][N+](=O)C1=C/C(=[NH+]\CC)/[N+](=O)C=C1,,,,,,,,,,3.686
KAKNEP,1499,CCc1ccc(nc1)C[C@@H](c1ccc(cc1)[N+](=O)[O-])O,,,,,,,,,,1.499
KAPCAF,1854,[O-][N+](=O)c1ccc2c(c1)c(C)c([nH]2)C,,,,,,,,,,1.854
KARJOC,2181,[O-][N+](=O)c1ccc2c(c1)C(=NCN2)c1ccccc1,,,,,,,,,,2.181
KASBAH,3790,N#CN([N+](=O)[O-])Cc1ccccc1,,,,,,,,,,3.79
KASBEL,5480,N#CN([N+](=O)[O-])CCCCN([N+](=O)[O-])C#N,,,,,,,,,,5.48
KATCIS,2588,O=C(c1ccc(cc1)[N+](=O)[O-])CCn1ncnc1,,,,,,,,,,2.588
KATGAO,2523,O=C(c1ccccc1)N/N=C/c1cc(ccc1O)[N+](=O)[O-],,,,,,,,,,2.523
KATNID,2057,Cc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.057
KAVFUI01,5959,[O-][N+](=O)n1cnc(c1)[N+](=O)[O-],,,,,,,,,,5.959
KAWQAD,2269,COc1ccc(cc1)n1c(C=O)cc(c1c1ccc(cc1)[N+](=O)[O-])C=O,,,,,,,,,,2.269
KAWTOR,2549,OCc1cccc(c1)N(Cc1cccc(c1)[N+](=O)[O-])O,,,,,,,,,,2.549
KAXLOK,1991,COC[C@@H]1CCCN1/C=C(/[N+](=O)[O-])\C,,,,,,,,,,1.991
KAXLOL,5049,[O-][N+](=O)c1cc(C)c(c(c1C)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.049
KAYTUZ,2141,NCCNc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.141
KAYVAH,4469,[O-][N+](=O)c1cc(ccc1n1cccn1)[N+](=O)[O-],,,,,,,,,,4.469
KECTAN,3720,COC(=O)[C@@H]([C@H](C(=O)OC)O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.72
KEDWUO,2157,[O-][N+](=O)c1cc(C(=O)O)c(cc1C(=O)O)N,,,,,,,,,,2.157
KEFJUD,1991,O=C(c1ccccc1)Nc1ccc(cc1C1=NCCO1)[N+](=O)[O-],,,,,,,,,,1.991
KEFLEM06,2046,Nc1ccc(cc1)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.046
KEFTIY,4996,[O-][N+](=O)O[C@H]1[C@H]([N+](=O)[O-])C(=C[C@@H]([C@@]1(C)[N+](=O)[O-])[N+](=O)[O-])C(C)C,,,,,,,,,,4.996
KEFYOK,2489,[O-][N+](=O)c1cccc(c1N)C,,,,,,,,,,2.489
KEJGIP,4185,CCOC(=O)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.185
KEMREZ,3314,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.314
KEMTIF,5505,[O-][N+](=O)N1CN(CC2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.505
KENCEM,1631,CC(=O)NCCc1c[nH]c2c1c(ccc2)[N+](=O)[O-],,,,,,,,,,1.631
KENFUH,6177,[O-][N+](=O)c1nc(n(n1)C([N+](=O)[O-])[N+](=O)[O-])c1nc(nn1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,6.177
KEPDUF,2706,[O-][N+](=O)/N=C/1\NCCN1Cc1noc(c1)c1ccccc1,,,,,,,,,,2.706
KEPFAN,2409,Cc1ccc(cc1)c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-],,,,,,,,,,2.409
KEPFER,2657,COc1ccccc1c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-],,,,,,,,,,2.657
KEPVIK,3457,[O-][N+](=O)c1c(cc2c3c1c1ccccc1c3ccc2)[N+](=O)[O-],,,,,,,,,,3.457
KEQXOV,2673,CCN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(CC)CC)CC,,,,,,,,,,2.673
KETYEO,3697,O=c1cc(C)c2c(o1)cc(c(c2[N+](=O)[O-])O)[N+](=O)[O-],,,,,,,,,,3.697
KEZMEK,2013,Cc1ncc(n1C)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.013
KIBGIO,2399,O=[N+]1C=C(C=C/C/1=[NH+]\C(=O)NC(C)(C)C)[N+](=O)[O-],,,,,,,,,,2.399
KIBGOU,1427,O=C(NC(C)(C)C)Nc1ccc(cn1)[N+](=O)[O-],,,,,,,,,,1.427
KIBMIU,5627,[O-][N+](=O)C(/C(=N/c1nnnn1C)/N)([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.627
KIBSAS01,5473,Nc1onc(n1)c1nonc1[N+](=O)[O-],,,,,,,,,,5.473
KIKKIZ,2393,O=C1N[C@H]([C@H]1Oc1ccccc1)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.393
KIKNEY,3360,NNc1n(C)nc(c1[N+](=O)[O-])C,,,,,,,,,,3.36
KIMQEF,2194,[O-][N+](=O)c1ccc(nc1)Nc1cccc2c1nccc2,,,,,,,,,,2.194
KIRCAP,5261,COC(=O)[C@H]1ON2O[C@H]1c1cc(cc(c1C2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.261
KIRHIC,2551,C#CCCCc1ncc(cn1)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.551
KIRHOI,4192,N#CC(c1ncc(cn1)[N+](=O)[O-])(C#N)CCC#C,,,,,,,,,,4.192
KIWLAG,2687,COC(=O)Nc1ccc(cc1[N+](=O)[O-])OC,,,,,,,,,,2.687
KIZCUT,4262,[O-][N+](=O)NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.262
KOBQOH,2632,CC(C[C@H](C(=O)O)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C,,,,,,,,,,2.632
KOBXOO,3879,[O-][N+](=O)c1c(N)[nH][nH]c1=O,,,,,,,,,,3.879
KODHUG,3819,OC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.819
KODJAO,3872,OC(=O)/C=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.872
KOFDUF,3542,OCCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.542
KOFKAR,5249,[O-][N+](=O)N1CCCN(C1)[N+](=O)[O-],,,,,,,,,,5.249
KOFKEV,4680,[O-][N+](=O)N1CCCCN(C1)[N+](=O)[O-],,,,,,,,,,4.68
KOFKIZ,5688,O=NN1CN(CCN(C1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.688
KOFKUM,3522,[O-][N+](=O)c1ccc(cc1)/C=C\c1cccc(c1)[N+](=O)[O-],,,,,,,,,,3.522
KOHPAY,1591,O=C1CC(C)(C)CC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.591
KOKCOC,3789,[O-][N+](=O)c1cc(cc(c1Oc1ccc2c3c1C(=O)C=Cc3ccc2)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.789
KOLVIS,2731,NC(=O)NNC(=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.731
KOMHAV,4126,[O-][N+](=O)c1c[nH]cn1,,,,,,,,,,4.126
KOTSIV,2897,COc1cc(ccc1N)[N+](=O)[O-],,,,,,,,,,2.897
KOVGIL,4248,CN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(C)C)C,,,,,,,,,,4.248
KOVGUX,3405,[O-][N+](=O)C(=C(Nc1ccccc1)Nc1ccccc1)[N+](=O)[O-],,,,,,,,,,3.405
KOVHAE,4972,[O-][N+](=O)C(=C1NCCN1)[N+](=O)[O-],,,,,,,,,,4.972
