ID,BDE(kJ/mol),smiles
JUPSES,246.9,COc1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
JUTGEK,222.1,[O-][N+](=O)CC[N+](=O)[O-]
JUVMIW01,151.7,[O-][N+](=O)C1(C[C@H]2C[C@@H]1CC2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUVMUI,150.7,[O-][N+](=O)C1(C[C@@H]2[C@H](C1)CC(C2)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUVNAP,156.2,[O-][N+](=O)C1(CCC(CC1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUXBOV,301.9,CONC(=O)Nc1ccc(cc1)[N+](=O)[O-]
KABGIF,308,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1OC(=O)C
KABNEI,231.7,N#Cc1ccc(cc1)/C=C\c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KADZEU,303.1,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-]
KADZIY,303.1,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-]
KAGDEB,263.8,CN/C(=C(/c1ccccc1)\[N+](=O)[O-])/c1ccccc1
KAHHUY,260.1,[O-][N+](=O)c1c(N)[nH]nc1[N+](=O)[O-]
KAHSAP,301.6,O=C(c1ccccn1)Nc1ccc(cc1)[N+](=O)[O-]
KAJFAD,296.6,[O-][N+](=O)C1=C/C(=[NH+]\CC)/[N+](=O)C=C1
KAKNEP,297.1,CCc1ccc(nc1)C[C@@H](c1ccc(cc1)[N+](=O)[O-])O
KAPCAF,306.6,[O-][N+](=O)c1ccc2c(c1)c(C)c([nH]2)C
KARJOC,306.2,[O-][N+](=O)c1ccc2c(c1)C(=NCN2)c1ccccc1
KASBAH,107,N#CN([N+](=O)[O-])Cc1ccccc1
KASBEL,101.9,N#CN([N+](=O)[O-])CCCCN([N+](=O)[O-])C#N
KATCIS,284,O=C(c1ccc(cc1)[N+](=O)[O-])CCn1ncnc1
KATGAO,295.8,O=C(c1ccccc1)N/N=C/c1cc(ccc1O)[N+](=O)[O-]
KATNID,288.3,Cc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-]
KAVFUI01,126.4,[O-][N+](=O)n1cnc(c1)[N+](=O)[O-]
KAWQAD,289,COc1ccc(cc1)n1c(C=O)cc(c1c1ccc(cc1)[N+](=O)[O-])C=O
KAWTOR,291.8,OCc1cccc(c1)N(Cc1cccc(c1)[N+](=O)[O-])O
KAXLOK,311.9,COC[C@@H]1CCCN1/C=C(/[N+](=O)[O-])\C
KAXLOL,228.7,[O-][N+](=O)c1cc(C)c(c(c1C)[N+](=O)[O-])[N+](=O)[O-]
KAYTUZ,312,NCCNc1ccc(cc1)[N+](=O)[O-]
KAYVAH,247.4,[O-][N+](=O)c1cc(ccc1n1cccn1)[N+](=O)[O-]
KECTAN,246.4,COC(=O)[C@@H]([C@H](C(=O)OC)O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEFJUD,300.2,O=C(c1ccccc1)Nc1ccc(cc1C1=NCCO1)[N+](=O)[O-]
KEFLEM06,299.8,Nc1ccc(cc1)c1ccc(cc1)[N+](=O)[O-]
KEFTIY,123.8,[O-][N+](=O)O[C@H]1[C@H]([N+](=O)[O-])C(=C[C@@H]([C@@]1(C)[N+](=O)[O-])[N+](=O)[O-])C(C)C
KEFYOK,313,[O-][N+](=O)c1cccc(c1N)C
KEJGIP,227.7,CCOC(=O)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEMREZ,284,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
KEMTIF,164.8,[O-][N+](=O)N1CN(CC2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KENCEM,279.5,CC(=O)NCCc1c[nH]c2c1c(ccc2)[N+](=O)[O-]
KENFUH,146.3,[O-][N+](=O)c1nc(n(n1)C([N+](=O)[O-])[N+](=O)[O-])c1nc(nn1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEPDUF,201.6,[O-][N+](=O)/N=C/1\NCCN1Cc1noc(c1)c1ccccc1
KEPFAN,202,Cc1ccc(cc1)c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
KEPFER,215,COc1ccccc1c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
KEPVIK,241.9,[O-][N+](=O)c1c(cc2c3c1c1ccccc1c3ccc2)[N+](=O)[O-]
KEQXOV,261.3,CCN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(CC)CC)CC
KETYEO,235.4,O=c1cc(C)c2c(o1)cc(c(c2[N+](=O)[O-])O)[N+](=O)[O-]
KEZMEK,296.5,Cc1ncc(n1C)c1ccc(cc1)[N+](=O)[O-]
KIBGIO,290.5,O=[N+]1C=C(C=C/C/1=[NH+]\C(=O)NC(C)(C)C)[N+](=O)[O-]
KIBGOU,298.1,O=C(NC(C)(C)C)Nc1ccc(cn1)[N+](=O)[O-]
KIBMIU,82.4,[O-][N+](=O)C(/C(=N/c1nnnn1C)/N)([N+](=O)[O-])[N+](=O)[O-]
KIBSAS01,255,Nc1onc(n1)c1nonc1[N+](=O)[O-]
KIKKIZ,291.9,O=C1N[C@H]([C@H]1Oc1ccccc1)c1ccc(cc1)[N+](=O)[O-]
KIKNEY,353.1,NNc1n(C)nc(c1[N+](=O)[O-])C
KIMQEF,304,[O-][N+](=O)c1ccc(nc1)Nc1cccc2c1nccc2
KIRCAP,105,COC(=O)[C@H]1ON2O[C@H]1c1cc(cc(c1C2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KIRHIC,288.6,C#CCCCc1ncc(cn1)c1ccc(cc1)[N+](=O)[O-]
KIRHOI,274.7,N#CC(c1ncc(cn1)[N+](=O)[O-])(C#N)CCC#C
KIWLAG,295.8,COC(=O)Nc1ccc(cc1[N+](=O)[O-])OC
KIZCUT,145,[O-][N+](=O)NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KOBQOH,275.6,CC(C[C@H](C(=O)O)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
KOBXOO,337.3,[O-][N+](=O)c1c(N)[nH][nH]c1=O
KODHUG,277.8,OC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KODJAO,259.1,OC(=O)/C=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
KOFDUF,277.5,OCCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KOFKAR,170.8,[O-][N+](=O)N1CCCN(C1)[N+](=O)[O-]
KOFKEV,162.2,[O-][N+](=O)N1CCCCN(C1)[N+](=O)[O-]
KOFKIZ,170.3,O=NN1CN(CCN(C1)[N+](=O)[O-])[N+](=O)[O-]
KOFKUM,287.3,[O-][N+](=O)c1ccc(cc1)/C=C\c1cccc(c1)[N+](=O)[O-]
KOHPAY,296.2,O=C1CC(C)(C)CC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-]
KOKCOC,226.1,[O-][N+](=O)c1cc(cc(c1Oc1ccc2c3c1C(=O)C=Cc3ccc2)[N+](=O)[O-])[N+](=O)[O-]
KOLVIS,280.3,NC(=O)NNC(=O)c1ccc(cc1)[N+](=O)[O-]
KOMHAV,304.4,[O-][N+](=O)c1c[nH]cn1
KOTSIV,313,COc1cc(ccc1N)[N+](=O)[O-]
KOVGIL,261.9,CN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(C)C)C
KOVGUX,246.4,[O-][N+](=O)C(=C(Nc1ccccc1)Nc1ccccc1)[N+](=O)[O-]
KOVHAE,291.6,[O-][N+](=O)C(=C1NCCN1)[N+](=O)[O-]
KOVHIM,284.7,[O-][N+](=O)C(=C1NCCCCN1)[N+](=O)[O-]
KOWRUJ,104.4,[O-][N+](=O)[C@@H]1C=C[C@@H](c2c1cccc2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUBPAY,103.7,[O-][N+](=O)N1CCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUBPIG,101,[O-][N+](=O)N1CCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUBPOM,70.4,[O-][N+](=O)N1CCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUBPUS,119.5,[O-][N+](=O)N1CCCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUFLUU01,289.6,COc1cccc(c1O)/C=N/c1cccc(c1)[N+](=O)[O-]
KUGSEM,293.7,[O-][N+](=O)c1cccc(c1)c1cc2c(n1c1ccccn1)cccc2
KUGYAM,151.7,[O-][N+](=O)N1CN(CN([C@@H]2[C@H]1N(CN2C(=O)C)C(=O)C)[N+](=O)[O-])[N+](=O)[O-]
KUHCEW,273.3,Cc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
KUHKAB,354.8,N#CC([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
KUHKEF,357.3,CCOC(=O)[C@@H]([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
KUHVUE,274.3,COC(=O)/C(=[N+]\1/N=[n+]2c(=C1C)cccc2)/C=C([N+](=O)[O-])[N+](=O)[O-]
KUNLAG,293.1,O=C(Nc1cc(C)cc(n1)C)Cc1cccc(c1)[N+](=O)[O-]
KUPCIJ,137,[O-][N+](=O)NC(=O)OCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUTKOA,207.7,[O-][N+](=O)/N=C/1\NCN(CN1C)Cc1ccccc1
KUWGOZ,288.4,CC(n1nccc1c1ccc(cc1)[N+](=O)[O-])(C)C
KUZBAJ,297.9,CCOC(=O)/C(=C/c1cc(ccc1N1CCCC1)[N+](=O)[O-])/C#N
KUZJUL,288.9,[O-][N+](=O)c1cccc(c1)/C=N/c1onc(c1C)C
KUZVUX02,308.8,[O-][N+](=O)c1cn(c(n1)C)CC(=O)OCC
LABJON01,300.2,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-]
LABLOP,323.4,Cn1cnc(c1NCc1ccccc1)[N+](=O)[O-]
LACLAC,257.5,[O-][N+](=O)c1cc(C(=O)N)c(c(c1)[N+](=O)[O-])C
LAGGAE,301.3,Oc1ccccc1/C=N/c1ccc(cc1)[N+](=O)[O-]
LAGVEU,99.3,CC(=O)O[C@H]1N([N+](=O)[O-])c2ccccc2C(=O)N1[N+](=O)[O-]
LAGZUR,230.4,O=C(C(C)C)NC1=C([N+](=O)[O-])C(=O)c2c(C1=O)cccc2
LAHCEC,310.2,OC(=O)CNc1ccc(cc1)[N+](=O)[O-]
LAJFAF,304.6,COCCNC(=O)Nc1ccc(cc1)[N+](=O)[O-]
LALQIZ,260.1,CC(=O)C(=NNc1c(C)cccc1[N+](=O)[O-])C(=O)C
LANFIR,285.3,Oc1ccc(c(c1)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-]
LANHIR,298.8,[O-][N+](=O)c1ccc(cc1)/C=C/c1cc2c(n1C)cccc2
LANLOC,277.6,CC(OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
LANTIF,289.6,C/C(=N\N=C(\c1cccc(c1)[N+](=O)[O-])/C)/c1cccc(c1)[N+](=O)[O-]
LANWUU,285.4,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
LAPCUC,287.8,O=C(c1cccc(c1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
LAPVAC,237.7,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
LAPVEG,239.1,COc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
LAPVIK,283.4,[O-][N+](=O)c1cc(cc(c1N)[N+](=O)[O-])n1cnnn1
LAPVOQ,287.5,Cc1ccc(cc1n1cnnn1)[N+](=O)[O-]
LAPVUW,127.7,[O-][N+](=O)Nc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
LAPWAD,243.9,N#[N+]/N=C/1\C(=C/C(=[N+]/2\C=NN=N2)/C=C1[N+](=O)[O-])[N+](=O)[O-]
LAPWEH,250.8,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cnnn1)C
LAPWIL,249.6,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])n1cnnn1
LAPWOR,216.3,[O-][N+](=O)c1cc(cc(c1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
LAPWUX,252.2,COc1cc(n2cnnn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
LAPYUY,300.1,O=C(Nc1ccc(cc1[N+](=O)[O-])C)CCC(=O)O
LAQKIZ,222.7,C[C@@H]([C@H](c1ccc(cc1)[N+](=O)[O-])O)[N+](=O)[O-]
LATWOS,251.1,O=C(c1c2nonc2c(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)c1ccccc1
LEBGEE,298.8,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
LECVAQ,231,[O-][N+](=O)c1cc(cc2c1N(N=C(O2)c1ccco1)C(=O)c1ccco1)[N+](=O)[O-]
LEDYOK,273.3,COC(=O)CNC(=O)c1ccc(c(c1)[N+](=O)[O-])OC
LEFCEG,269.3,C/C(=C\c1ccccc1[N+](=O)[O-])/[N+](=O)[O-]
LEFHAH,241,COc1c(C(=O)N[C@H](C(=O)OC)C)c(OC)c(cc1[N+](=O)[O-])[N+](=O)[O-]
LEFRAP,160.6,[O-][N+](=O)C1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LEFRET,158.2,OC(=O)CCC1(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
LEFZED,300.8,CC(=O)Nc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
LEHNIW,284.2,[O-][N+](=O)c1c[nH]c(=O)n(c1=O)C
LEJKOA,137.7,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1C[C@H]([C@@H]42)C3([N+](=O)[O-])[N+](=O)[O-]
LEKHUE,314.6,[O-][N+](=O)c1nc([nH]c1C)C
LEKLOC,309.4,O=Cc1ccccc1CCNc1ccccc1[N+](=O)[O-]
LEMSAA,303.5,COc1c(OC)cccc1C(=O)Nc1ccc(cc1)[N+](=O)[O-]
LEQTAC,302,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
LESLIG,289,COC(=O)c1cc(NC(=O)c2ccc(cc2)[N+](=O)[O-])c(cc1O)O
LEVKEE,184.9,CC([C@@H]([N+](=O)[O-])Cc1ccccc1)([N+](=O)[O-])C
LEVNUW,309.1,[O-][N+](=O)c1ccc(cc1)NCc1ccncc1
LEWGEA,281,CCN1C(=O)c2c(C1=O)cc(cc2)[N+](=O)[O-]
LEWJUS,216.1,[O-][N+](=O)C[C@]1(O)C(=O)c2cc(ccc2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-]
LEXYUK,290.1,CCOC(=O)c1oc2c(c1N1C(=O)CCC1=O)cc(cc2)[N+](=O)[O-]
LEZNUZ,294.1,O=C1ON=C(/C/1=N/Nc1ccc(cc1)[N+](=O)[O-])C
LEZPEL,296.6,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1)[N+](=O)[O-])c1ccccc1
LIBMUF,287.2,COc1ccc(c(c1)O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/C
LIBXEZ,299.2,[O-][N+](=O)c1ccc2c(c1)cn(n2)c1ccccc1
LIHWEF,291.4,O=C1O[C@H]2CCC[C@@H]2C(=O)N1c1ccc(cc1)[N+](=O)[O-]
LIJKEV,304.6,[O-][N+](=O)c1cn(c(n1)C)c1cccnc1
LIJQEB,295.9,N#C/C(=C\c1c[nH]c2c1cccc2)/c1ccc(cc1)[N+](=O)[O-]
LILJUL,265.7,[O-][N+](=O)c1cc(ccc1/C=C/c1ccc2c(c1)OCO2)[N+](=O)[O-]
LINHUL,242.8,[O-][N+](=O)[C@]12C[C@H]3C[C@@]2(C[C@@H](C1)C3)[N+](=O)[O-]
LINJAT,222,[O-][N+](=O)[C@@H]1[C@@H]2C[C@@]3(C[C@H]1C[C@@]3(C2)[N+](=O)[O-])[N+](=O)[O-]
LINVUZ,229.4,COc1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N
LIPRIO,296.7,Cc1ccc(cc1)/[NH+]=C/1\C=CC(=C[N+]1=O)[N+](=O)[O-]
LIPVEN,290.7,[O-][N+](=O)c1cccc(c1)/C=C/c1ccc2c(n1)c(O)ccc2
LIQDEW,304.7,[O-][N+](=O)c1cnc(nc1)NCc1ccccc1
LIQKEC,287.3,O=C(c1n[nH]cn1)N/N=C/c1cccc(c1)[N+](=O)[O-]
LIVWET02,292.1,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
LIXWAS,311.3,COc1ccc(cc1)/C=N/Nc1ccccc1[N+](=O)[O-]
LOBWIJ,289,ON1C(=O)c2cc(ccc2CC1(C)C)[N+](=O)[O-]
LOFCEQ,291.8,[O-][N+](=O)c1ccc2c(c1)n(nc2)CCn1ncc2c1cc(cc2)[N+](=O)[O-]
LOFSII,292.8,O=C1/C(=C/Nc2ccc(cc2)[N+](=O)[O-])/C=CC=C1O
LOFSUV,279.8,CCN1C(=O)/C(=N\Nc2ccccc2[N+](=O)[O-])/C(=C(C1=O)C#N)C
LOHGOE,267.4,[O-][N+](=O)c1ccc2c3c1cccc3c(=O)n(c2=O)c1ccccc1
LOJBAN,313.2,CCCNc1ccc(cc1)[N+](=O)[O-]
LOJBER,313.6,CCCCNc1ccc(cc1)[N+](=O)[O-]
LOJBIV,313.6,CCCCCNc1ccc(cc1)[N+](=O)[O-]
LOJKAX,268.8,N#Cc1cccc(c1C)[N+](=O)[O-]
LOLFAT,139.6,[O-][N+](=O)OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LOLFEX,168.1,OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LOLGAV01,257.9,[O-][N+](=O)c1ccccc1n1nnc(c1)c1ccccc1
LOLGUP,287.5,[O-][N+](=O)c1cccc(c1)n1nnc(c1)c1ccccc1
LOLHOK,291,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)c1ccccc1
LOLJAX02,171.3,O=C(C(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
LONSAK,283.7,O=C1CCC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
LORJAD,285.4,CCOC(=O)/C(=C/N/N=C\1/N(C)C(=O)N(C(=O)/C1=N\O)C)/[N+](=O)[O-]
LORNAI,270,N#CCc1cccc(c1C)[N+](=O)[O-]
LOZZEH,169,CN([N+](=O)[O-])CN1C(=O)c2c(C1=O)cccc2
LOZZIL,177.1,[O-][N+](=O)NCN([N+](=O)[O-])C
LUDFAR,274.6,O=C/C=C/O/C=C/c1noc(c1)[N+](=O)[O-]
LUDGAS,291.4,CN(c1ccc(cc1)C(=O)c1ccc(cc1)[N+](=O)[O-])C
LUFXIV,292.2,CCCCCCc1nnn(c1)c1ccc(cc1)[N+](=O)[O-]
LUHPAF,158.2,[O-][N+](=O)N1CCNC1=O
LULYEW,313.4,O=C1C=CC(=C/C/1=C/NCc1ccccc1)[N+](=O)[O-]
LUTXAB,328.8,CNC1=C(C=C2[C@@H](N1C)Oc1c(C2=O)cccc1)[N+](=O)[O-]
MABPAJ,288,O=C1N[C@@H](Nc2c1cccc2)c1ccc(cc1)[N+](=O)[O-]
MABZNA02,303.5,CN(c1ccc(cc1)/C=N/c1ccc(cc1)[N+](=O)[O-])C
MACINA10,256.7,OC(=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])N(C)C
MADKOT,225,O[C@@H]([C@H]([N+](=O)[O-])C)c1ccncc1
MADKUZ,213.4,O[C@H](C([N+](=O)[O-])(C)C)c1ccncc1
MAJTIB,279.7,O=C1NC(=O)c2c1cc(cc2)[N+](=O)[O-]
MAMGEM,225.3,[O-][N+](=O)C(=C(c1ccccc1)c1ccccc1)[N+](=O)[O-]
MANXUW,310.5,[O-][N+](=O)c1cc2O[C@@H](CNc2cc1)OCCCC
MAPFOZ,296.7,COc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
MAPFUF,296.9,CCOc1cccc(c1O)/C=N/c1ccc(cc1)[N+](=O)[O-]
MAPPUQ,285,CC(=O)O[C@H]1NC(=C([N+](=O)[O-])[N+](=O)[O-])N[C@@H]1OC(=O)C
MATCUF,289.8,O=c1nc(N(c2ccc(cc2)[N+](=O)[O-])C)n(c(=O)n1C)C
MATDEQ,302.2,O=c1n(C)c(=Nc2ccc(cc2)[N+](=O)[O-])n(c(=O)n1C)C
MAYKEF,220.3,O[C@@H]1CN2C[C@@H]([C@@H]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)[N+](=O)[O-])C
MAYKIJ,266.2,O[C@@H]1CN2C[C@H]3[C@@]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)(C3)[N+](=O)[O-]
MAYKOP,218.7,O[C@@H]1CN2C[C@H]([C@H]([C@@H]2[C@@H]2[C@H]1OC(O2)(C)C)[N+](=O)[O-])C
MAYKUV,276.4,C[C@@H]([C@@H]1[C@H]2OC(O[C@H]2[C@H]2N1C[C@H]1[C@@]2(C1)[N+](=O)[O-])(C)C)O
MAZXEQ,283.9,O=C1[C@H]2C[C@@H](c3c1cc(cc3)[N+](=O)[O-])C(=O)c1c2ccc(c1)[N+](=O)[O-]
MAZZOD,290.6,O=C(Nc1cccc(c1)[N+](=O)[O-])CCC(=O)O
MEDNEQ,262.1,[O-][N+](=O)c1cc2n3c(n[nH]c3=O)COc2c(c1)[N+](=O)[O-]
MEDNIU,261.1,[O-][N+](=O)c1cc2n3c(COc2c(c1)[N+](=O)[O-])nn(c3=O)/C(=C(/O)\C)/C(=O)C
MEGMIV,295.3,O[C@H]1CCN(C1)/C(=N/C(=O)OCc1ccc(cc1)[N+](=O)[O-])/C
MEKRAV,290.5,O=C1NC(=C([C@@H](C1)c1cccc(c1)[N+](=O)[O-])C(=O)C)C
MEMDIS,294.3,[O-][N+](=O)c1ccc(cc1)C1=CO[C@@H]2O[C@H]1OC=C2c1ccc(cc1)[N+](=O)[O-]
MENBEN,270.3,[O-][N+](=O)c1ccccc1/C=N/c1ccccc1
MENFXN,262.4,[O-][N+](=O)C1=C(C)[N+](=O)O[N-]1
MENOIM,308.1,[O-][N+](=O)c1c[nH]c(n1)C
MENPND10,278.9,COC(=O)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)OC
MENPPO,272.2,O=C1C[C@@H](C(=O)N1C)c1ccccc1[N+](=O)[O-]
MEPFOD,315.8,CCN(CCN/C=C\1/C=C(C=CC1=O)[N+](=O)[O-])CC
MEPQAA,301.6,[O-][N+](=O)c1ccc(c2c1non2)NCCc1ccccn1
MEQVIO,305.8,CCc1ccc(nc1)CCOc1ccc(cc1)[N+](=O)[O-]
MERMEE,236.2,N#[N+][N-]C1=C([N+](=O)[O-])/C(=N/[N+]#N)/C(=[N+]\2/N=CN=C2)/C(=C1[N+](=O)[O-])[N-][N+]#N
MERMOO,270.9,[O-][N+](=O)c1c(n2cncn2)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
MERVEN,317.9,[O-][N+](=O)c1c(N)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
METNAM01,178.3,CN([N+](=O)[O-])C
MEWLIL,301.1,C=CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
MEWSAK,144.6,[O-][N+](=O)C(CO[N+](=O)[O-])CO[N+](=O)[O-]
MEWTUF,207.5,OC[C@@]1(CN(C[C@@H]1c1ccc(cc1)OC)C)[N+](=O)[O-]
MICMAM,299.7,CCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MICMEQ,300,CCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MICMIU,298.6,CCCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MIFWOO,294.4,O=C1Nc2n[nH]c(c2[C@@H](C1)c1ccc(cc1)[N+](=O)[O-])C
MIMPOQ,225.5,[O-][N+](=O)C[C@H]1ON=C(C1)c1ccccc1
MIMYUF,289.3,N#Cc1c(N)nc2c(c1c1ccc(cc1)[N+](=O)[O-])ccc1c2cccc1
MINHAV,126.5,[O-][N+](=O)Nc1nnc2n(n1)cnn2
MINPAB,273.9,Cc1ccc(c(c1)C)/N=C/c1ccccc1[N+](=O)[O-]
MINPEF,291,Cc1ccc(c(c1)C)/N=C/c1cccc(c1)[N+](=O)[O-]
MIQNOP,278.1,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@H]1C[C@H]2C[C@@H]1c1c2cccc1
MIYDII,192.7,OC(=O)[C@@H]1CCCN/C(=N/[N+](=O)[O-])/N1
MNABTZ10,279.6,C[n+]1nc([N-]c2ccccc2[N+](=O)[O-])c2c(n1)cccc2
MNETAM01,324.2,CN(/C=C/[N+](=O)[O-])C
MNHCHA,255.6,[O-][N+](=O)[C@@]12C[C@@H]1[C@]1(C[C@H]1C[C@@]2(O)C(=O)O)[N+](=O)[O-]
MNIANL05,294.7,Nc1cccc(c1)[N+](=O)[O-]
MNIMET,318.5,OCCn1c(C)ncc1[N+](=O)[O-]
MNIPZN,279,Cc1ccc(c(c1)[N+](=O)[O-])N/N=C/1\C(=O)C=Cc2c1cccc2
MNPMAL01,283,O=C(Nc1cccc(c1)[N+](=O)[O-])/C=C\C(=O)O
MNQUON10,360.9,COc1cc([N+](=O)[O-])c2c(c1=O)ccc[nH]2
MOCJUK01,255.2,[O-][N+](=O)c1cc(cc(c1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MODPOL,277.1,[O-][N+](=O)c1cc(ccc1C)c1nnn[nH]1
MOHZEQ,294.8,Cc1ccc(cc1)N/N=C\1/C(=NN(C1=O)c1cccc(c1)[N+](=O)[O-])C
MOKLAA,303.1,CNC(=O)Oc1cc(ccc1OC(C)C)[N+](=O)[O-]
MOLFID,316.5,O=C1C=CC(=C/C/1=C/NCCN1CCCCC1)[N+](=O)[O-]
MOMHAZ,294.3,[O-][N+](=O)c1ccc(cc1)c1nnn2c1COCc1c2cccc1
MONLAE,296.9,[O-][N+](=O)c1ccc(cc1)/N=C/1\OC(=O)c2c3c1cccc3ccc2
MOPHIK,323.4,O=C(c1cc(cn1C)[N+](=O)[O-])N/N=C/c1ccccc1
MOQNIQ,227.9,[O-][N+](=O)C[C@@H]([C@@]1(N=C(C(=O)O1)C)c1ccccc1)c1ccccc1
MOSLUC,305.5,COc1ccc(cc1)/N=C/c1cc(ccc1O)[N+](=O)[O-]
MOTJOU,119.1,COc1ccc(cc1)N([N+](=O)[O-])C
MOZLUJ,252,CCCNC(=O)c1ccccc1[N+](=O)[O-]
MTNANL,113.6,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MTNOAN10,242.1,CC(=O)N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C
