ID,DetoV(L/kg),SMILES
XAZFIO,730,O=C1CO[C@@]2([C@@]1(C)CCC2)Nc1ccc(cc1)[N+](=O)[O-]
XAZQAR,754,[O-][N+](=O)c1ccc2c(c1)NCCC2
XEBHET,778,CC([N-][N+](=O)c1nonc1N[N+](=O)[O-])(C)C
XEBKEW,500,Cc1cccc(c1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XEDTAC,882,CC[C@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
XEKLOR,641,[O-][N+](=O)c1ccccc1CN1CN1Cc1ccccc1[N+](=O)[O-]
XEKWIW,477,O=C=Nc1ccc(cc1)[N+](=O)[O-]
XENCAV,599,C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XENGAZ,635,COc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
XENJOQ,662,CC1=C(C(=O)C)[C@H](C(=C(N1)C)C(=O)C)c1ccc(o1)[N+](=O)[O-]
XERGUW,546,O=C1[C@@H]2[C@@H]([C@@H]2[N+](=O)[O-])C(=O)N1Cc1ccccc1
XETJIR,570,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1nncc1
XETJOX,570,COc1cc(n2nncc2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
XETJUD,570,COc1ccc(c(c1[N+](=O)[O-])n1nncc1)[N+](=O)[O-]
XETKAK,562,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])Cn1nncc1
XETKIS,562,[O-][N+](=O)c1cc(ccc1Cn1nncc1)[N+](=O)[O-]
XETYUS,768,CCc1nn(c(n1)N)c1ccccc1[N+](=O)[O-]
XEXYII,753,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XEXYOO,753,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XICKUQ,535,Cc1ccc(cc1)/C=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XICLAX,762,NC(=O)[C@@H]1CCCN1c1ccc(cc1)[N+](=O)[O-]
XIDGIB,902,CON([C@H]1CCCC[C@H]1N(C=O)OC)/C=C/[N+](=O)[O-]
XIDKAX,584,COc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-]
XIDKIF,680,CC(Oc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-])C
XIDPEF,652,CC(=O)N1CCc2c1ccc(c2)[N+](=O)[O-]
XIDXEQ,670,[O-][N+](=O)C1=[N+](C)C=N/C/1=C\[N+]#N
XIFFEX,708,[O-][N+](=O)c1nn(C)c(=O)c2c1N(CCCO2)Cc1ccccc1
XIKXUM,642,[O-][N+](=O)/C(=C\c1nc2c(n1C)cccc2)/c1ccccc1
XINFAE,594,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1O)[N+](=O)[O-])c1ccccc1
XIQYAY,513,N#Cc1c(cc(c(c1N)[N+](=O)[O-])c1ccccc1)c1ccco1
XIRQUM,545,COC(=O)[C@H]1[C@@H](ON=C1c1ccc(cc1)[N+](=O)[O-])C(=O)OC
XISKAM,610,[O-][N+](=O)c1ccc(cc1)OCn1ncnc1
XIVJES,615,COC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
XIWHOA,1008,CCCN(c1ccc(cc1)[N+](=O)[O-])CCC
XIXKUK,802,C[C@@H]1CCC[C@@H](N1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XIZSAD,817,C/C(=N/Nc1n(C)nc(c1[N+](=O)[O-])C)/c1ccccn1
XOJMIT01,681,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc[nH]1
XOKKOY,576,COc1ccc(c(c1)O)/C=N/c1cccc(c1)[N+](=O)[O-]
XOLRUN,589,[O-][N+](=O)c1ccc(cc1)[C@@H]1Nc2ccccc2c2n1c1ccccc1n2
XOYYOA,703,[O-][N+](=O)c1ccc2c(c1)nn(c2C)C
XOZZAP,609,[O-][N+](=O)c1ccc(cc1)CO/N=C/c1ccccn1
XUBRES,564,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])OC(=O)C
XUCJEM,705,[O-][N+](=O)c1cn(cn1)C
XUGNIW,609,COc1ccc(cc1)/N=N/c1ccc(cc1)[N+](=O)[O-]
XUMRIH,641,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/Cc1ccccc1
XUMRON,641,[O-][N+](=O)c1cc(ccc1N/N=C/[C@H](c1ccccc1)C)[N+](=O)[O-]
XUMRUT,641,Cc1ccc(cc1)C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XUWCEX,497,[O-][N+](=O)c1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
YACLOD,483,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1n1c(=O)oc3c1cccc3)[N+](=O)O[N-]2
YAGTIL,568,COc1ccc(c(c1)O)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
YAHDIW,687,[O-][N+](=O)c1cccc(c1)NCc1ccccc1
YAHJOH,567,[O-][N+](=O)c1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C
YAHJUN,585,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])C)[N+](=O)[O-]
YAHQUV,584,Cc1ccc(cc1)Oc1ccc(cn1)[N+](=O)[O-]
YAHREG,505,[O-][N+](=O)c1ccc(nc1)Oc1ccc2c(c1)cccc2
YALQEK,782,Cn1nc(c(n1)[N+](=O)[O-])N
YATCOL,533,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@]1(C)C=C[C@@H]2O[C@H]1OC2
YAWCEG01,450,N#CC(=Cc1ccc(cc1)[N+](=O)[O-])C#N
YAWHUB,694,COc1ccc(cc1)NCc1ccc(cc1)[N+](=O)[O-]
YAYCIM,753,[O-][N+](=O)c1ccc(cc1)N1CCOCC1
YAYDIN,516,C#CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
YEFFAR,566,COc1ccc(cc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YEFNON,781,O=C(Cn1cc(nc1C)[N+](=O)[O-])N/N=C(/c1ccc(cc1)C)\C
YEJCOH,639,COC(=O)c1ccc(c(c1)[N+](=O)[O-])NC
YEJNAC01,552,Oc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
YEJVIU,735,N#[N+][N-][C@@H]1O[C@@H]([C@@H]2[C@H]1OC(O2)(C)C)[C@@H](C[N+](=O)[O-])O
YEKQAG01,673,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=N1)[N+](=O)[O-]
YELPUD,501,CCOC(=O)C(=O)c1cnoc1c1ccc(cc1)[N+](=O)[O-]
YELQAK,501,CCOC(=O)c1oncc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YELQEO,501,CCOC(=O)c1nocc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YEYMAR,618,O/N=C(/c1ccc(cc1)[N+](=O)[O-])\N
YIBZUF,612,Cc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
YICNAA,581,[O-][N+](=O)c1ccc(cc1)n1nnnc1n1nnc2c1cccc2
YIDLEC01,533,[O-][N+](=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])O
YIDPIM,473,O=Cc1ccccc1[N+]1=Nc2c([N+]1=O)cc(cc2)[N+](=O)[O-]
YIFMIK,705,COc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]
YIFRAH,593,[O-][N+](=O)c1ccccc1/C=C/C=N/c1cccc2c1cccc2
YIJPIQ,671,OC[C@H]1O[C@@H](Nc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O)O
YIKBUP,692,O[C@@H]1[C@@H](O)OCC1([N+](=O)[O-])[N+](=O)[O-]
YIKCIE,713,COc1ccc(cc1)N(c1c([N+](=O)[O-])c(C)nc2n1ncn2)C
YIKCIH,612,Oc1ccc(cc1/C=N/c1ccccc1C)[N+](=O)[O-]
YILNOY,669,[O-][N+](=O)C1=CNc2n([C@@H]1O)nnn2
YILPEQ,746,[O-][N+](=O)c1cnc(nc1)N1CCOCC1
YIMPOB,653,[O-][N+](=O)C1=C/C(=C/NC[C@@H](CO)O)/C(=O)C=C1
YIMWOI,422,N#CC(=Cc1ccc(o1)c1cccc(c1)[N+](=O)[O-])C#N
YIQZAA,799,[O-][N+](=O)/N=C/1\NCCN1Cc1cccc(c1OC)OC
YIRSIC,520,O=C1C=CC(=C/C/1=C/Nc1ccccc1O)[N+](=O)[O-]
YISYOO,658,N#CC1=C(N)C(=C(C[C@@H]1c1ccccc1[N+](=O)[O-])C1CC1)C#N
YITJUG,593,CCOC(=O)C1=C(C)NC(=O)/C/1=C\c1ccc(cc1)[N+](=O)[O-]
YIXNUP,632,[O-][N+](=O)c1cc2c(cc1)ncn2C
YODFUT01,799,CCCNc1ccc(cc1[N+](=O)[O-])C(=O)OCC
YODHUV,1035,CN1CN/C(=N\[N+](=O)[O-])/N(C1)C
YODMOT,652,O=[N+]1COCC(/C/1=[O+]\C(=O)C)([N+](=O)[O-])[N+](=O)[O-]
YOHLIS,523,CC(=O)/C(=C/c1ccccc1)/COc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YOKJOY,584,Cc1nn(c(c1)C)c1nnc(nn1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
YOPREA,484,O=c1oc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
YORYEJ,727,O=CNCC([N+](=O)[O-])([N+](=O)[O-])C
YOVJUP,731,[O-][N+](=O)c1c(C)ccnc1N
YOWLUS,694,CCNc1nc(OC)nc(=C([N+](=O)[O-])[N+](=O)[O-])[nH]1
YUGBEH,709,C[C@H]([C@H](c1ccccc1)O)/N=C/c1ccc(cc1)[N+](=O)[O-]
YUJGIT02,650,[O-][N+](=O)c1ccc(cc1)/C=N/Nc1ccccc1
YUNJOG,642,OCC#CC#CCNc1ccc(cc1C)[N+](=O)[O-]
YUNXOU,576,[O-][N+](=O)c1ccc(cc1)CCc1ccc(cc1)[N+](=O)[O-]
YUPZIT,538,C/C(=C\c1cccc(c1)[N+](=O)[O-])/[N+](=O)[O-]
YUQFEX,557,O[C@H](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ncccn1
YUQMAZ,520,Oc1ccc(cc1C(=O)Nc1ccccc1)[N+](=O)[O-]
YUYCOK,574,[O-][N+](=O)c1ccc(o1)/C=N/O
YUYLEJ,533,COC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
YUYQEP,948,CN(C(=Nc1ccc(cc1)[N+](=O)[O-])N(C)C)C
YUYSIU,622,[O-][N+](=O)c1cn(c(n1)c1ncc(n1C)[N+](=O)[O-])C
ZACNEZ,595,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])NC(=O)C
ZAKWIU,568,COC(=O)C1=C(C)OC(=C([C@H]1c1ccccc1[N+](=O)[O-])C#N)N
ZAMVEO,675,O=C1CCCC(=C1)Nc1cccc(c1)[N+](=O)[O-]
ZAMWEP,661,[O-][N+](=O)c1cn(c(n1)C)c1ccccc1
ZAMWIT,722,Cc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
ZAPDUR,630,Nc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAPKOS,550,Oc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAYRIA,559,CC(=O)Nc1c(O)cc(cc1[N+](=O)[O-])C(=O)O
ZEHJUR,618,C/C(=N\N=C(\c1ccc(cc1)[N+](=O)[O-])/C)/c1ccc(cc1)[N+](=O)[O-]
ZEJTUD,788,CN(c1ccc(cc1)/C=N/Nc1ccc(cc1)[N+](=O)[O-])C
ZEJWUJ,567,CCOC(=O)/C(=C/1\c2ccccc2N(C1=O)C)/[N+](=O)[O-]
ZELPAK,612,CCOc1cccc(c1O)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
ZELQOW,739,[O-][N+](=O)C1=C(N)N=[N+]([N+]1=O)C
ZENXOF,645,CCOC(=O)Nc1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
ZERJIR,746,N/C(=N/[N+](=O)[O-])/Nc1ccccc1
ZEVQUM,723,[O-][N+](=O)C1CN(C1)[N+](=O)[O-]
ZEZDAL,581,COc1c(cc(cc1[N+](=O)[O-])Cn1ccnn1)[N+](=O)[O-]
ZIFCEW,719,COc1ccc(cc1)/C(=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C)/C
ZIFLOS01,617,[O-][N+](=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1
ZIKKUZ,545,[O-][N+](=O)c1ccc(c(c1C(=O)C)[N+](=O)[O-])O
ZILNOX,705,CC(C([N+](=O)[O-])([N+](=O)[O-])C)([N+](=O)[O-])[N+](=O)[O-]
ZITHUH,562,COn1c(=O)[nH]c2c1cc(cc2)[N+](=O)[O-]
ZIVBUB,538,O=C1Oc2ccc(cc2CN1C)[N+](=O)[O-]
ZIVCAI,639,CN(C(=O)Oc1ccc(cc1)[N+](=O)[O-])C
ZIXTOS,576,O=C(c1ccc(cc1)[N+](=O)[O-])/N=C\1/OC[C@@H](N1)c1ccccc1
ZIXZOX,603,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
ZIYBAM,738,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccc(cc1)C
ZIZCES,582,N#Cc1c(=O)[nH]c(c(c1c1cccc(c1)[N+](=O)[O-])C)C
ZIZRAD01,645,[O-][N+](=O)c1nn(c(c1[N+](=O)[O-])[N+](=O)[O-])C
ZOFTAP,487,N#C/C(=C\c1ccc(o1)[N+](=O)[O-])/C(=O)NCc1ccco1
ZOHSOE,799,N#CCCN([N+](=O)[O-])CCC#N
ZOKREY,701,COc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZOKWED,738,Cc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZONJOB,741,CN(c1ccc(cc1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKAO,741,CN(c1cccc(c1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKES,741,COc1ccc(cc1)N(CCOc1ccc(cc1)[N+](=O)[O-])C
ZOWDEU,712,Cc1ccc(cc1Nc1nnn[nH]1)[N+](=O)[O-]
ZOWDIY,712,[O-][N+](=O)c1cccc(c1)N(c1nnn[nH]1)C
ZOWDOE,765,Cc1ccc(cc1N(c1nnn[nH]1)C)[N+](=O)[O-]
ZOWSUZ01,675,O=C1CCCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
ZOXYIU,699,[O-][N+](=O)C[C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1
ZOXYOA,752,C[C@H]([C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1)[N+](=O)[O-]
ZUCMOB,637,Cc1onc(c1/N=N/c1ccccc1[N+](=O)[O-])C
ZUGPOG,552,N#Cc1c(C)cccc1[N+](=O)[O-]
ZUGPOJ,493,N#Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
ZUGPUM,690,[O-][N+](=O)[C@]12CN(C[C@@]2(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
ZUHMUK,636,[O-][N+](=O)c1cc(ccc1N(C)C)[N+](=O)[O-]
ZUHQOI,681,O=C1N([N+](=O)[O-])[C@]2([C@](N1[N+](=O)[O-])(C)CC2)C
ZUHQUO,673,O=C1N([N+](=O)[O-])[C@]2([C@@](N1[N+](=O)[O-])(C2)C)C
ZUHRID,806,OC1CCN(CC1)c1ccc(cc1)[N+](=O)[O-]
ZUHXEF,598,Cc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
ZULYEK,622,[O-][N+](=O)c1ccc(cc1)c1c(C)[nH]c2c1cccc2
ZUVQEO,542,C[C@@H]1Oc2cccc(c2c2c(O[C@H]1C)cccc2[N+](=O)[O-])[N+](=O)[O-]
ZUXRAN,540,N#Cc1cnn(c1c1ccccc1[N+](=O)[O-])c1ccccc1
ZZZFKK01,687,N#C/C(=C\c1ccc(cc1)N(C)C)/c1ccc(cc1)[N+](=O)[O-]
ZZZFYW01,533,[O-][N+](=O)c1ccccc1[N+](=O)[O-]
ZZZGVU01,553,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])C
ZZZJIQ02,736,Nc1ccc(c(c1)[N+](=O)[O-])C
ZZZJPA01,458,[O-][N+](=O)c1ccccc1c1ccccc1[N+](=O)[O-]
ZZZLYS01,559,Oc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-]
ZZZMUC01,567,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C
ZZZQSC01,553,Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
ZZZTLC01,763,[O-][N+](=O)N1CCN(CC1)[N+](=O)[O-]
