ID,Density(g/cm^3),smiles
VUCBAW,1.8312,[O-][N+](=O)C1(CC(C1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
VUJVOL,1.3615,CCn1c2ccc(cc2c2c1cccc2)[N+](=O)[O-]
VUJWEC,1.3482,OC[C@@H]1CC[C@@H](N1C(=O)c1ccccc1[N+](=O)[O-])OC
VUKHIS,1.3509,CC(=O)N(c1ccccc1c1ccccc1[N+](=O)[O-])C(=O)C
VUNMEX,1.2991,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccc(c(c1)C)C
VUNMIB,1.2957,Cc1cc(/N=C/c2cccc(c2)[N+](=O)[O-])ccc1C
VUXLUV,1.4378,[O-][N+](=O)c1nccn1C[C@@H](COC)O
VUYKUV,1.3329,CN(/C=N/c1ccc(cc1)[N+](=O)[O-])C
VUYLAC,1.2595,CN(/C(=N/c1ccc(cc1)[N+](=O)[O-])/C)C
VUYLEG,1.2186,CN(/C(=N\c1ccc(cc1)[N+](=O)[O-])/C(C)(C)C)C
VUYWUI,1.3858,Nc1ccc(cc1Oc1ccccc1)[N+](=O)[O-]
VUZHII,1.351,O=C(c1ccccc1C)N/N=C/c1ccc(cc1)[N+](=O)[O-]
WACFUD,1.3677,Oc1ccc2c(c1/C=N/c1cccc(c1C)[N+](=O)[O-])cccc2
WACGOW,1.7427,[O-][N+](=O)c1cc(cc(c1Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WACQEY,1.6471,[O-][N+](=O)c1cc([N+](=O)[O-])c(c2c1cccc2)O
WADBEK,1.6547,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
WADCOW,1.334,[O-][N+](=O)c1ccc2c(c1)C(C)(C)c1c(N2)cccc1
WADYAD,1.3928,CCOC(=O)c1ccn2c(c1c1ccc(cc1)[N+](=O)[O-])ncc2
WADZUY,1.4309,O=C(c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1)Nc1ccccc1
WAFBAI,1.3806,N#Cc1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
WAHLEW,1.2796,CN1[C@@H]2CCCC[C@H]2O[C@@H]1c1ccc(cc1)[N+](=O)[O-]
WAHLIA,1.2799,CN1[C@H]2CCCC[C@H]2O[C@H]1c1ccc(cc1)[N+](=O)[O-]
WAJSIM,1.3413,[O-][N+](=O)c1ccc2c(c1)[C@@H]1[C@@H]3N2CC[C@]13C
WAKDIW,1.3921,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C=C/c1ccccc1
WAKSIM,1.4314,COc1ccc(cc1)c1c(C#N)n2c(c1[N+](=O)[O-])cccc2
WAKSUX,1.6441,[O-][N+](=O)/N=C(/N([N+](=O)[O-])C)\N
WAKWEK,1.4419,[O-][N+](=O)c1c(c2ccccc2)n(c2c1cc(cc2)[N+](=O)[O-])C
WALFUM,1.6108,CCOc1nc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
WANVEP,1.7858,[O-][N+](=O)OCc1c(CO[N+](=O)[O-])onc1c1noc(c1CO[N+](=O)[O-])CO[N+](=O)[O-]
WAPGEZ,1.4814,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1N1CCCC1)cccc2
WAQYEV,1.3714,CCOC(=O)/C(=C/c1ccccc1[N+](=O)[O-])/C#N
WASMAE,1.5928,COC(=O)[C@]12[C@H]3[C@H]4[C@@]2([C@H]2[C@@H]1[C@@]3([C@@H]42)[N+](=O)[O-])[N+](=O)[O-]
WASRAJ,1.6591,NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WATTAN,1.2873,COC(=O)[C@@H]1C(=O)C=C(N[C@H]1c1cccc(c1)[N+](=O)[O-])C
WAWBAY,1.3987,COCCn1cnc2c1cc(cc2)[N+](=O)[O-]
WAXJUC,1.4241,N[C@@H]([C@@H](c1cccc(c1)[N+](=O)[O-])N)c1cccc(c1)[N+](=O)[O-]
WEFBAM,1.3596,Nc1ccc(cc1NCc1ccccc1)[N+](=O)[O-]
WEFBEQ,1.3497,Nc1ccc(cc1NCc1ccccn1)[N+](=O)[O-]
WEHCIX,1.3596,N#C/C=C(\c1ccccc1)/Oc1ccc(cc1)[N+](=O)[O-]
WEHCOD,1.4243,N#Cc1c(oc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WEKGOJ,1.7508,[O-][N+](=O)c1cc(nc(c1)[N+](=O)[O-])[N+](=O)[O-]
WEKGUP,1.8746,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[N+](=O)C(=C1)[N+](=O)[O-]
WENRAJ,1.5623,O=C1Nc2c(C1=O)cc(cc2)[N+](=O)[O-]
WERPUE,1.3746,OCCn1c(/C=C/c2ccccc2)ncc1[N+](=O)[O-]
WERVEU02,1.5918,NC(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
WERYEX,1.8395,[O-][N+](=O)/N=C/1\N[C@@H]2[C@H](N1)N/C(=N\[N+](=O)[O-])/N2
WETGEJ,1.6814,N#[N+]C1=C(N=[N+](C1=O)C)[N+](=O)[O-]
WIGTOX,1.4007,CC(=O)Cn1c(C)ncc1[N+](=O)[O-]
WIGVEP,1.3318,[O-][N+](=O)c1ccc(cc1)/C=C/C=N/c1cccc2c1cccc2
WIGYOC01,1.4955,Oc1ccc(cc1)NC(=O)c1ccc(cc1)[N+](=O)[O-]
WIHBEV,1.3853,O=C(c1ccccc1)NNC(=O)c1ccccc1[N+](=O)[O-]
WIJCEX,1.2832,N#C/C(=C\C=C\c1ccc(cc1)[N+](=O)[O-])/N(c1ccccc1)C
WILBAU,1.2137,[O-][N+](=O)c1c([nH]nc1C(C)(C)C)C(C)(C)C
WINJAF,1.6567,[O-][N+](=O)c1cc(ccc1Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
WIPFUX,1.3512,Cc1ccccc1NC(=O)c1ccccc1[N+](=O)[O-]
WISBIJ,1.354,COc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
WISBOP,1.4264,[O-][N+](=O)c1cn(c(n1)C)c1ccc(cc1)C(=O)C
WIXBUB,1.3057,COc1ccc(c(c1)[C@@H](c1cccc(c1)[N+](=O)[O-])NC(=O)C)O
WOBHUQ,1.3161,COc1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-]
WOBJAY,1.2993,CN(c1ccc(cc1)/C=C/C=N/c1cccc(c1)[N+](=O)[O-])C
WOBJEC,1.2956,CN(c1ccc(cc1)/C=C/C=N/c1ccc(cc1)[N+](=O)[O-])C
WOBLUU,1.7583,[O-][N+](=O)Cn1cnc(n1)[N+](=O)[O-]
WOGNUB,1.5251,CC1=NN(C(=O)C1)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGPAJ,1.5682,Oc1nn(c(c1)C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
WOGVIY,1.3697,COc1ccc(cc1OC)/N=C/c1ccc(cc1)[N+](=O)[O-]
WOJJUC01,1.3635,[O-][N+](=O)c1ccccc1/C=N/N(c1ccccc1)c1ccccc1
WOKSIY,1.3014,CN(c1ccc(cc1)/N=N/c1ccc(c(c1)[N+](=O)[O-])C)C
WOQXOR,1.5642,O/N=C/c1ccc(c(c1)[N+](=O)[O-])O
WOTVAC,1.2848,CCCCCCOC(=O)Nc1ccc(cc1)[N+](=O)[O-]
WOVXOU,1.4982,[O-][N+](=O)c1ncn(c1)c1ccccc1
WOVXUA,1.4978,[O-][N+](=O)c1ncn(c1)c1ncn(c1)c1ccccc1
WUBJAG,1.852,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3[C@H]([C@@H]1C[C@@H]([C@H]2O[N+](=O)[O-])C3([N+](=O)[O-])[N+](=O)[O-])O[N+](=O)[O-]
WUKZIL,1.4405,CN(c1ccncc1)[N+](=O)[O-]
WUMHES,1.2771,O=CN1C[C@@H]2[C@]([C@@H]1C(C)C)(C2)[N+](=O)[O-]
WUPMAW,1.5002,O=C(c1onc2c1cc(cc2)[N+](=O)[O-])c1ccccc1
WUVWAL01,1.4225,Oc1ccccc1/C=N/Nc1ccc(cc1)[N+](=O)[O-]
WUVXIU,1.5179,[O-][N+](=O)c1ccc2c(c1)OC[C@H]1N2CCO1
WUXHAY,1.4641,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccc1)[N+](=O)[O-]
WUXJOO,1.5206,COc1ccc(cc1[N+](=O)[O-])/C=C(\c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
XAHMIE01,1.892,[O-][N+](=O)N1CN([N+](=O)[O-])c2c(N(C1)[N+](=O)[O-])non2
XAHZIS,1.5762,[O-][N+](=O)c1cc(cc(c1[C@@H]1O[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XAKMAY,1.4434,CN(CCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XALNEF,1.4282,CCOC(=O)C1=CC[C@H]2[C@@H]1C(=O)N(C2=O)c1ccccc1[N+](=O)[O-]
XALQEJ,1.4155,COc1cc2c(cc1OC)c(=O)ccn2c1ccc(cc1)[N+](=O)[O-]
XANLAC,1.4472,[O-][N+](=O)c1ccc(cc1)c1cnc2c(n1)cccc2
XARXUM,1.4393,COC(=O)C(C(=O)OC)Nc1ccc(cc1)[N+](=O)[O-]
XARYIY,1.61,O=[N+]1O[N-]C2=C1[C@@H]1[C@@H]3CC[C@H]([C@@]1(C=C2[N+](=O)[O-])[N+](=O)[O-])C=C3
XARYOE,1.551,[O-][N+]1=C2[C@@H]([C@H]3[C@@H](O1)C=CC3)C1=C([C@]3([C@@H]2[C@@H]2C=C[C@H]3C2)[N+](=O)[O-])[N-]O[N+]1=O
XATFIJ,1.4194,C=C=C1CCCC[C@H]1OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
XATHOR,1.3023,[O-][N+](=O)c1ccc2c(c1)nc1n2C(=CC(C1)(C)C)C
XATZUO,1.3834,O=C(c1ccccc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
XAVMOW,1.584,ONC(=O)c1ccc(cc1)[N+](=O)[O-]
XAVPEQ,1.5068,[O-][N+](=O)c1cc(ccc1N/N=C/c1ccccn1)[N+](=O)[O-]
XAXRIX,1.3144,C#CCN(c1ccc(cc1)C)Cc1ccc(o1)[N+](=O)[O-]
XAYKEO,1.2531,Cc1ccc(n1c1ccc(cc1)[N+](=O)[O-])C
XAZFIO,1.3353,O=C1CO[C@@]2([C@@]1(C)CCC2)Nc1ccc(cc1)[N+](=O)[O-]
XAZQAR,1.4155,[O-][N+](=O)c1ccc2c(c1)NCCC2
XEBHET,1.4366,CC([N-][N+](=O)c1nonc1N[N+](=O)[O-])(C)C
XEBKEW,1.5496,Cc1cccc(c1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XEDTAC,1.2394,CC[C@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
XEKLOR,1.3874,[O-][N+](=O)c1ccccc1CN1CN1Cc1ccccc1[N+](=O)[O-]
XEKWIW,1.4911,O=C=Nc1ccc(cc1)[N+](=O)[O-]
XENCAV,1.4519,C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XENGAZ,1.3139,COc1ccccc1/N=C/C=C/c1ccccc1[N+](=O)[O-]
XENJOQ,1.3745,CC1=C(C(=O)C)[C@H](C(=C(N1)C)C(=O)C)c1ccc(o1)[N+](=O)[O-]
XERGUW,1.432,O=C1[C@@H]2[C@@H]([C@@H]2[N+](=O)[O-])C(=O)N1Cc1ccccc1
XETJIR,1.5434,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1nncc1
XETJOX,1.5829,COc1cc(n2nncc2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
XETJUD,1.5208,COc1ccc(c(c1[N+](=O)[O-])n1nncc1)[N+](=O)[O-]
XETKAK,1.5402,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])Cn1nncc1
XETKIS,1.5396,[O-][N+](=O)c1cc(ccc1Cn1nncc1)[N+](=O)[O-]
XETYUS,1.3818,CCc1nn(c(n1)N)c1ccccc1[N+](=O)[O-]
XEXYII,1.6167,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XEXYOO,1.6049,CO[C@@H]1N([N+](=O)[O-])[C@H](OC)N([C@H](N1[N+](=O)[O-])OC)[N+](=O)[O-]
XICKUQ,1.5017,Cc1ccc(cc1)/C=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
XICLAX,1.4069,NC(=O)[C@@H]1CCCN1c1ccc(cc1)[N+](=O)[O-]
XIDGIB,1.317,CON([C@H]1CCCC[C@H]1N(C=O)OC)/C=C/[N+](=O)[O-]
XIDKAX,1.4155,COc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-]
XIDKIF,1.3247,CC(Oc1cccc2n1cc(c2)c1ccc(cc1)[N+](=O)[O-])C
XIDPEF,1.3934,CC(=O)N1CCc2c1ccc(c2)[N+](=O)[O-]
XIDXEQ,1.5604,[O-][N+](=O)C1=[N+](C)C=N/C/1=C\[N+]#N
XIFFEX,1.4311,[O-][N+](=O)c1nn(C)c(=O)c2c1N(CCCO2)Cc1ccccc1
XIKXUM,1.3591,[O-][N+](=O)/C(=C\c1nc2c(n1C)cccc2)/c1ccccc1
XINFAE,1.4902,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1O)[N+](=O)[O-])c1ccccc1
XIQYAY,1.4088,N#Cc1c(cc(c(c1N)[N+](=O)[O-])c1ccccc1)c1ccco1
XIRQUM,1.4943,COC(=O)[C@H]1[C@@H](ON=C1c1ccc(cc1)[N+](=O)[O-])C(=O)OC
XISKAM,1.4851,[O-][N+](=O)c1ccc(cc1)OCn1ncnc1
XIVJES,1.4717,COC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
XIWHOA,1.211,CCCN(c1ccc(cc1)[N+](=O)[O-])CCC
XIXKUK,1.3573,C[C@@H]1CCC[C@@H](N1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
XIZSAD,1.3848,C/C(=N/Nc1n(C)nc(c1[N+](=O)[O-])C)/c1ccccn1
XOJMIT01,1.376,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc[nH]1
XOKKOY,1.4473,COc1ccc(c(c1)O)/C=N/c1cccc(c1)[N+](=O)[O-]
XOLRUN,1.3644,[O-][N+](=O)c1ccc(cc1)[C@@H]1Nc2ccccc2c2n1c1ccccc1n2
XOYYOA,1.4275,[O-][N+](=O)c1ccc2c(c1)nn(c2C)C
XOZZAP,1.3346,[O-][N+](=O)c1ccc(cc1)CO/N=C/c1ccccn1
XUBRES,1.444,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])OC(=O)C
XUCJEM,1.4842,[O-][N+](=O)c1cn(cn1)C
XUGNIW,1.4064,COc1ccc(cc1)/N=N/c1ccc(cc1)[N+](=O)[O-]
XUMRIH,1.3995,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/Cc1ccccc1
XUMRON,1.4045,[O-][N+](=O)c1cc(ccc1N/N=C/[C@H](c1ccccc1)C)[N+](=O)[O-]
XUMRUT,1.3987,Cc1ccc(cc1)C/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
XUWCEX,1.4527,[O-][N+](=O)c1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
YACLOD,1.6776,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1n1c(=O)oc3c1cccc3)[N+](=O)O[N-]2
YAGTIL,1.4219,COc1ccc(c(c1)O)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
YAHDIW,1.3298,[O-][N+](=O)c1cccc(c1)NCc1ccccc1
YAHJOH,1.6349,[O-][N+](=O)c1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])C
YAHJUN,1.4633,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])C)[N+](=O)[O-]
YAHQUV,1.3827,Cc1ccc(cc1)Oc1ccc(cn1)[N+](=O)[O-]
YAHREG,1.4004,[O-][N+](=O)c1ccc(nc1)Oc1ccc2c(c1)cccc2
YALQEK,1.5763,Cn1nc(c(n1)[N+](=O)[O-])N
YATCOL,1.525,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@]1(C)C=C[C@@H]2O[C@H]1OC2
YAWCEG01,1.4601,N#CC(=Cc1ccc(cc1)[N+](=O)[O-])C#N
YAWHUB,1.3427,COc1ccc(cc1)NCc1ccc(cc1)[N+](=O)[O-]
YAYCIM,1.3974,[O-][N+](=O)c1ccc(cc1)N1CCOCC1
YAYDIN,1.4628,C#CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
YEFFAR,1.4925,COc1ccc(cc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YEFNON,1.3084,O=C(Cn1cc(nc1C)[N+](=O)[O-])N/N=C(/c1ccc(cc1)C)\C
YEJCOH,1.4511,COC(=O)c1ccc(c(c1)[N+](=O)[O-])NC
YEJNAC01,1.4702,Oc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
YEJVIU,1.4395,N#[N+][N-][C@@H]1O[C@@H]([C@@H]2[C@H]1OC(O2)(C)C)[C@@H](C[N+](=O)[O-])O
YEKQAG01,1.9219,[O-][N+](=O)C1=C(N)[N+](=O)C(=[NH2+])C(=N1)[N+](=O)[O-]
YELPUD,1.4868,CCOC(=O)C(=O)c1cnoc1c1ccc(cc1)[N+](=O)[O-]
YELQAK,1.4566,CCOC(=O)c1oncc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YELQEO,1.476,CCOC(=O)c1nocc1C(=O)c1ccc(cc1)[N+](=O)[O-]
YEYMAR,1.4541,O/N=C(/c1ccc(cc1)[N+](=O)[O-])\N
YIBZUF,1.3838,Cc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
YICNAA,1.5257,[O-][N+](=O)c1ccc(cc1)n1nnnc1n1nnc2c1cccc2
YIDLEC01,1.6038,[O-][N+](=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])O
YIDPIM,1.5499,O=Cc1ccccc1[N+]1=Nc2c([N+]1=O)cc(cc2)[N+](=O)[O-]
YIFMIK,1.3325,COc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-]
YIFRAH,1.3525,[O-][N+](=O)c1ccccc1/C=C/C=N/c1cccc2c1cccc2
YIJPIQ,1.5497,OC[C@H]1O[C@@H](Nc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O)O
YIKBUP,1.7924,O[C@@H]1[C@@H](O)OCC1([N+](=O)[O-])[N+](=O)[O-]
YIKCIE,1.4627,COc1ccc(cc1)N(c1c([N+](=O)[O-])c(C)nc2n1ncn2)C
YIKCIH,1.3985,Oc1ccc(cc1/C=N/c1ccccc1C)[N+](=O)[O-]
YILNOY,1.7503,[O-][N+](=O)C1=CNc2n([C@@H]1O)nnn2
YILPEQ,1.5308,[O-][N+](=O)c1cnc(nc1)N1CCOCC1
YIMPOB,1.4488,[O-][N+](=O)C1=C/C(=C/NC[C@@H](CO)O)/C(=O)C=C1
YIMWOI,1.4634,N#CC(=Cc1ccc(o1)c1cccc(c1)[N+](=O)[O-])C#N
YIQZAA,1.383,[O-][N+](=O)/N=C/1\NCCN1Cc1cccc(c1OC)OC
YIRSIC,1.455,O=C1C=CC(=C/C/1=C/Nc1ccccc1O)[N+](=O)[O-]
YISYOO,1.3882,N#CC1=C(N)C(=C(C[C@@H]1c1ccccc1[N+](=O)[O-])C1CC1)C#N
YITJUG,1.4093,CCOC(=O)C1=C(C)NC(=O)/C/1=C\c1ccc(cc1)[N+](=O)[O-]
YIXNUP,1.4698,[O-][N+](=O)c1cc2c(cc1)ncn2C
YODFUT01,1.3029,CCCNc1ccc(cc1[N+](=O)[O-])C(=O)OCC
YODHUV,1.4294,CN1CN/C(=N\[N+](=O)[O-])/N(C1)C
YODMOT,1.6773,O=[N+]1COCC(/C/1=[O+]\C(=O)C)([N+](=O)[O-])[N+](=O)[O-]
YOHLIS,1.3994,CC(=O)/C(=C/c1ccccc1)/COc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
YOKJOY,1.5662,Cc1nn(c(c1)C)c1nnc(nn1)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
YOPREA,1.7081,O=c1oc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
YORYEJ,1.5552,O=CNCC([N+](=O)[O-])([N+](=O)[O-])C
YOVJUP,1.4971,[O-][N+](=O)c1c(C)ccnc1N
YOWLUS,1.5504,CCNc1nc(OC)nc(=C([N+](=O)[O-])[N+](=O)[O-])[nH]1
YUGBEH,1.2799,C[C@H]([C@H](c1ccccc1)O)/N=C/c1ccc(cc1)[N+](=O)[O-]
YUJGIT02,1.3682,[O-][N+](=O)c1ccc(cc1)/C=N/Nc1ccccc1
YUNJOG,1.3651,OCC#CC#CCNc1ccc(cc1C)[N+](=O)[O-]
YUNXOU,1.4254,[O-][N+](=O)c1ccc(cc1)CCc1ccc(cc1)[N+](=O)[O-]
YUPZIT,1.4244,C/C(=C\c1cccc(c1)[N+](=O)[O-])/[N+](=O)[O-]
YUQFEX,1.5252,O[C@H](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ncccn1
YUQMAZ,1.4823,Oc1ccc(cc1C(=O)Nc1ccccc1)[N+](=O)[O-]
YUYCOK,1.6143,[O-][N+](=O)c1ccc(o1)/C=N/O
YUYLEJ,1.5223,COC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
YUYQEP,1.2345,CN(C(=Nc1ccc(cc1)[N+](=O)[O-])N(C)C)C
YUYSIU,1.5623,[O-][N+](=O)c1cn(c(n1)c1ncc(n1C)[N+](=O)[O-])C
ZACNEZ,1.524,CC(=O)Nc1ccc(c(c1[N+](=O)[O-])[N+](=O)[O-])NC(=O)C
ZAKWIU,1.4188,COC(=O)C1=C(C)OC(=C([C@H]1c1ccccc1[N+](=O)[O-])C#N)N
ZAMVEO,1.3887,O=C1CCCC(=C1)Nc1cccc(c1)[N+](=O)[O-]
ZAMWEP,1.4125,[O-][N+](=O)c1cn(c(n1)C)c1ccccc1
ZAMWIT,1.3728,Cc1ccc(cc1)n1cc(nc1C)[N+](=O)[O-]
ZAPDUR,1.4596,Nc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAPKOS,1.4729,Oc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
ZAYRIA,1.5958,CC(=O)Nc1c(O)cc(cc1[N+](=O)[O-])C(=O)O
ZEHJUR,1.4166,C/C(=N\N=C(\c1ccc(cc1)[N+](=O)[O-])/C)/c1ccc(cc1)[N+](=O)[O-]
ZEJTUD,1.2875,CN(c1ccc(cc1)/C=N/Nc1ccc(cc1)[N+](=O)[O-])C
ZEJWUJ,1.4617,CCOC(=O)/C(=C/1\c2ccccc2N(C1=O)C)/[N+](=O)[O-]
ZELPAK,1.4204,CCOc1cccc(c1O)/C=N/NC(=O)c1ccc(cc1)[N+](=O)[O-]
ZELQOW,1.698,[O-][N+](=O)C1=C(N)N=[N+]([N+]1=O)C
ZENXOF,1.3517,CCOC(=O)Nc1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-]
ZERJIR,1.4164,N/C(=N/[N+](=O)[O-])/Nc1ccccc1
ZEVQUM,1.6222,[O-][N+](=O)C1CN(C1)[N+](=O)[O-]
ZEZDAL,1.4951,COc1c(cc(cc1[N+](=O)[O-])Cn1ccnn1)[N+](=O)[O-]
ZIFCEW,1.2988,COc1ccc(cc1)/C(=N/N=C(/c1ccc(cc1)[N+](=O)[O-])\C)/C
ZIFLOS01,1.3181,[O-][N+](=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1
ZIKKUZ,1.6418,[O-][N+](=O)c1ccc(c(c1C(=O)C)[N+](=O)[O-])O
ZILNOX,1.7219,CC(C([N+](=O)[O-])([N+](=O)[O-])C)([N+](=O)[O-])[N+](=O)[O-]
ZITHUH,1.6052,COn1c(=O)[nH]c2c1cc(cc2)[N+](=O)[O-]
ZIVBUB,1.553,O=C1Oc2ccc(cc2CN1C)[N+](=O)[O-]
ZIVCAI,1.3874,CN(C(=O)Oc1ccc(cc1)[N+](=O)[O-])C
ZIXTOS,1.4017,O=C(c1ccc(cc1)[N+](=O)[O-])/N=C\1/OC[C@@H](N1)c1ccccc1
ZIXZOX,1.4679,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1cccc(c1)[N+](=O)[O-]
ZIYBAM,1.3114,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccc(cc1)C
ZIZCES,1.3989,N#Cc1c(=O)[nH]c(c(c1c1cccc(c1)[N+](=O)[O-])C)C
ZIZRAD01,1.7114,[O-][N+](=O)c1nn(c(c1[N+](=O)[O-])[N+](=O)[O-])C
ZOFTAP,1.4448,N#C/C(=C\c1ccc(o1)[N+](=O)[O-])/C(=O)NCc1ccco1
ZOHSOE,1.3577,N#CCCN([N+](=O)[O-])CCC#N
ZOKREY,1.3974,COc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZOKWED,1.3768,Cc1ccc(c(c1)[N+](=O)[O-])NN=C1C(=O)CC(CC1=O)(C)C
ZONJOB,1.3065,CN(c1ccc(cc1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKAO,1.3479,CN(c1cccc(c1)OCCOc1ccc(cc1)[N+](=O)[O-])C
ZONKES,1.3026,COc1ccc(cc1)N(CCOc1ccc(cc1)[N+](=O)[O-])C
ZOWDEU,1.5419,Cc1ccc(cc1Nc1nnn[nH]1)[N+](=O)[O-]
ZOWDIY,1.4943,[O-][N+](=O)c1cccc(c1)N(c1nnn[nH]1)C
ZOWDOE,1.4266,Cc1ccc(cc1N(c1nnn[nH]1)C)[N+](=O)[O-]
ZOWSUZ01,1.3566,O=C1CCCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
ZOXYIU,1.3598,[O-][N+](=O)C[C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1
ZOXYOA,1.323,C[C@H]([C@@H]([C@@H]([N+](=O)[O-])C)c1ccccc1)[N+](=O)[O-]
ZUCMOB,1.3896,Cc1onc(c1/N=N/c1ccccc1[N+](=O)[O-])C
ZUGPOG,1.4413,N#Cc1c(C)cccc1[N+](=O)[O-]
ZUGPOJ,1.6598,N#Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]
ZUGPUM,1.8078,[O-][N+](=O)[C@]12CN(C[C@@]2(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
ZUHMUK,1.4631,[O-][N+](=O)c1cc(ccc1N(C)C)[N+](=O)[O-]
ZUHQOI,1.5929,O=C1N([N+](=O)[O-])[C@]2([C@](N1[N+](=O)[O-])(C)CC2)C
ZUHQUO,1.5749,O=C1N([N+](=O)[O-])[C@]2([C@@](N1[N+](=O)[O-])(C2)C)C
ZUHRID,1.4033,OC1CCN(CC1)c1ccc(cc1)[N+](=O)[O-]
