ID,Density(g/cm^3),smiles
JORCAU,1.5214,CCC(C([N+](=O)[O-])(C)C)([N+](=O)[O-])[N+](=O)[O-]
JOTDOL,1.438,CCC(=O)N1CN([C@@H]2[C@H]1OCN2[N+](=O)[O-])C(=O)CC
JOTFED,1.5956,CC(=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])C(=O)C
JOWWIB,1.8189,[O-][N+](=O)c1n[nH]c(n1)N
JOYRAQ,1.3995,C=CCn1c(nc2c(c1=O)cccn2)c1ccc(cc1)[N+](=O)[O-]
JUBCOY,1.5661,[O-][N+](=O)c1cccnc1c1ncccc1[N+](=O)[O-]
JUFKIE,1.4557,[O-][N+](=O)C1=C[N-][C@]2(C(=C1)[N+](=O)[O-])N(C)C1=CC=CC=CC1=[N+]2C
JUFLAX,1.5473,O=C(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Oc1ccc2c3c1C(=O)C=Cc3ccc2
JULGUS,1.3654,C/C(=N\N=C(\c1ccccc1[N+](=O)[O-])/C)/c1ccccc1[N+](=O)[O-]
JULHAZ,1.3724,C/C(=N/N=C(/c1ccccc1[N+](=O)[O-])\C)/c1ccccc1[N+](=O)[O-]
JULHED,1.4507,[O-][N+](=O)c1ccccc1/C=N/N=C/c1ccccc1[N+](=O)[O-]
JULWAO20,1.3877,[O-][N+](=O)c1ccc(cc1)/N=N/C1(C)C(=O)c2c(C1=O)cccc2
JUMFAA,1.5485,CC(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
JUNBEB,1.9461,[O-][N+](=O)c1nnc2n(c1N)nc(c2[N+](=O)[O-])[N+](=O)[O-]
JUPRIV,1.608,[O-][N+](=O)c1cc(cc(c1N(C)C)[N+](=O)[O-])[N+](=O)[O-]
JUPROB,1.643,CNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUPSES,1.7101,COc1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
JUTGEK,1.6204,[O-][N+](=O)CC[N+](=O)[O-]
JUVMIW01,1.7131,[O-][N+](=O)C1(C[C@H]2C[C@@H]1CC2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUVMUI,1.6372,[O-][N+](=O)C1(C[C@@H]2[C@H](C1)CC(C2)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUVNAP,1.7225,[O-][N+](=O)C1(CCC(CC1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
JUXBOV,1.4794,CONC(=O)Nc1ccc(cc1)[N+](=O)[O-]
KABGIF,1.3766,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1OC(=O)C
KABNEI,1.5383,N#Cc1ccc(cc1)/C=C\c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KADZEU,1.4631,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-]
KADZIY,1.425,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-]
KAGDEB,1.3067,CN/C(=C(/c1ccccc1)\[N+](=O)[O-])/c1ccccc1
KAHHUY,1.8716,[O-][N+](=O)c1c(N)[nH]nc1[N+](=O)[O-]
KAHSAP,1.484,O=C(c1ccccn1)Nc1ccc(cc1)[N+](=O)[O-]
KAJFAD,1.4571,[O-][N+](=O)C1=C/C(=[NH+]\CC)/[N+](=O)C=C1
KAKNEP,1.275,CCc1ccc(nc1)C[C@@H](c1ccc(cc1)[N+](=O)[O-])O
KAPCAF,1.3412,[O-][N+](=O)c1ccc2c(c1)c(C)c([nH]2)C
KARJOC,1.4616,[O-][N+](=O)c1ccc2c(c1)C(=NCN2)c1ccccc1
KASBAH,1.3896,N#CN([N+](=O)[O-])Cc1ccccc1
KASBEL,1.5269,N#CN([N+](=O)[O-])CCCCN([N+](=O)[O-])C#N
KATCIS,1.4407,O=C(c1ccc(cc1)[N+](=O)[O-])CCn1ncnc1
KATGAO,1.4963,O=C(c1ccccc1)N/N=C/c1cc(ccc1O)[N+](=O)[O-]
KATNID,1.277,Cc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-]
KAVFUI01,1.7532,[O-][N+](=O)n1cnc(c1)[N+](=O)[O-]
KAWQAD,1.3594,COc1ccc(cc1)n1c(C=O)cc(c1c1ccc(cc1)[N+](=O)[O-])C=O
KAWTOR,1.4026,OCc1cccc(c1)N(Cc1cccc(c1)[N+](=O)[O-])O
KAXLOK,1.2595,COC[C@@H]1CCCN1/C=C(/[N+](=O)[O-])\C
KAXLOL,1.5935,[O-][N+](=O)c1cc(C)c(c(c1C)[N+](=O)[O-])[N+](=O)[O-]
KAYTUZ,1.3565,NCCNc1ccc(cc1)[N+](=O)[O-]
KAYVAH,1.5398,[O-][N+](=O)c1cc(ccc1n1cccn1)[N+](=O)[O-]
KECTAN,1.6288,COC(=O)[C@@H]([C@H](C(=O)OC)O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEDWUO,1.6876,[O-][N+](=O)c1cc(C(=O)O)c(cc1C(=O)O)N
KEFJUD,1.4456,O=C(c1ccccc1)Nc1ccc(cc1C1=NCCO1)[N+](=O)[O-]
KEFLEM06,1.3714,Nc1ccc(cc1)c1ccc(cc1)[N+](=O)[O-]
KEFTIY,1.5081,[O-][N+](=O)O[C@H]1[C@H]([N+](=O)[O-])C(=C[C@@H]([C@@]1(C)[N+](=O)[O-])[N+](=O)[O-])C(C)C
KEFYOK,1.3795,[O-][N+](=O)c1cccc(c1N)C
KEJGIP,1.6016,CCOC(=O)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEMREZ,1.5337,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
KEMTIF,1.7385,[O-][N+](=O)N1CN(CC2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KENCEM,1.3852,CC(=O)NCCc1c[nH]c2c1c(ccc2)[N+](=O)[O-]
KENFUH,1.9542,[O-][N+](=O)c1nc(n(n1)C([N+](=O)[O-])[N+](=O)[O-])c1nc(nn1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEPDUF,1.4365,[O-][N+](=O)/N=C/1\NCCN1Cc1noc(c1)c1ccccc1
KEPFAN,1.3604,Cc1ccc(cc1)c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
KEPFER,1.4737,COc1ccccc1c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
KEPVIK,1.547,[O-][N+](=O)c1c(cc2c3c1c1ccccc1c3ccc2)[N+](=O)[O-]
KEQXOV,1.2686,CCN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(CC)CC)CC
KETYEO,1.653,O=c1cc(C)c2c(o1)cc(c(c2[N+](=O)[O-])O)[N+](=O)[O-]
KEZMEK,1.3681,Cc1ncc(n1C)c1ccc(cc1)[N+](=O)[O-]
KIBGIO,1.4028,O=[N+]1C=C(C=C/C/1=[NH+]\C(=O)NC(C)(C)C)[N+](=O)[O-]
KIBGOU,1.3256,O=C(NC(C)(C)C)Nc1ccc(cn1)[N+](=O)[O-]
KIBMIU,1.7752,[O-][N+](=O)C(/C(=N/c1nnnn1C)/N)([N+](=O)[O-])[N+](=O)[O-]
KIBSAS01,1.7379,Nc1onc(n1)c1nonc1[N+](=O)[O-]
KIKKIZ,1.3826,O=C1N[C@H]([C@H]1Oc1ccccc1)c1ccc(cc1)[N+](=O)[O-]
KIKNEY,1.4822,NNc1n(C)nc(c1[N+](=O)[O-])C
KIMQEF,1.4379,[O-][N+](=O)c1ccc(nc1)Nc1cccc2c1nccc2
KIRCAP,1.7963,COC(=O)[C@H]1ON2O[C@H]1c1cc(cc(c1C2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KIRHIC,1.3399,C#CCCCc1ncc(cn1)c1ccc(cc1)[N+](=O)[O-]
KIRHOI,1.3764,N#CC(c1ncc(cn1)[N+](=O)[O-])(C#N)CCC#C
KIWLAG,1.4858,COC(=O)Nc1ccc(cc1[N+](=O)[O-])OC
KIZCUT,1.7295,[O-][N+](=O)NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KOBQOH,1.4709,CC(C[C@H](C(=O)O)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
KOBXOO,1.8333,[O-][N+](=O)c1c(N)[nH][nH]c1=O
KODHUG,1.6009,OC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KODJAO,1.637,OC(=O)/C=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
KOFDUF,1.5737,OCCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KOFKAR,1.5719,[O-][N+](=O)N1CCCN(C1)[N+](=O)[O-]
KOFKEV,1.5396,[O-][N+](=O)N1CCCCN(C1)[N+](=O)[O-]
KOFKIZ,1.7088,O=NN1CN(CCN(C1)[N+](=O)[O-])[N+](=O)[O-]
KOFKUM,1.4257,[O-][N+](=O)c1ccc(cc1)/C=C\c1cccc(c1)[N+](=O)[O-]
KOHPAY,1.3457,O=C1CC(C)(C)CC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-]
KOKCOC,1.6046,[O-][N+](=O)c1cc(cc(c1Oc1ccc2c3c1C(=O)C=Cc3ccc2)[N+](=O)[O-])[N+](=O)[O-]
KOLVIS,1.5422,NC(=O)NNC(=O)c1ccc(cc1)[N+](=O)[O-]
KOMHAV,1.6604,[O-][N+](=O)c1c[nH]cn1
KOTSIV,1.4544,COc1cc(ccc1N)[N+](=O)[O-]
KOVGIL,1.4122,CN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(C)C)C
KOVGUX,1.4032,[O-][N+](=O)C(=C(Nc1ccccc1)Nc1ccccc1)[N+](=O)[O-]
KOVHAE,1.7021,[O-][N+](=O)C(=C1NCCN1)[N+](=O)[O-]
KOVHIM,1.5651,[O-][N+](=O)C(=C1NCCCCN1)[N+](=O)[O-]
KOWRUJ,1.6075,[O-][N+](=O)[C@@H]1C=C[C@@H](c2c1cccc2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUBPAY,1.8129,[O-][N+](=O)N1CCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUBPIG,1.8006,[O-][N+](=O)N1CCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUBPOM,1.7933,[O-][N+](=O)N1CCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUBPUS,1.5971,[O-][N+](=O)N1CCCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUFLUU01,1.41,COc1cccc(c1O)/C=N/c1cccc(c1)[N+](=O)[O-]
KUGSEM,1.3786,[O-][N+](=O)c1cccc(c1)c1cc2c(n1c1ccccn1)cccc2
KUGYAM,1.7018,[O-][N+](=O)N1CN(CN([C@@H]2[C@H]1N(CN2C(=O)C)C(=O)C)[N+](=O)[O-])[N+](=O)[O-]
KUHCEW,1.3143,Cc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
KUHKAB,1.4345,N#CC([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
KUHKEF,1.3571,CCOC(=O)[C@@H]([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
KUHVUE,1.5059,COC(=O)/C(=[N+]\1/N=[n+]2c(=C1C)cccc2)/C=C([N+](=O)[O-])[N+](=O)[O-]
KUNLAG,1.2614,O=C(Nc1cc(C)cc(n1)C)Cc1cccc(c1)[N+](=O)[O-]
KUPCIJ,1.6992,[O-][N+](=O)NC(=O)OCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUTKOA,1.4015,[O-][N+](=O)/N=C/1\NCN(CN1C)Cc1ccccc1
KUWGOZ,1.2796,CC(n1nccc1c1ccc(cc1)[N+](=O)[O-])(C)C
KUZBAJ,1.3662,CCOC(=O)/C(=C/c1cc(ccc1N1CCCC1)[N+](=O)[O-])/C#N
KUZJUL,1.4138,[O-][N+](=O)c1cccc(c1)/C=N/c1onc(c1C)C
KUZVUX02,1.4146,[O-][N+](=O)c1cn(c(n1)C)CC(=O)OCC
LABJON01,1.6563,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-]
LABLOP,1.4025,Cn1cnc(c1NCc1ccccc1)[N+](=O)[O-]
LACLAC,1.5828,[O-][N+](=O)c1cc(C(=O)N)c(c(c1)[N+](=O)[O-])C
LAGGAE,1.4338,Oc1ccccc1/C=N/c1ccc(cc1)[N+](=O)[O-]
LAGVEU,1.5983,CC(=O)O[C@H]1N([N+](=O)[O-])c2ccccc2C(=O)N1[N+](=O)[O-]
LAGZUR,1.4219,O=C(C(C)C)NC1=C([N+](=O)[O-])C(=O)c2c(C1=O)cccc2
LAHCEC,1.5486,OC(=O)CNc1ccc(cc1)[N+](=O)[O-]
LAJFAF,1.3764,COCCNC(=O)Nc1ccc(cc1)[N+](=O)[O-]
LALQIZ,1.3902,CC(=O)C(=NNc1c(C)cccc1[N+](=O)[O-])C(=O)C
LANFIR,1.4928,Oc1ccc(c(c1)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-]
LANHIR,1.317,[O-][N+](=O)c1ccc(cc1)/C=C/c1cc2c(n1C)cccc2
LANLOC,1.4373,CC(OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
LANTIF,1.4068,C/C(=N\N=C(\c1cccc(c1)[N+](=O)[O-])/C)/c1cccc(c1)[N+](=O)[O-]
LANWUU,1.4518,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
LAPCUC,1.507,O=C(c1cccc(c1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
LAPVAC,1.6547,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
LAPVEG,1.6225,COc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
LAPVIK,1.7588,[O-][N+](=O)c1cc(cc(c1N)[N+](=O)[O-])n1cnnn1
LAPVOQ,1.5113,Cc1ccc(cc1n1cnnn1)[N+](=O)[O-]
LAPVUW,1.7871,[O-][N+](=O)Nc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
LAPWAD,1.667,N#[N+]/N=C/1\C(=C/C(=[N+]/2\C=NN=N2)/C=C1[N+](=O)[O-])[N+](=O)[O-]
LAPWEH,1.5667,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cnnn1)C
LAPWIL,1.6324,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])n1cnnn1
LAPWOR,1.7952,[O-][N+](=O)c1cc(cc(c1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
LAPWUX,1.6478,COc1cc(n2cnnn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
LAPYUY,1.4478,O=C(Nc1ccc(cc1[N+](=O)[O-])C)CCC(=O)O
LAQKIZ,1.4365,C[C@@H]([C@H](c1ccc(cc1)[N+](=O)[O-])O)[N+](=O)[O-]
LATWOS,1.6316,O=C(c1c2nonc2c(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)c1ccccc1
LEBGEE,1.4555,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
LECVAQ,1.6465,[O-][N+](=O)c1cc(cc2c1N(N=C(O2)c1ccco1)C(=O)c1ccco1)[N+](=O)[O-]
LEDYOK,1.4564,COC(=O)CNC(=O)c1ccc(c(c1)[N+](=O)[O-])OC
LEFCEG,1.4292,C/C(=C\c1ccccc1[N+](=O)[O-])/[N+](=O)[O-]
LEFHAH,1.4506,COc1c(C(=O)N[C@H](C(=O)OC)C)c(OC)c(cc1[N+](=O)[O-])[N+](=O)[O-]
LEFRAP,1.7247,[O-][N+](=O)C1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LEFRET,1.628,OC(=O)CCC1(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
LEFZED,1.3643,CC(=O)Nc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
LEHNIW,1.6785,[O-][N+](=O)c1c[nH]c(=O)n(c1=O)C
LEJKOA,1.6816,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1C[C@H]([C@@H]42)C3([N+](=O)[O-])[N+](=O)[O-]
LEKHUE,1.44,[O-][N+](=O)c1nc([nH]c1C)C
LEKLOC,1.3761,O=Cc1ccccc1CCNc1ccccc1[N+](=O)[O-]
LEMSAA,1.4195,COc1c(OC)cccc1C(=O)Nc1ccc(cc1)[N+](=O)[O-]
LEQTAC,1.5649,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
LESLIG,1.5091,COC(=O)c1cc(NC(=O)c2ccc(cc2)[N+](=O)[O-])c(cc1O)O
LEVKEE,1.3015,CC([C@@H]([N+](=O)[O-])Cc1ccccc1)([N+](=O)[O-])C
LEVNUW,1.4006,[O-][N+](=O)c1ccc(cc1)NCc1ccncc1
LEWGEA,1.4529,CCN1C(=O)c2c(C1=O)cc(cc2)[N+](=O)[O-]
LEWJUS,1.6338,[O-][N+](=O)C[C@]1(O)C(=O)c2cc(ccc2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-]
LEXYUK,1.4874,CCOC(=O)c1oc2c(c1N1C(=O)CCC1=O)cc(cc2)[N+](=O)[O-]
LEZNUZ,1.4534,O=C1ON=C(/C/1=N/Nc1ccc(cc1)[N+](=O)[O-])C
LEZPEL,1.4166,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1)[N+](=O)[O-])c1ccccc1
LIBMUF,1.4528,COc1ccc(c(c1)O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/C
LIBXEZ,1.4663,[O-][N+](=O)c1ccc2c(c1)cn(n2)c1ccccc1
LIHWEF,1.4765,O=C1O[C@H]2CCC[C@@H]2C(=O)N1c1ccc(cc1)[N+](=O)[O-]
LIJKEV,1.5243,[O-][N+](=O)c1cn(c(n1)C)c1cccnc1
LIJQEB,1.3751,N#C/C(=C\c1c[nH]c2c1cccc2)/c1ccc(cc1)[N+](=O)[O-]
LILJUL,1.5189,[O-][N+](=O)c1cc(ccc1/C=C/c1ccc2c(c1)OCO2)[N+](=O)[O-]
LINHUL,1.4482,[O-][N+](=O)[C@]12C[C@H]3C[C@@]2(C[C@@H](C1)C3)[N+](=O)[O-]
LINJAT,1.5831,[O-][N+](=O)[C@@H]1[C@@H]2C[C@@]3(C[C@H]1C[C@@]3(C2)[N+](=O)[O-])[N+](=O)[O-]
LINVUZ,1.356,COc1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N
LIPRIO,1.4162,Cc1ccc(cc1)/[NH+]=C/1\C=CC(=C[N+]1=O)[N+](=O)[O-]
LIPVEN,1.3774,[O-][N+](=O)c1cccc(c1)/C=C/c1ccc2c(n1)c(O)ccc2
LIQDEW,1.3937,[O-][N+](=O)c1cnc(nc1)NCc1ccccc1
LIQKEC,1.4654,O=C(c1n[nH]cn1)N/N=C/c1cccc(c1)[N+](=O)[O-]
LIVWET02,1.3952,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
LIXWAS,1.3624,COc1ccc(cc1)/C=N/Nc1ccccc1[N+](=O)[O-]
LOBWIJ,1.4492,ON1C(=O)c2cc(ccc2CC1(C)C)[N+](=O)[O-]
LOFCEQ,1.4728,[O-][N+](=O)c1ccc2c(c1)n(nc2)CCn1ncc2c1cc(cc2)[N+](=O)[O-]
LOFSII,1.5167,O=C1/C(=C/Nc2ccc(cc2)[N+](=O)[O-])/C=CC=C1O
LOFSUV,1.4927,CCN1C(=O)/C(=N\Nc2ccccc2[N+](=O)[O-])/C(=C(C1=O)C#N)C
LOHGOE,1.5223,[O-][N+](=O)c1ccc2c3c1cccc3c(=O)n(c2=O)c1ccccc1
LOJBAN,1.2691,CCCNc1ccc(cc1)[N+](=O)[O-]
LOJBER,1.215,CCCCNc1ccc(cc1)[N+](=O)[O-]
LOJBIV,1.2181,CCCCCNc1ccc(cc1)[N+](=O)[O-]
LOJKAX,1.3692,N#Cc1cccc(c1C)[N+](=O)[O-]
LOLFAT,1.7608,[O-][N+](=O)OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LOLFEX,1.6566,OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LOLGAV01,1.3831,[O-][N+](=O)c1ccccc1n1nnc(c1)c1ccccc1
LOLGUP,1.4261,[O-][N+](=O)c1cccc(c1)n1nnc(c1)c1ccccc1
LOLHOK,1.4839,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)c1ccccc1
LOLJAX02,1.7492,O=C(C(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
LONSAK,1.5052,O=C1CCC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
LORJAD,1.4926,CCOC(=O)/C(=C/N/N=C\1/N(C)C(=O)N(C(=O)/C1=N\O)C)/[N+](=O)[O-]
LORNAI,1.3479,N#CCc1cccc(c1C)[N+](=O)[O-]
LOZZEH,1.4617,CN([N+](=O)[O-])CN1C(=O)c2c(C1=O)cccc2
LOZZIL,1.5623,[O-][N+](=O)NCN([N+](=O)[O-])C
LUDFAR,1.5067,O=C/C=C/O/C=C/c1noc(c1)[N+](=O)[O-]
LUDGAS,1.3576,CN(c1ccc(cc1)C(=O)c1ccc(cc1)[N+](=O)[O-])C
LUFXIV,1.2974,CCCCCCc1nnn(c1)c1ccc(cc1)[N+](=O)[O-]
LUHPAF,1.6742,[O-][N+](=O)N1CCNC1=O
LULYEW,1.3953,O=C1C=CC(=C/C/1=C/NCc1ccccc1)[N+](=O)[O-]
LUTXAB,1.4958,CNC1=C(C=C2[C@@H](N1C)Oc1c(C2=O)cccc1)[N+](=O)[O-]
MABPAJ,1.4462,O=C1N[C@@H](Nc2c1cccc2)c1ccc(cc1)[N+](=O)[O-]
MABZNA02,1.3275,CN(c1ccc(cc1)/C=N/c1ccc(cc1)[N+](=O)[O-])C
MACINA10,1.39,OC(=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])N(C)C
MADKOT,1.404,O[C@@H]([C@H]([N+](=O)[O-])C)c1ccncc1
MADKUZ,1.3505,O[C@H](C([N+](=O)[O-])(C)C)c1ccncc1
MAJTIB,1.7161,O=C1NC(=O)c2c1cc(cc2)[N+](=O)[O-]
MAMGEM,1.3505,[O-][N+](=O)C(=C(c1ccccc1)c1ccccc1)[N+](=O)[O-]
MANXUW,1.3282,[O-][N+](=O)c1cc2O[C@@H](CNc2cc1)OCCCC
MAPFOZ,1.4227,COc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
MAPFUF,1.3909,CCOc1cccc(c1O)/C=N/c1ccc(cc1)[N+](=O)[O-]
MAPPUQ,1.682,CC(=O)O[C@H]1NC(=C([N+](=O)[O-])[N+](=O)[O-])N[C@@H]1OC(=O)C
MATCUF,1.4945,O=c1nc(N(c2ccc(cc2)[N+](=O)[O-])C)n(c(=O)n1C)C
MATDEQ,1.4725,O=c1n(C)c(=Nc2ccc(cc2)[N+](=O)[O-])n(c(=O)n1C)C
MAYKAB,1.2846,C#CCN1[C@@H](C[N+](=O)[O-])[C@H]2[C@@H]([C@H]1[C@@H](O)C)OC(O2)(C)C
MAYKEF,1.3032,O[C@@H]1CN2C[C@@H]([C@@H]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)[N+](=O)[O-])C
MAYKIJ,1.4147,O[C@@H]1CN2C[C@H]3[C@@]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)(C3)[N+](=O)[O-]
MAYKOP,1.2795,O[C@@H]1CN2C[C@H]([C@H]([C@@H]2[C@@H]2[C@H]1OC(O2)(C)C)[N+](=O)[O-])C
MAYKUV,1.3057,C[C@@H]([C@@H]1[C@H]2OC(O[C@H]2[C@H]2N1C[C@H]1[C@@]2(C1)[N+](=O)[O-])(C)C)O
MAZXEQ,1.5876,O=C1[C@H]2C[C@@H](c3c1cc(cc3)[N+](=O)[O-])C(=O)c1c2ccc(c1)[N+](=O)[O-]
MAZZOD,1.4407,O=C(Nc1cccc(c1)[N+](=O)[O-])CCC(=O)O
MEDNEQ,1.8122,[O-][N+](=O)c1cc2n3c(n[nH]c3=O)COc2c(c1)[N+](=O)[O-]
MEDNIU,1.6207,[O-][N+](=O)c1cc2n3c(COc2c(c1)[N+](=O)[O-])nn(c3=O)/C(=C(/O)\C)/C(=O)C
MEGMIV,1.3935,O[C@H]1CCN(C1)/C(=N/C(=O)OCc1ccc(cc1)[N+](=O)[O-])/C
MEKRAV,1.396,O=C1NC(=C([C@@H](C1)c1cccc(c1)[N+](=O)[O-])C(=O)C)C
MEMDIS,1.5418,[O-][N+](=O)c1ccc(cc1)C1=CO[C@@H]2O[C@H]1OC=C2c1ccc(cc1)[N+](=O)[O-]
MENBEN,1.3212,[O-][N+](=O)c1ccccc1/C=N/c1ccccc1
MENFXN,1.6593,[O-][N+](=O)C1=C(C)[N+](=O)O[N-]1
MENOIM,1.5194,[O-][N+](=O)c1c[nH]c(n1)C
MENPND10,1.5521,COC(=O)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)OC
MENPPO,1.4037,O=C1C[C@@H](C(=O)N1C)c1ccccc1[N+](=O)[O-]
MEPFOD,1.239,CCN(CCN/C=C\1/C=C(C=CC1=O)[N+](=O)[O-])CC
MEPQAA,1.4521,[O-][N+](=O)c1ccc(c2c1non2)NCCc1ccccn1
MEQVIO,1.2476,CCc1ccc(nc1)CCOc1ccc(cc1)[N+](=O)[O-]
MERMEE,1.7741,N#[N+][N-]C1=C([N+](=O)[O-])/C(=N/[N+]#N)/C(=[N+]\2/N=CN=C2)/C(=C1[N+](=O)[O-])[N-][N+]#N
MERMOO,1.6642,[O-][N+](=O)c1c(n2cncn2)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
MERVEN,1.669,[O-][N+](=O)c1c(N)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
METNAM01,1.3634,CN([N+](=O)[O-])C
MEWLIL,1.4221,C=CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
MEWSAK,1.7602,[O-][N+](=O)C(CO[N+](=O)[O-])CO[N+](=O)[O-]
MEWTUF,1.2809,OC[C@@]1(CN(C[C@@H]1c1ccc(cc1)OC)C)[N+](=O)[O-]
MICMAM,1.4432,CCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MICMEQ,1.3773,CCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MICMIU,1.3317,CCCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MIFWOO,1.4167,O=C1Nc2n[nH]c(c2[C@@H](C1)c1ccc(cc1)[N+](=O)[O-])C
MIMPOQ,1.3627,[O-][N+](=O)C[C@H]1ON=C(C1)c1ccccc1
MIMYUF,1.3623,N#Cc1c(N)nc2c(c1c1ccc(cc1)[N+](=O)[O-])ccc1c2cccc1
MINHAV,1.7418,[O-][N+](=O)Nc1nnc2n(n1)cnn2
MINPAB,1.3008,Cc1ccc(c(c1)C)/N=C/c1ccccc1[N+](=O)[O-]
