ID,DetoD(m/s),smiles
KADZIY,4265,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-]
KAGDEB,3854,CN/C(=C(/c1ccccc1)\[N+](=O)[O-])/c1ccccc1
KAHHUY,8394,[O-][N+](=O)c1c(N)[nH]nc1[N+](=O)[O-]
KAHSAP,4529,O=C(c1ccccn1)Nc1ccc(cc1)[N+](=O)[O-]
KAJFAD,5809,[O-][N+](=O)C1=C/C(=[NH+]\CC)/[N+](=O)C=C1
KAKNEP,3797,CCc1ccc(nc1)C[C@@H](c1ccc(cc1)[N+](=O)[O-])O
KAPCAF,4173,[O-][N+](=O)c1ccc2c(c1)c(C)c([nH]2)C
KARJOC,4344,[O-][N+](=O)c1ccc2c(c1)C(=NCN2)c1ccccc1
KASBAH,5241,N#CN([N+](=O)[O-])Cc1ccccc1
KASBEL,6902,N#CN([N+](=O)[O-])CCCCN([N+](=O)[O-])C#N
KATCIS,4901,O=C(c1ccc(cc1)[N+](=O)[O-])CCn1ncnc1
KATGAO,4669,O=C(c1ccccc1)N/N=C/c1cc(ccc1O)[N+](=O)[O-]
KATNID,3868,Cc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-]
KAVFUI01,8108,[O-][N+](=O)n1cnc(c1)[N+](=O)[O-]
KAWQAD,4028,COc1ccc(cc1)n1c(C=O)cc(c1c1ccc(cc1)[N+](=O)[O-])C=O
KAWTOR,4617,OCc1cccc(c1)N(Cc1cccc(c1)[N+](=O)[O-])O
KAXLOK,4717,COC[C@@H]1CCCN1/C=C(/[N+](=O)[O-])\C
KAXLOL,6623,[O-][N+](=O)c1cc(C)c(c(c1C)[N+](=O)[O-])[N+](=O)[O-]
KAYTUZ,4871,NCCNc1ccc(cc1)[N+](=O)[O-]
KAYVAH,5880,[O-][N+](=O)c1cc(ccc1n1cccn1)[N+](=O)[O-]
KECTAN,6402,COC(=O)[C@@H]([C@H](C(=O)OC)O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEDWUO,5461,[O-][N+](=O)c1cc(C(=O)O)c(cc1C(=O)O)N
KEFJUD,4277,O=C(c1ccccc1)Nc1ccc(cc1C1=NCCO1)[N+](=O)[O-]
KEFLEM06,4088,Nc1ccc(cc1)c1ccc(cc1)[N+](=O)[O-]
KEFTIY,6629,[O-][N+](=O)O[C@H]1[C@H]([N+](=O)[O-])C(=C[C@@H]([C@@]1(C)[N+](=O)[O-])[N+](=O)[O-])C(C)C
KEFYOK,4850,[O-][N+](=O)c1cccc(c1N)C
KEJGIP,6516,CCOC(=O)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEMREZ,5092,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-]
KEMTIF,7939,[O-][N+](=O)N1CN(CC2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KENCEM,4283,CC(=O)NCCc1c[nH]c2c1c(ccc2)[N+](=O)[O-]
KENFUH,9098,[O-][N+](=O)c1nc(n(n1)C([N+](=O)[O-])[N+](=O)[O-])c1nc(nn1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KEPDUF,5050,[O-][N+](=O)/N=C/1\NCCN1Cc1noc(c1)c1ccccc1
KEPFAN,4766,Cc1ccc(cc1)c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
KEPFER,5157,COc1ccccc1c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-]
KEPVIK,4511,[O-][N+](=O)c1c(cc2c3c1c1ccccc1c3ccc2)[N+](=O)[O-]
KEQXOV,5340,CCN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(CC)CC)CC
KETYEO,6007,O=c1cc(C)c2c(o1)cc(c(c2[N+](=O)[O-])O)[N+](=O)[O-]
KEZMEK,4405,Cc1ncc(n1C)c1ccc(cc1)[N+](=O)[O-]
KIBGIO,5158,O=[N+]1C=C(C=C/C/1=[NH+]\C(=O)NC(C)(C)C)[N+](=O)[O-]
KIBGOU,4373,O=C(NC(C)(C)C)Nc1ccc(cn1)[N+](=O)[O-]
KIBMIU,8326,[O-][N+](=O)C(/C(=N/c1nnnn1C)/N)([N+](=O)[O-])[N+](=O)[O-]
KIBSAS01,7756,Nc1onc(n1)c1nonc1[N+](=O)[O-]
KIKKIZ,4257,O=C1N[C@H]([C@H]1Oc1ccccc1)c1ccc(cc1)[N+](=O)[O-]
KIKNEY,6350,NNc1n(C)nc(c1[N+](=O)[O-])C
KIMQEF,4350,[O-][N+](=O)c1ccc(nc1)Nc1cccc2c1nccc2
KIRCAP,7580,COC(=O)[C@H]1ON2O[C@H]1c1cc(cc(c1C2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
KIRHIC,4324,C#CCCCc1ncc(cn1)c1ccc(cc1)[N+](=O)[O-]
KIRHOI,5161,N#CC(c1ncc(cn1)[N+](=O)[O-])(C#N)CCC#C
KIWLAG,5112,COC(=O)Nc1ccc(cc1[N+](=O)[O-])OC
KIZCUT,7755,[O-][N+](=O)NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KOBQOH,5101,CC(C[C@H](C(=O)O)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
KOBXOO,7477,[O-][N+](=O)c1c(N)[nH][nH]c1=O
KODHUG,5921,OC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KODJAO,6033,OC(=O)/C=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
KOFDUF,5918,OCCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KOFKAR,7255,[O-][N+](=O)N1CCCN(C1)[N+](=O)[O-]
KOFKEV,6982,[O-][N+](=O)N1CCCCN(C1)[N+](=O)[O-]
KOFKIZ,8048,O=NN1CN(CCN(C1)[N+](=O)[O-])[N+](=O)[O-]
KOFKUM,4697,[O-][N+](=O)c1ccc(cc1)/C=C\c1cccc(c1)[N+](=O)[O-]
KOHPAY,4033,O=C1CC(C)(C)CC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-]
KOKCOC,5317,[O-][N+](=O)c1cc(cc(c1Oc1ccc2c3c1C(=O)C=Cc3ccc2)[N+](=O)[O-])[N+](=O)[O-]
KOLVIS,5393,NC(=O)NNC(=O)c1ccc(cc1)[N+](=O)[O-]
KOMHAV,6752,[O-][N+](=O)c1c[nH]cn1
KOTSIV,5228,COc1cc(ccc1N)[N+](=O)[O-]
KOVGIL,6450,CN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(C)C)C
KOVGUX,5012,[O-][N+](=O)C(=C(Nc1ccccc1)Nc1ccccc1)[N+](=O)[O-]
KOVHAE,7496,[O-][N+](=O)C(=C1NCCN1)[N+](=O)[O-]
KOVHIM,6676,[O-][N+](=O)C(=C1NCCCCN1)[N+](=O)[O-]
KOWRUJ,6657,[O-][N+](=O)[C@@H]1C=C[C@@H](c2c1cccc2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUBPAY,8822,[O-][N+](=O)N1CCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUBPIG,8450,[O-][N+](=O)N1CCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUBPOM,8198,[O-][N+](=O)N1CCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUBPUS,7285,[O-][N+](=O)N1CCCCNC1=C([N+](=O)[O-])[N+](=O)[O-]
KUFLUU01,4424,COc1cccc(c1O)/C=N/c1cccc(c1)[N+](=O)[O-]
KUGSEM,3726,[O-][N+](=O)c1cccc(c1)c1cc2c(n1c1ccccn1)cccc2
KUGYAM,7099,[O-][N+](=O)N1CN(CN([C@@H]2[C@H]1N(CN2C(=O)C)C(=O)C)[N+](=O)[O-])[N+](=O)[O-]
KUHCEW,3992,Cc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
KUHKAB,4783,N#CC([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
KUHKEF,4408,CCOC(=O)[C@@H]([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N
KUHVUE,5740,COC(=O)/C(=[N+]\1/N=[n+]2c(=C1C)cccc2)/C=C([N+](=O)[O-])[N+](=O)[O-]
KUNLAG,3748,O=C(Nc1cc(C)cc(n1)C)Cc1cccc(c1)[N+](=O)[O-]
KUPCIJ,8249,[O-][N+](=O)NC(=O)OCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
KUTKOA,4950,[O-][N+](=O)/N=C/1\NCN(CN1C)Cc1ccccc1
KUWGOZ,4128,CC(n1nccc1c1ccc(cc1)[N+](=O)[O-])(C)C
KUZBAJ,4336,CCOC(=O)/C(=C/c1cc(ccc1N1CCCC1)[N+](=O)[O-])/C#N
KUZJUL,4839,[O-][N+](=O)c1cccc(c1)/C=N/c1onc(c1C)C
KUZVUX02,5069,[O-][N+](=O)c1cn(c(n1)C)CC(=O)OCC
LABJON01,6030,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-]
LABLOP,4710,Cn1cnc(c1NCc1ccccc1)[N+](=O)[O-]
LACLAC,5999,[O-][N+](=O)c1cc(C(=O)N)c(c(c1)[N+](=O)[O-])C
LAGGAE,4383,Oc1ccccc1/C=N/c1ccc(cc1)[N+](=O)[O-]
LAGVEU,6090,CC(=O)O[C@H]1N([N+](=O)[O-])c2ccccc2C(=O)N1[N+](=O)[O-]
LAGZUR,4389,O=C(C(C)C)NC1=C([N+](=O)[O-])C(=O)c2c(C1=O)cccc2
LAHCEC,5109,OC(=O)CNc1ccc(cc1)[N+](=O)[O-]
LAJFAF,4720,COCCNC(=O)Nc1ccc(cc1)[N+](=O)[O-]
LALQIZ,4806,CC(=O)C(=NNc1c(C)cccc1[N+](=O)[O-])C(=O)C
LANFIR,4662,Oc1ccc(c(c1)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-]
LANHIR,3682,[O-][N+](=O)c1ccc(cc1)/C=C/c1cc2c(n1C)cccc2
LANLOC,5337,CC(OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
LANTIF,4865,C/C(=N\N=C(\c1cccc(c1)[N+](=O)[O-])/C)/c1cccc(c1)[N+](=O)[O-]
LANWUU,5030,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
LAPCUC,5156,O=C(c1cccc(c1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-]
LAPVAC,6777,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
LAPVEG,6712,COc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
LAPVIK,7114,[O-][N+](=O)c1cc(cc(c1N)[N+](=O)[O-])n1cnnn1
LAPVOQ,5706,Cc1ccc(cc1n1cnnn1)[N+](=O)[O-]
LAPVUW,7744,[O-][N+](=O)Nc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-]
LAPWAD,7209,N#[N+]/N=C/1\C(=C/C(=[N+]/2\C=NN=N2)/C=C1[N+](=O)[O-])[N+](=O)[O-]
LAPWEH,6403,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cnnn1)C
LAPWIL,6568,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])n1cnnn1
LAPWOR,7730,[O-][N+](=O)c1cc(cc(c1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1
LAPWUX,6780,COc1cc(n2cnnn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
LAPYUY,4512,O=C(Nc1ccc(cc1[N+](=O)[O-])C)CCC(=O)O
LAQKIZ,5425,C[C@@H]([C@H](c1ccc(cc1)[N+](=O)[O-])O)[N+](=O)[O-]
LATWOS,5934,O=C(c1c2nonc2c(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)c1ccccc1
LEBGEE,5785,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
LECVAQ,5718,[O-][N+](=O)c1cc(cc2c1N(N=C(O2)c1ccco1)C(=O)c1ccco1)[N+](=O)[O-]
LEDYOK,4888,COC(=O)CNC(=O)c1ccc(c(c1)[N+](=O)[O-])OC
LEFCEG,5372,C/C(=C\c1ccccc1[N+](=O)[O-])/[N+](=O)[O-]
LEFHAH,5455,COc1c(C(=O)N[C@H](C(=O)OC)C)c(OC)c(cc1[N+](=O)[O-])[N+](=O)[O-]
LEFRAP,8167,[O-][N+](=O)C1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LEFRET,7086,OC(=O)CCC1(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
LEFZED,4160,CC(=O)Nc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-]
LEHNIW,6136,[O-][N+](=O)c1c[nH]c(=O)n(c1=O)C
LEJKOA,6695,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1C[C@H]([C@@H]42)C3([N+](=O)[O-])[N+](=O)[O-]
LEKHUE,5498,[O-][N+](=O)c1nc([nH]c1C)C
LEKLOC,4114,O=Cc1ccccc1CCNc1ccccc1[N+](=O)[O-]
LEMSAA,4425,COc1c(OC)cccc1C(=O)Nc1ccc(cc1)[N+](=O)[O-]
LEQTAC,5218,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-]
LESLIG,4507,COC(=O)c1cc(NC(=O)c2ccc(cc2)[N+](=O)[O-])c(cc1O)O
LEVKEE,4872,CC([C@@H]([N+](=O)[O-])Cc1ccccc1)([N+](=O)[O-])C
LEVNUW,4431,[O-][N+](=O)c1ccc(cc1)NCc1ccncc1
LEWGEA,4560,CCN1C(=O)c2c(C1=O)cc(cc2)[N+](=O)[O-]
LEWJUS,5686,[O-][N+](=O)C[C@]1(O)C(=O)c2cc(ccc2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-]
LEXYUK,4489,CCOC(=O)c1oc2c(c1N1C(=O)CCC1=O)cc(cc2)[N+](=O)[O-]
LEZNUZ,5310,O=C1ON=C(/C/1=N/Nc1ccc(cc1)[N+](=O)[O-])C
LEZPEL,4599,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1)[N+](=O)[O-])c1ccccc1
LIBMUF,4577,COc1ccc(c(c1)O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/C
LIBXEZ,4469,[O-][N+](=O)c1ccc2c(c1)cn(n2)c1ccccc1
LIHWEF,4502,O=C1O[C@H]2CCC[C@@H]2C(=O)N1c1ccc(cc1)[N+](=O)[O-]
LIJKEV,5235,[O-][N+](=O)c1cn(c(n1)C)c1cccnc1
LIJQEB,3919,N#C/C(=C\c1c[nH]c2c1cccc2)/c1ccc(cc1)[N+](=O)[O-]
LILJUL,5066,[O-][N+](=O)c1cc(ccc1/C=C/c1ccc2c(c1)OCO2)[N+](=O)[O-]
LINHUL,5469,[O-][N+](=O)[C@]12C[C@H]3C[C@@]2(C[C@@H](C1)C3)[N+](=O)[O-]
LINJAT,6291,[O-][N+](=O)[C@@H]1[C@@H]2C[C@@]3(C[C@H]1C[C@@]3(C2)[N+](=O)[O-])[N+](=O)[O-]
LINVUZ,4743,COc1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N
LIPRIO,4898,Cc1ccc(cc1)/[NH+]=C/1\C=CC(=C[N+]1=O)[N+](=O)[O-]
LIPVEN,3869,[O-][N+](=O)c1cccc(c1)/C=C/c1ccc2c(n1)c(O)ccc2
LIQDEW,4664,[O-][N+](=O)c1cnc(nc1)NCc1ccccc1
LIQKEC,5301,O=C(c1n[nH]cn1)N/N=C/c1cccc(c1)[N+](=O)[O-]
LIVWET02,4635,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
LIXWAS,4527,COc1ccc(cc1)/C=N/Nc1ccccc1[N+](=O)[O-]
LOBWIJ,4841,ON1C(=O)c2cc(ccc2CC1(C)C)[N+](=O)[O-]
LOFCEQ,5048,[O-][N+](=O)c1ccc2c(c1)n(nc2)CCn1ncc2c1cc(cc2)[N+](=O)[O-]
LOFSII,4626,O=C1/C(=C/Nc2ccc(cc2)[N+](=O)[O-])/C=CC=C1O
LOFSUV,4825,CCN1C(=O)/C(=N\Nc2ccccc2[N+](=O)[O-])/C(=C(C1=O)C#N)C
LOHGOE,3962,[O-][N+](=O)c1ccc2c3c1cccc3c(=O)n(c2=O)c1ccccc1
LOJBAN,4332,CCCNc1ccc(cc1)[N+](=O)[O-]
LOJBER,4030,CCCCNc1ccc(cc1)[N+](=O)[O-]
LOJBIV,3835,CCCCCNc1ccc(cc1)[N+](=O)[O-]
LOJKAX,4738,N#Cc1cccc(c1C)[N+](=O)[O-]
LOLFAT,8429,[O-][N+](=O)OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LOLFEX,7548,OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-]
LOLGAV01,4457,[O-][N+](=O)c1ccccc1n1nnc(c1)c1ccccc1
LOLGUP,4518,[O-][N+](=O)c1cccc(c1)n1nnc(c1)c1ccccc1
LOLHOK,4637,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)c1ccccc1
LOLJAX02,7713,O=C(C(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])N1CC(C1)([N+](=O)[O-])[N+](=O)[O-]
LONSAK,4696,O=C1CCC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
LORJAD,5610,CCOC(=O)/C(=C/N/N=C\1/N(C)C(=O)N(C(=O)/C1=N\O)C)/[N+](=O)[O-]
LORNAI,4610,N#CCc1cccc(c1C)[N+](=O)[O-]
LOZZEH,4875,CN([N+](=O)[O-])CN1C(=O)c2c(C1=O)cccc2
LOZZIL,7926,[O-][N+](=O)NCN([N+](=O)[O-])C
LUDFAR,5959,O=C/C=C/O/C=C/c1noc(c1)[N+](=O)[O-]
LUDGAS,4088,CN(c1ccc(cc1)C(=O)c1ccc(cc1)[N+](=O)[O-])C
LUFXIV,4213,CCCCCCc1nnn(c1)c1ccc(cc1)[N+](=O)[O-]
LUHPAF,6956,[O-][N+](=O)N1CCNC1=O
LULYEW,4231,O=C1C=CC(=C/C/1=C/NCc1ccccc1)[N+](=O)[O-]
LUTXAB,4766,CNC1=C(C=C2[C@@H](N1C)Oc1c(C2=O)cccc1)[N+](=O)[O-]
MABPAJ,4277,O=C1N[C@@H](Nc2c1cccc2)c1ccc(cc1)[N+](=O)[O-]
MABZNA02,4105,CN(c1ccc(cc1)/C=N/c1ccc(cc1)[N+](=O)[O-])C
MACINA10,4684,OC(=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])N(C)C
MADKOT,4962,O[C@@H]([C@H]([N+](=O)[O-])C)c1ccncc1
MADKUZ,4658,O[C@H](C([N+](=O)[O-])(C)C)c1ccncc1
MAJTIB,5399,O=C1NC(=O)c2c1cc(cc2)[N+](=O)[O-]
MAMGEM,4610,[O-][N+](=O)C(=C(c1ccccc1)c1ccccc1)[N+](=O)[O-]
MANXUW,4382,[O-][N+](=O)c1cc2O[C@@H](CNc2cc1)OCCCC
MAPFOZ,4433,COc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O
MAPFUF,4290,CCOc1cccc(c1O)/C=N/c1ccc(cc1)[N+](=O)[O-]
MAPPUQ,6453,CC(=O)O[C@H]1NC(=C([N+](=O)[O-])[N+](=O)[O-])N[C@@H]1OC(=O)C
MATCUF,4813,O=c1nc(N(c2ccc(cc2)[N+](=O)[O-])C)n(c(=O)n1C)C
MATDEQ,4756,O=c1n(C)c(=Nc2ccc(cc2)[N+](=O)[O-])n(c(=O)n1C)C
MAYKAB,4667,C#CCN1[C@@H](C[N+](=O)[O-])[C@H]2[C@@H]([C@H]1[C@@H](O)C)OC(O2)(C)C
MAYKEF,4328,O[C@@H]1CN2C[C@@H]([C@@H]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)[N+](=O)[O-])C
MAYKIJ,4896,O[C@@H]1CN2C[C@H]3[C@@]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)(C3)[N+](=O)[O-]
MAYKOP,4265,O[C@@H]1CN2C[C@H]([C@H]([C@@H]2[C@@H]2[C@H]1OC(O2)(C)C)[N+](=O)[O-])C
MAYKUV,4500,C[C@@H]([C@@H]1[C@H]2OC(O[C@H]2[C@H]2N1C[C@H]1[C@@]2(C1)[N+](=O)[O-])(C)C)O
MAZXEQ,4782,O=C1[C@H]2C[C@@H](c3c1cc(cc3)[N+](=O)[O-])C(=O)c1c2ccc(c1)[N+](=O)[O-]
MAZZOD,4573,O=C(Nc1cccc(c1)[N+](=O)[O-])CCC(=O)O
MEDNEQ,6734,[O-][N+](=O)c1cc2n3c(n[nH]c3=O)COc2c(c1)[N+](=O)[O-]
MEDNIU,5726,[O-][N+](=O)c1cc2n3c(COc2c(c1)[N+](=O)[O-])nn(c3=O)/C(=C(/O)\C)/C(=O)C
MEGMIV,4455,O[C@H]1CCN(C1)/C(=N/C(=O)OCc1ccc(cc1)[N+](=O)[O-])/C
MEKRAV,4201,O=C1NC(=C([C@@H](C1)c1cccc(c1)[N+](=O)[O-])C(=O)C)C
MEMDIS,4929,[O-][N+](=O)c1ccc(cc1)C1=CO[C@@H]2O[C@H]1OC=C2c1ccc(cc1)[N+](=O)[O-]
MENBEN,4094,[O-][N+](=O)c1ccccc1/C=N/c1ccccc1
MENFXN,8047,[O-][N+](=O)C1=C(C)[N+](=O)O[N-]1
MENOIM,5990,[O-][N+](=O)c1c[nH]c(n1)C
MENPND10,5936,COC(=O)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)OC
MENPPO,4378,O=C1C[C@@H](C(=O)N1C)c1ccccc1[N+](=O)[O-]
MEPFOD,4142,CCN(CCN/C=C\1/C=C(C=CC1=O)[N+](=O)[O-])CC
MEPQAA,5180,[O-][N+](=O)c1ccc(c2c1non2)NCCc1ccccn1
MEQVIO,3844,CCc1ccc(nc1)CCOc1ccc(cc1)[N+](=O)[O-]
MERMEE,7714,N#[N+][N-]C1=C([N+](=O)[O-])/C(=N/[N+]#N)/C(=[N+]\2/N=CN=C2)/C(=C1[N+](=O)[O-])[N-][N+]#N
MERMOO,6397,[O-][N+](=O)c1c(n2cncn2)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
MERVEN,6497,[O-][N+](=O)c1c(N)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N
METNAM01,6827,CN([N+](=O)[O-])C
MEWLIL,4666,C=CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-]
MEWSAK,8762,[O-][N+](=O)C(CO[N+](=O)[O-])CO[N+](=O)[O-]
MEWTUF,4316,OC[C@@]1(CN(C[C@@H]1c1ccc(cc1)OC)C)[N+](=O)[O-]
MICMAM,5587,CCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MICMEQ,5313,CCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MICMIU,5084,CCCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MIFWOO,4461,O=C1Nc2n[nH]c(c2[C@@H](C1)c1ccc(cc1)[N+](=O)[O-])C
MIMPOQ,4866,[O-][N+](=O)C[C@H]1ON=C(C1)c1ccccc1
MIMYUF,3680,N#Cc1c(N)nc2c(c1c1ccc(cc1)[N+](=O)[O-])ccc1c2cccc1
MINHAV,8047,[O-][N+](=O)Nc1nnc2n(n1)cnn2
MINPAB,3851,Cc1ccc(c(c1)C)/N=C/c1ccccc1[N+](=O)[O-]
MINPEF,3775,Cc1ccc(c(c1)C)/N=C/c1cccc(c1)[N+](=O)[O-]
MIQNOP,4447,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@H]1C[C@H]2C[C@@H]1c1c2cccc1
MIYDII,5749,OC(=O)[C@@H]1CCCN/C(=N/[N+](=O)[O-])/N1
MNABTZ10,4767,C[n+]1nc([N-]c2ccccc2[N+](=O)[O-])c2c(n1)cccc2
MNETAM01,5873,CN(/C=C/[N+](=O)[O-])C
MNHCHA,6273,[O-][N+](=O)[C@@]12C[C@@H]1[C@]1(C[C@H]1C[C@@]2(O)C(=O)O)[N+](=O)[O-]
MNIANL05,5149,Nc1cccc(c1)[N+](=O)[O-]
MNIMET,5572,OCCn1c(C)ncc1[N+](=O)[O-]
MNIPZN,4272,Cc1ccc(c(c1)[N+](=O)[O-])N/N=C/1\C(=O)C=Cc2c1cccc2
MNPMAL01,5040,O=C(Nc1cccc(c1)[N+](=O)[O-])/C=C\C(=O)O
MNQUON10,5183,COc1cc([N+](=O)[O-])c2c(c1=O)ccc[nH]2
MOCJUK01,7556,[O-][N+](=O)c1cc(cc(c1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MODPOL,5687,[O-][N+](=O)c1cc(ccc1C)c1nnn[nH]1
MOHZEQ,4421,Cc1ccc(cc1)N/N=C\1/C(=NN(C1=O)c1cccc(c1)[N+](=O)[O-])C
MOKLAA,4398,CNC(=O)Oc1cc(ccc1OC(C)C)[N+](=O)[O-]
MOLFID,4024,O=C1C=CC(=C/C/1=C/NCCN1CCCCC1)[N+](=O)[O-]
MOMHAZ,4612,[O-][N+](=O)c1ccc(cc1)c1nnn2c1COCc1c2cccc1
MONLAE,4011,[O-][N+](=O)c1ccc(cc1)/N=C/1\OC(=O)c2c3c1cccc3ccc2
MOPHIK,4707,O=C(c1cc(cn1C)[N+](=O)[O-])N/N=C/c1ccccc1
MOQNIQ,3731,[O-][N+](=O)C[C@@H]([C@@]1(N=C(C(=O)O1)C)c1ccccc1)c1ccccc1
MOSLUC,4409,COc1ccc(cc1)/N=C/c1cc(ccc1O)[N+](=O)[O-]
MOTJOU,5162,COc1ccc(cc1)N([N+](=O)[O-])C
MOZLUJ,4206,CCCNC(=O)c1ccccc1[N+](=O)[O-]
MTNANL,7746,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MTNOAN10,6471,CC(=O)N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C
MUBGUM,4682,O=C1C=CC(=C/C/1=C/NCCN1CCOCC1)[N+](=O)[O-]
MUBKEA,4321,O=C([C@H]1O[C@H]1c1ccc(cc1)[N+](=O)[O-])Nc1ccccc1
MUBROR,4024,[O-][N+](=O)c1ccc(cc1)COc1ccc2c(c1)cccn2
MUCGUN,5337,O=C(c1ccc(cc1)[N+](=O)[O-])NNC(=O)c1ccc(cc1)[N+](=O)[O-]
MUDWEO01,4529,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1Nc1ccccc1)Nc1ccccc1
MUDYOA,4817,Oc1ccc(c(c1)O)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
MUFJOO,4741,O=Cc1c(ccc2c1cccc2)Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MUFKUV,4638,[O-][N+](=O)c1cc(ccc1Oc1ccc2c(c1)cccc2)[N+](=O)[O-]
MUGNUX01,8151,[O-][N+](=O)N1[C@@H]2O[C@H]3O[C@@H]2N([C@H]2[C@@H]1O[C@@H]3O2)[N+](=O)[O-]
MUGSEM,3970,O=C1Cc2ccccc2[C@H](N1)c1ccc(cc1)[N+](=O)[O-]
