ID,DetoT(K),smiles,DetoT
JEXMII,4302,[O-][N+](=O)N1CCN([C@@H]2[C@@H]1N(CCN2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],4.302
JIDBIH,1918,[O-][N+](=O)C1(CCCCC1)C1(CCCCC1)[N+](=O)[O-],1.918
JIJROJ,3538,CO[C@@H]1O[C@H](CO[N+](=O)[O-])[C@H]([C@@H]([C@H]1O[N+](=O)[O-])O)O[N+](=O)[O-],3.538
JILKEU,2676,N#C[C@]1([N+](=O)[O-])[C@H]2[C@@H]1[C@@H]1C[C@H]2C=C1,2.676
JINYEK,2787,CN1N=NN(C(/C/1=N/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(C)C)C,2.787
JIPSAF,3627,[O-][N+](=O)c1nonc1Nc1nnc2n(n1)cnn2,3.627
JIRTAG,964,[O-][N+](=O)c1ccc(cc1)/C=C/n1c2ccccc2c2c1cccc2,0.964
JITLUT,1360,CC(N1CCCO[C@@H]1c1ccc(cc1)[N+](=O)[O-])C,1.36
JIZJIL,2461,[O-][N+](=O)c1cnc(n1C)C,2.461
JODHOA,2393,[O-][N+](=O)c1ccc(cc1)n1nnnc1N,2.393
JODSEA,1120,O=C(Cc1ccccc1)Nc1ccc(cc1)[N+](=O)[O-],1.12
JOFGER,1576,COc1cc2n(cnc2c(c1)[N+](=O)[O-])C(C)C,1.576
JOFGUH,1547,COc1cccc(c1)/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/C,1.547
JOHBUD01,3846,[O-][N+](=O)[C@H]1[C@@H](C21CC2)[N+](=O)[O-],3.846
JOKLIG,1422,CNC1=C([N+](=O)[O-])[C@@H](c2c(O1)[nH]nc2C)c1ccc(cc1)C,1.422
JOKQOR,1930,CC(=O)Nc1ccc(cc1[N+](=O)[O-])c1[nH]nnn1,1.93
JOKTIM,2366,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])[C@]2(C(=C1)[N+](=O)[O-])OCc1[n+]2cccc1,2.366
JOLNED,2591,CN(/N=N/c1ccc(cc1)[N+](=O)[O-])C,2.591
JOPNAD,4829,[O-][N+](=O)[N-][N@+]12CC[N@+](CC1)(CC2)[N-][N+](=O)[O-],4.829
JOPNUX,1741,[O-][N+](=O)c1ccc2c(c1)NCCOCCNCCO2,1.741
JORBUN,3886,[O-][N+](=O)C(C([N+](=O)[O-])(C)C)([N+](=O)[O-])C,3.886
JORCAU,3706,CCC(C([N+](=O)[O-])(C)C)([N+](=O)[O-])[N+](=O)[O-],3.706
JOTDOL,1616,CCC(=O)N1CN([C@@H]2[C@H]1OCN2[N+](=O)[O-])C(=O)CC,1.616
JOTFED,2599,CC(=O)N1CN([C@H]2[C@@H]1N(CN2[N+](=O)[O-])[N+](=O)[O-])C(=O)C,2.599
JOWWIB,3135,[O-][N+](=O)c1n[nH]c(n1)N,3.135
JOYRAQ,1285,C=CCn1c(nc2c(c1=O)cccn2)c1ccc(cc1)[N+](=O)[O-],1.285
JUBCOY,2105,[O-][N+](=O)c1cccnc1c1ncccc1[N+](=O)[O-],2.105
JUFKIE,2266,[O-][N+](=O)C1=C[N-][C@]2(C(=C1)[N+](=O)[O-])N(C)C1=CC=CC=CC1=[N+]2C,2.266
JUFLAX,1184,O=C(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])Oc1ccc2c3c1C(=O)C=Cc3ccc2,1.184
JULGUS,1998,C/C(=N\N=C(\c1ccccc1[N+](=O)[O-])/C)/c1ccccc1[N+](=O)[O-],1.998
JULHAZ,1983,C/C(=N/N=C(/c1ccccc1[N+](=O)[O-])\C)/c1ccccc1[N+](=O)[O-],1.983
JULHED,2053,[O-][N+](=O)c1ccccc1/C=N/N=C/c1ccccc1[N+](=O)[O-],2.053
JULWAO20,1356,[O-][N+](=O)c1ccc(cc1)/N=N/C1(C)C(=O)c2c(C1=O)cccc2,1.356
JUMFAA,3236,CC(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-],3.236
JUNBEB,3657,[O-][N+](=O)c1nnc2n(c1N)nc(c2[N+](=O)[O-])[N+](=O)[O-],3.657
JUPRIV,3124,[O-][N+](=O)c1cc(cc(c1N(C)C)[N+](=O)[O-])[N+](=O)[O-],3.124
JUPROB,3112,CNc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.112
JUPSES,3105,COc1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],3.105
JUTGEK,4303,[O-][N+](=O)CC[N+](=O)[O-],4.303
JUVMIW01,3568,[O-][N+](=O)C1(C[C@H]2C[C@@H]1CC2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.568
JUVMUI,3385,[O-][N+](=O)C1(C[C@@H]2[C@H](C1)CC(C2)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.385
JUVNAP,3740,[O-][N+](=O)C1(CCC(CC1)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.74
JUXBOV,2047,CONC(=O)Nc1ccc(cc1)[N+](=O)[O-],2.047
KABGIF,1402,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1OC(=O)C,1.402
KABNEI,2034,N#Cc1ccc(cc1)/C=C\c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.034
KADZEU,1140,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-],1.14
KADZIY,1140,O=C(c1ccccc1O)Nc1ccc(cc1)[N+](=O)[O-],1.14
KAGDEB,1287,CN/C(=C(/c1ccccc1)\[N+](=O)[O-])/c1ccccc1,1.287
KAHHUY,3664,[O-][N+](=O)c1c(N)[nH]nc1[N+](=O)[O-],3.664
KAHSAP,1264,O=C(c1ccccn1)Nc1ccc(cc1)[N+](=O)[O-],1.264
KAJFAD,2706,[O-][N+](=O)C1=C/C(=[NH+]\CC)/[N+](=O)C=C1,2.706
KAKNEP,1111,CCc1ccc(nc1)C[C@@H](c1ccc(cc1)[N+](=O)[O-])O,1.111
KAPCAF,1310,[O-][N+](=O)c1ccc2c(c1)c(C)c([nH]2)C,1.31
KARJOC,1351,[O-][N+](=O)c1ccc2c(c1)C(=NCN2)c1ccccc1,1.351
KASBAH,2397,N#CN([N+](=O)[O-])Cc1ccccc1,2.397
KASBEL,3768,N#CN([N+](=O)[O-])CCCCN([N+](=O)[O-])C#N,3.768
KATCIS,1649,O=C(c1ccc(cc1)[N+](=O)[O-])CCn1ncnc1,1.649
KATGAO,1388,O=C(c1ccccc1)N/N=C/c1cc(ccc1O)[N+](=O)[O-],1.388
KATNID,1344,Cc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-],1.344
KAVFUI01,3802,[O-][N+](=O)n1cnc(c1)[N+](=O)[O-],3.802
KAWQAD,1161,COc1ccc(cc1)n1c(C=O)cc(c1c1ccc(cc1)[N+](=O)[O-])C=O,1.161
KAWTOR,1666,OCc1cccc(c1)N(Cc1cccc(c1)[N+](=O)[O-])O,1.666
KAXLOK,2005,COC[C@@H]1CCCN1/C=C(/[N+](=O)[O-])\C,2.005
KAXLOL,2933,[O-][N+](=O)c1cc(C)c(c(c1C)[N+](=O)[O-])[N+](=O)[O-],2.933
KAYTUZ,1854,NCCNc1ccc(cc1)[N+](=O)[O-],1.854
KAYVAH,2352,[O-][N+](=O)c1cc(ccc1n1cccn1)[N+](=O)[O-],2.352
KECTAN,2195,COC(=O)[C@@H]([C@H](C(=O)OC)O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.195
KEDWUO,1175,[O-][N+](=O)c1cc(C(=O)O)c(cc1C(=O)O)N,1.175
KEFJUD,1147,O=C(c1ccccc1)Nc1ccc(cc1C1=NCCO1)[N+](=O)[O-],1.147
KEFLEM06,1284,Nc1ccc(cc1)c1ccc(cc1)[N+](=O)[O-],1.284
KEFTIY,3350,[O-][N+](=O)O[C@H]1[C@H]([N+](=O)[O-])C(=C[C@@H]([C@@]1(C)[N+](=O)[O-])[N+](=O)[O-])C(C)C,3.35
KEFYOK,1833,[O-][N+](=O)c1cccc(c1N)C,1.833
KEJGIP,2500,CCOC(=O)Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.5
KEMREZ,1616,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ccc(cc1)[N+](=O)[O-],1.616
KEMTIF,4036,[O-][N+](=O)N1CN(CC2(C1)CN(CN(C2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],4.036
KENCEM,1182,CC(=O)NCCc1c[nH]c2c1c(ccc2)[N+](=O)[O-],1.182
KENFUH,3985,[O-][N+](=O)c1nc(n(n1)C([N+](=O)[O-])[N+](=O)[O-])c1nc(nn1C([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.985
KEPDUF,1900,[O-][N+](=O)/N=C/1\NCCN1Cc1noc(c1)c1ccccc1,1.9
KEPFAN,1792,Cc1ccc(cc1)c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-],1.792
KEPFER,1877,COc1ccccc1c1onc(c1)CN1CCN/C/1=N\[N+](=O)[O-],1.877
KEPVIK,1325,[O-][N+](=O)c1c(cc2c3c1c1ccccc1c3ccc2)[N+](=O)[O-],1.325
KEQXOV,2762,CCN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(CC)CC)CC,2.762
KETYEO,1867,O=c1cc(C)c2c(o1)cc(c(c2[N+](=O)[O-])O)[N+](=O)[O-],1.867
KEZMEK,1454,Cc1ncc(n1C)c1ccc(cc1)[N+](=O)[O-],1.454
KIBGIO,1903,O=[N+]1C=C(C=C/C/1=[NH+]\C(=O)NC(C)(C)C)[N+](=O)[O-],1.903
KIBGOU,1208,O=C(NC(C)(C)C)Nc1ccc(cn1)[N+](=O)[O-],1.208
KIBMIU,4010,[O-][N+](=O)C(/C(=N/c1nnnn1C)/N)([N+](=O)[O-])[N+](=O)[O-],4.01
KIBSAS01,3405,Nc1onc(n1)c1nonc1[N+](=O)[O-],3.405
KIKKIZ,1321,O=C1N[C@H]([C@H]1Oc1ccccc1)c1ccc(cc1)[N+](=O)[O-],1.321
KIKNEY,3080,NNc1n(C)nc(c1[N+](=O)[O-])C,3.08
KIMQEF,1293,[O-][N+](=O)c1ccc(nc1)Nc1cccc2c1nccc2,1.293
KIRCAP,3012,COC(=O)[C@H]1ON2O[C@H]1c1cc(cc(c1C2([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.012
KIRHIC,1711,C#CCCCc1ncc(cn1)c1ccc(cc1)[N+](=O)[O-],1.711
KIRHOI,2337,N#CC(c1ncc(cn1)[N+](=O)[O-])(C#N)CCC#C,2.337
KIWLAG,1597,COC(=O)Nc1ccc(cc1[N+](=O)[O-])OC,1.597
KIZCUT,2928,[O-][N+](=O)NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.928
KOBQOH,1632,CC(C[C@H](C(=O)O)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C,1.632
KOBXOO,2715,[O-][N+](=O)c1c(N)[nH][nH]c1=O,2.715
KODHUG,1976,OC(=O)/C=C/c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.976
KODJAO,2004,OC(=O)/C=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.004
KOFDUF,2099,OCCNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],2.099
KOFKAR,4007,[O-][N+](=O)N1CCCN(C1)[N+](=O)[O-],4.007
KOFKEV,3861,[O-][N+](=O)N1CCCCN(C1)[N+](=O)[O-],3.861
KOFKIZ,4343,O=NN1CN(CCN(C1)[N+](=O)[O-])[N+](=O)[O-],4.343
KOFKUM,1752,[O-][N+](=O)c1ccc(cc1)/C=C\c1cccc(c1)[N+](=O)[O-],1.752
KOHPAY,1113,O=C1CC(C)(C)CC(=O)C1=CNc1ccc(cc1)[N+](=O)[O-],1.113
KOKCOC,1616,[O-][N+](=O)c1cc(cc(c1Oc1ccc2c3c1C(=O)C=Cc3ccc2)[N+](=O)[O-])[N+](=O)[O-],1.616
KOLVIS,1638,NC(=O)NNC(=O)c1ccc(cc1)[N+](=O)[O-],1.638
KOMHAV,2658,[O-][N+](=O)c1c[nH]cn1,2.658
KOTSIV,1930,COc1cc(ccc1N)[N+](=O)[O-],1.93
KOVGIL,3730,CN(C(=C([N+](=O)[O-])[N+](=O)[O-])N(C)C)C,3.73
KOVGUX,2033,[O-][N+](=O)C(=C(Nc1ccccc1)Nc1ccccc1)[N+](=O)[O-],2.033
KOVHAE,3519,[O-][N+](=O)C(=C1NCCN1)[N+](=O)[O-],3.519
KOVHIM,3283,[O-][N+](=O)C(=C1NCCCCN1)[N+](=O)[O-],3.283
KOWRUJ,2913,[O-][N+](=O)[C@@H]1C=C[C@@H](c2c1cccc2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.913
KUBPAY,4504,[O-][N+](=O)N1CCN=C1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],4.504
KUBPIG,4207,[O-][N+](=O)N1CCNC1=C([N+](=O)[O-])[N+](=O)[O-],4.207
KUBPOM,4094,[O-][N+](=O)N1CCCNC1=C([N+](=O)[O-])[N+](=O)[O-],4.094
KUBPUS,3807,[O-][N+](=O)N1CCCCNC1=C([N+](=O)[O-])[N+](=O)[O-],3.807
KUFLUU01,1402,COc1cccc(c1O)/C=N/c1cccc(c1)[N+](=O)[O-],1.402
KUGSEM,1035,[O-][N+](=O)c1cccc(c1)c1cc2c(n1c1ccccn1)cccc2,1.035
KUGYAM,2993,[O-][N+](=O)N1CN(CN([C@@H]2[C@H]1N(CN2C(=O)C)C(=O)C)[N+](=O)[O-])[N+](=O)[O-],2.993
KUHCEW,1419,Cc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-],1.419
KUHKAB,1660,N#CC([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N,1.66
KUHKEF,1349,CCOC(=O)[C@@H]([C@@H]1C(=C(NC)Oc2c1cccc2)[N+](=O)[O-])C#N,1.349
KUHVUE,2281,COC(=O)/C(=[N+]\1/N=[n+]2c(=C1C)cccc2)/C=C([N+](=O)[O-])[N+](=O)[O-],2.281
KUNLAG,994,O=C(Nc1cc(C)cc(n1)C)Cc1cccc(c1)[N+](=O)[O-],0.994
KUPCIJ,3977,[O-][N+](=O)NC(=O)OCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.977
KUTKOA,1817,[O-][N+](=O)/N=C/1\NCN(CN1C)Cc1ccccc1,1.817
KUWGOZ,1432,CC(n1nccc1c1ccc(cc1)[N+](=O)[O-])(C)C,1.432
KUZBAJ,1374,CCOC(=O)/C(=C/c1cc(ccc1N1CCCC1)[N+](=O)[O-])/C#N,1.374
KUZJUL,1849,[O-][N+](=O)c1cccc(c1)/C=N/c1onc(c1C)C,1.849
KUZVUX02,1669,[O-][N+](=O)c1cn(c(n1)C)CC(=O)OCC,1.669
LABJON01,1861,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-],1.861
LABLOP,1621,Cn1cnc(c1NCc1ccccc1)[N+](=O)[O-],1.621
LACLAC,2176,[O-][N+](=O)c1cc(C(=O)N)c(c(c1)[N+](=O)[O-])C,2.176
LAGGAE,1392,Oc1ccccc1/C=N/c1ccc(cc1)[N+](=O)[O-],1.392
LAGVEU,2108,CC(=O)O[C@H]1N([N+](=O)[O-])c2ccccc2C(=O)N1[N+](=O)[O-],2.108
LAGZUR,1220,O=C(C(C)C)NC1=C([N+](=O)[O-])C(=O)c2c(C1=O)cccc2,1.22
LAHCEC,1459,OC(=O)CNc1ccc(cc1)[N+](=O)[O-],1.459
LAJFAF,1484,COCCNC(=O)Nc1ccc(cc1)[N+](=O)[O-],1.484
LALQIZ,1712,CC(=O)C(=NNc1c(C)cccc1[N+](=O)[O-])C(=O)C,1.712
LANFIR,1329,Oc1ccc(c(c1)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-],1.329
LANHIR,1151,[O-][N+](=O)c1ccc(cc1)/C=C/c1cc2c(n1C)cccc2,1.151
LANLOC,1961,CC(OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C,1.961
LANTIF,1919,C/C(=N\N=C(\c1cccc(c1)[N+](=O)[O-])/C)/c1cccc(c1)[N+](=O)[O-],1.919
LANWUU,1787,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-],1.787
LAPCUC,1788,O=C(c1cccc(c1)[N+](=O)[O-])N/N=C/c1cccc(c1)[N+](=O)[O-],1.788
LAPVAC,2816,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1,2.816
LAPVEG,2859,COc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-],2.859
LAPVIK,2821,[O-][N+](=O)c1cc(cc(c1N)[N+](=O)[O-])n1cnnn1,2.821
LAPVOQ,2327,Cc1ccc(cc1n1cnnn1)[N+](=O)[O-],2.327
LAPVUW,3333,[O-][N+](=O)Nc1c(cc(cc1[N+](=O)[O-])n1cnnn1)[N+](=O)[O-],3.333
LAPWAD,3221,N#[N+]/N=C/1\C(=C/C(=[N+]/2\C=NN=N2)/C=C1[N+](=O)[O-])[N+](=O)[O-],3.221
LAPWEH,2783,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cnnn1)C,2.783
LAPWIL,2757,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])n1cnnn1,2.757
LAPWOR,3267,[O-][N+](=O)c1cc(cc(c1[N+](=O)[O-])[N+](=O)[O-])n1cnnn1,3.267
LAPWUX,2855,COc1cc(n2cnnn2)c(cc1[N+](=O)[O-])[N+](=O)[O-],2.855
LAPYUY,1138,O=C(Nc1ccc(cc1[N+](=O)[O-])C)CCC(=O)O,1.138
LAQKIZ,2213,C[C@@H]([C@H](c1ccc(cc1)[N+](=O)[O-])O)[N+](=O)[O-],2.213
LATWOS,2034,O=C(c1c2nonc2c(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)c1ccccc1,2.034
LEBGEE,2643,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,2.643
LECVAQ,1761,[O-][N+](=O)c1cc(cc2c1N(N=C(O2)c1ccco1)C(=O)c1ccco1)[N+](=O)[O-],1.761
LEDYOK,1448,COC(=O)CNC(=O)c1ccc(c(c1)[N+](=O)[O-])OC,1.448
LEFCEG,2339,C/C(=C\c1ccccc1[N+](=O)[O-])/[N+](=O)[O-],2.339
LEFHAH,1957,COc1c(C(=O)N[C@H](C(=O)OC)C)c(OC)c(cc1[N+](=O)[O-])[N+](=O)[O-],1.957
LEFRAP,4265,[O-][N+](=O)C1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-],4.265
LEFRET,3153,OC(=O)CCC1(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.153
LEFZED,1193,CC(=O)Nc1ccc(cc1)Oc1ccc(cc1)[N+](=O)[O-],1.193
LEHNIW,1775,[O-][N+](=O)c1c[nH]c(=O)n(c1=O)C,1.775
LEJKOA,2873,[O-][N+](=O)C1([N+](=O)[O-])[C@@H]2C[C@H]3[C@H]4[C@@H]2[C@H]2[C@@H]1C[C@H]([C@@H]42)C3([N+](=O)[O-])[N+](=O)[O-],2.873
LEKHUE,2110,[O-][N+](=O)c1nc([nH]c1C)C,2.11
LEKLOC,1281,O=Cc1ccccc1CCNc1ccccc1[N+](=O)[O-],1.281
LEMSAA,1305,COc1c(OC)cccc1C(=O)Nc1ccc(cc1)[N+](=O)[O-],1.305
LEQTAC,1619,Oc1ccc(cc1)C(=O)N/N=C/c1ccc(o1)[N+](=O)[O-],1.619
LESLIG,1016,COC(=O)c1cc(NC(=O)c2ccc(cc2)[N+](=O)[O-])c(cc1O)O,1.016
LEVKEE,2173,CC([C@@H]([N+](=O)[O-])Cc1ccccc1)([N+](=O)[O-])C,2.173
LEVNUW,1480,[O-][N+](=O)c1ccc(cc1)NCc1ccncc1,1.48
LEWGEA,1230,CCN1C(=O)c2c(C1=O)cc(cc2)[N+](=O)[O-],1.23
LEWJUS,1776,[O-][N+](=O)C[C@]1(O)C(=O)c2cc(ccc2c2c1cc(cc2)[N+](=O)[O-])[N+](=O)[O-],1.776
LEXYUK,1039,CCOC(=O)c1oc2c(c1N1C(=O)CCC1=O)cc(cc2)[N+](=O)[O-],1.039
LEZNUZ,1992,O=C1ON=C(/C/1=N/Nc1ccc(cc1)[N+](=O)[O-])C,1.992
LEZPEL,1525,CC1=NN(C(=O)/C/1=N\Nc1ccc(cc1)[N+](=O)[O-])c1ccccc1,1.525
LIBMUF,1365,COc1ccc(c(c1)O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/C,1.365
LIBXEZ,1453,[O-][N+](=O)c1ccc2c(c1)cn(n2)c1ccccc1,1.453
LIHWEF,1173,O=C1O[C@H]2CCC[C@@H]2C(=O)N1c1ccc(cc1)[N+](=O)[O-],1.173
LIJKEV,1821,[O-][N+](=O)c1cn(c(n1)C)c1cccnc1,1.821
LIJQEB,1198,N#C/C(=C\c1c[nH]c2c1cccc2)/c1ccc(cc1)[N+](=O)[O-],1.198
LILJUL,1701,[O-][N+](=O)c1cc(ccc1/C=C/c1ccc2c(c1)OCO2)[N+](=O)[O-],1.701
LINHUL,2382,[O-][N+](=O)[C@]12C[C@H]3C[C@@]2(C[C@@H](C1)C3)[N+](=O)[O-],2.382
LINJAT,2731,[O-][N+](=O)[C@@H]1[C@@H]2C[C@@]3(C[C@H]1C[C@@]3(C2)[N+](=O)[O-])[N+](=O)[O-],2.731
LINVUZ,1903,COc1ccc(cc1)/C=C(/[N+](=O)[O-])\C#N,1.903
LIPRIO,1932,Cc1ccc(cc1)/[NH+]=C/1\C=CC(=C[N+]1=O)[N+](=O)[O-],1.932
LIPVEN,1105,[O-][N+](=O)c1cccc(c1)/C=C/c1ccc2c(n1)c(O)ccc2,1.105
LIQDEW,1602,[O-][N+](=O)c1cnc(nc1)NCc1ccccc1,1.602
LIQKEC,1856,O=C(c1n[nH]cn1)N/N=C/c1cccc(c1)[N+](=O)[O-],1.856
LIVWET02,1488,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,1.488
LIXWAS,1689,COc1ccc(cc1)/C=N/Nc1ccccc1[N+](=O)[O-],1.689
LOBWIJ,1624,ON1C(=O)c2cc(ccc2CC1(C)C)[N+](=O)[O-],1.624
LOFCEQ,1784,[O-][N+](=O)c1ccc2c(c1)n(nc2)CCn1ncc2c1cc(cc2)[N+](=O)[O-],1.784
LOFSII,1339,O=C1/C(=C/Nc2ccc(cc2)[N+](=O)[O-])/C=CC=C1O,1.339
LOFSUV,1454,CCN1C(=O)/C(=N\Nc2ccccc2[N+](=O)[O-])/C(=C(C1=O)C#N)C,1.454
LOHGOE,879,[O-][N+](=O)c1ccc2c3c1cccc3c(=O)n(c2=O)c1ccccc1,0.879
LOJBAN,1610,CCCNc1ccc(cc1)[N+](=O)[O-],1.61
LOJBER,1408,CCCCNc1ccc(cc1)[N+](=O)[O-],1.408
LOJBIV,1198,CCCCCNc1ccc(cc1)[N+](=O)[O-],1.198
LOJKAX,1866,N#Cc1cccc(c1C)[N+](=O)[O-],1.866
LOLFAT,4385,[O-][N+](=O)OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-],4.385
LOLFEX,3783,OC1CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-],3.783
LOLGAV01,1575,[O-][N+](=O)c1ccccc1n1nnc(c1)c1ccccc1,1.575
LOLGUP,1537,[O-][N+](=O)c1cccc(c1)n1nnc(c1)c1ccccc1,1.537
LOLHOK,1537,[O-][N+](=O)c1ccc(cc1)n1nnc(c1)c1ccccc1,1.537
LOLJAX02,3354,O=C(C(=O)N1CC(C1)([N+](=O)[O-])[N+](=O)[O-])N1CC(C1)([N+](=O)[O-])[N+](=O)[O-],3.354
LONSAK,1165,O=C1CCC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-],1.165
LORJAD,1945,CCOC(=O)/C(=C/N/N=C\1/N(C)C(=O)N(C(=O)/C1=N\O)C)/[N+](=O)[O-],1.945
LORNAI,1838,N#CCc1cccc(c1C)[N+](=O)[O-],1.838
LOZZEH,1471,CN([N+](=O)[O-])CN1C(=O)c2c(C1=O)cccc2,1.471
LOZZIL,4785,[O-][N+](=O)NCN([N+](=O)[O-])C,4.785
LUDFAR,2471,O=C/C=C/O/C=C/c1noc(c1)[N+](=O)[O-],2.471
LUDGAS,1292,CN(c1ccc(cc1)C(=O)c1ccc(cc1)[N+](=O)[O-])C,1.292
LUFXIV,1409,CCCCCCc1nnn(c1)c1ccc(cc1)[N+](=O)[O-],1.409
LUHPAF,2769,[O-][N+](=O)N1CCNC1=O,2.769
LULYEW,1340,O=C1C=CC(=C/C/1=C/NCc1ccccc1)[N+](=O)[O-],1.34
LUTXAB,1492,CNC1=C(C=C2[C@@H](N1C)Oc1c(C2=O)cccc1)[N+](=O)[O-],1.492
MABPAJ,1168,O=C1N[C@@H](Nc2c1cccc2)c1ccc(cc1)[N+](=O)[O-],1.168
MABZNA02,1401,CN(c1ccc(cc1)/C=N/c1ccc(cc1)[N+](=O)[O-])C,1.401
MACINA10,1587,OC(=O)/C=C/c1ccc(c(c1)[N+](=O)[O-])N(C)C,1.587
MADKOT,1816,O[C@@H]([C@H]([N+](=O)[O-])C)c1ccncc1,1.816
MADKUZ,1640,O[C@H](C([N+](=O)[O-])(C)C)c1ccncc1,1.64
MAJTIB,1249,O=C1NC(=O)c2c1cc(cc2)[N+](=O)[O-],1.249
MAMGEM,1870,[O-][N+](=O)C(=C(c1ccccc1)c1ccccc1)[N+](=O)[O-],1.87
MANXUW,1403,[O-][N+](=O)c1cc2O[C@@H](CNc2cc1)OCCCC,1.403
MAPFOZ,1381,COc1ccc(c(c1)/C=N/c1ccc(cc1)[N+](=O)[O-])O,1.381
MAPFUF,1324,CCOc1cccc(c1O)/C=N/c1ccc(cc1)[N+](=O)[O-],1.324
MAPPUQ,2073,CC(=O)O[C@H]1NC(=C([N+](=O)[O-])[N+](=O)[O-])N[C@@H]1OC(=O)C,2.073
MATCUF,1277,O=c1nc(N(c2ccc(cc2)[N+](=O)[O-])C)n(c(=O)n1C)C,1.277
MATDEQ,1266,O=c1n(C)c(=Nc2ccc(cc2)[N+](=O)[O-])n(c(=O)n1C)C,1.266
MAYKAB,1867,C#CCN1[C@@H](C[N+](=O)[O-])[C@H]2[C@@H]([C@H]1[C@@H](O)C)OC(O2)(C)C,1.867
MAYKEF,1275,O[C@@H]1CN2C[C@@H]([C@@H]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)[N+](=O)[O-])C,1.275
MAYKIJ,1708,O[C@@H]1CN2C[C@H]3[C@@]([C@H]2[C@H]2[C@@H]1OC(O2)(C)C)(C3)[N+](=O)[O-],1.708
MAYKOP,1259,O[C@@H]1CN2C[C@H]([C@H]([C@@H]2[C@@H]2[C@H]1OC(O2)(C)C)[N+](=O)[O-])C,1.259
MAYKUV,1549,C[C@@H]([C@@H]1[C@H]2OC(O[C@H]2[C@H]2N1C[C@H]1[C@@]2(C1)[N+](=O)[O-])(C)C)O,1.549
MAZXEQ,1292,O=C1[C@H]2C[C@@H](c3c1cc(cc3)[N+](=O)[O-])C(=O)c1c2ccc(c1)[N+](=O)[O-],1.292
MAZZOD,1168,O=C(Nc1cccc(c1)[N+](=O)[O-])CCC(=O)O,1.168
